MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	7.48E-08	2.34E-04	9.23E-08	1.11E-03	1.19E-06	4.58E-02	6.17E-03	1.40E-46	8.34E-03	2.04E-02	4.01E-02	3.09E-03	1.01E-02	1.02E-05
1:Del:C:1	5.89E-04	0.00E+00	1.10E-07	8.94E-04	2.96E-04	1.30E-02	8.57E-03	0.00E+00	8.13E-03	2.72E-02	1.94E-02	3.60E-02	1.37E-02	1.89E-02
1:Del:C:2	4.94E-08	8.76E-09	1.09E-04	0.00E+00	2.57E-04	9.09E-04	1.81E-04	8.07E-08	2.47E-03	1.87E-03	1.96E-03	5.56E-04	1.60E-03	1.59E-03
1:Del:C:3	1.16E-04	4.69E-04	1.17E-03	3.25E-04	8.99E-04	2.98E-03	2.96E-03	1.03E-03	3.58E-03	2.95E-03	6.81E-03	5.34E-03	4.91E-03	4.83E-03
1:Del:C:4	1.08E-07	0.00E+00	1.45E-04	0.00E+00	0.00E+00	2.94E-03	0.00E+00	1.45E-04	2.31E-03	4.07E-03	4.35E-03	1.05E-03	2.11E-03	4.60E-03
1:Del:C:5	3.37E-04	2.23E-05	1.49E-03	6.48E-05	2.78E-04	0.00E+00	2.28E-07	1.01E-03	0.00E+00	1.00E-02	5.33E-03	7.88E-03	1.10E-02	8.64E-03
1:Del:T:0	2.99E-46	3.37E-05	3.15E-03	9.67E-04	9.89E-04	2.03E-02	6.10E-03	1.38E-03	1.27E-02	4.08E-02	6.04E-02	1.75E-02	8.69E-03	1.08E-02
1:Del:T:1	2.56E-08	0.00E+00	1.86E-04	3.03E-04	7.18E-08	3.95E-03	5.96E-03	1.01E-07	7.41E-03	1.56E-02	2.68E-02	2.15E-02	6.31E-07	0.00E+00
1:Del:T:2	0.00E+00	4.41E-08	5.43E-04	8.28E-04	1.40E-46	5.16E-03	2.75E-03	3.20E-04	0.00E+00	1.88E-02	1.45E-02	2.79E-03	1.65E-02	4.59E-03
1:Del:T:3	1.29E-04	2.88E-08	2.29E-03	0.00E+00	8.91E-04	1.15E-02	0.00E+00	0.00E+00	1.10E-06	2.70E-02	2.48E-02	8.80E-03	1.98E-02	1.70E-02
1:Del:T:4	5.31E-04	1.21E-04	4.39E-03	7.09E-04	9.54E-04	1.31E-02	4.29E-04	0.00E+00	1.07E-03	1.32E-02	5.19E-02	0.00E+00	1.62E-02	1.48E-02
1:Del:T:5	4.72E-08	6.37E-08	1.12E-02	6.51E-03	4.66E-03	2.01E-03	1.51E-03	7.55E-07	4.62E-03	4.61E-02	1.28E-04	2.23E-03	7.82E-02	1.38E-02
1:Ins:C:0	1.30E-07	4.93E-08	0.00E+00	1.68E-07	8.36E-07	2.93E-08	5.58E-04	6.38E-05	5.83E-04	1.41E-07	5.61E-04	1.08E-03	2.41E-07	1.63E-03
1:Ins:C:1	1.24E-08	2.12E-04	1.39E-04	2.76E-05	7.42E-05	6.97E-04	9.06E-04	0.00E+00	8.66E-04	1.57E-07	3.78E-07	6.52E-04	1.16E-03	5.18E-08
1:Ins:C:2	2.95E-08	3.00E-08	3.43E-09	1.02E-07	8.25E-05	3.09E-05	2.02E-08	4.46E-09	5.26E-04	1.51E-04	1.30E-04	1.62E-04	2.55E-04	1.04E-07
1:Ins:C:3	7.81E-05	1.45E-04	7.32E-05	0.00E+00	6.18E-08	4.25E-08	2.86E-04	3.35E-08	2.46E-04	1.40E-04	1.83E-07	5.49E-04	1.88E-03	1.22E-03
1:Ins:C:4	5.48E-04	1.06E-04	3.88E-04	7.75E-04	1.27E-03	0.00E+00	1.40E-46	1.00E-04	5.49E-03	6.77E-04	1.63E-03	1.94E-03	8.00E-03	2.76E-03
1:Ins:C:5	3.45E-03	5.10E-04	2.22E-04	2.19E-08	3.62E-04	5.79E-04	0.00E+00	1.77E-03	1.40E-46	4.53E-08	1.95E-07	3.75E-07	9.22E-04	4.67E-02
1:Ins:T:0	3.36E-04	0.00E+00	1.03E-04	3.11E-04	1.80E-03	2.89E-03	1.19E-03	7.32E-04	2.08E-03	1.85E-03	7.56E-03	6.42E-03	1.17E-03	4.57E-03
1:Ins:T:1	5.46E-05	2.81E-04	0.00E+00	2.91E-05	1.14E-04	2.10E-03	1.38E-03	0.00E+00	1.28E-03	2.80E-46	3.29E-03	1.08E-03	3.91E-03	5.34E-03
1:Ins:T:2	2.62E-08	4.01E-08	1.15E-04	0.00E+00	4.23E-04	1.33E-03	0.00E+00	7.63E-08	3.80E-07	2.68E-08	4.88E-04	5.15E-07	4.94E-04	5.29E-07
1:Ins:T:3	4.86E-04	1.96E-04	1.58E-05	2.77E-04	8.12E-09	7.11E-04	7.06E-07	2.50E-04	6.64E-06	1.68E-03	2.07E-03	2.28E-03	8.58E-04	7.13E-03
1:Ins:T:4	2.21E-03	4.83E-04	2.15E-04	6.44E-08	7.65E-08	2.21E-07	1.40E-46	4.73E-08	2.13E-07	1.95E-03	5.05E-03	3.35E-02	2.73E-02	3.52E-02
1:Ins:T:5	6.97E-03	8.28E-08	4.24E-08	2.84E-08	6.82E-08	6.95E-07	1.58E-03	4.57E-07	5.67E-07	4.98E-07	6.94E-02	3.33E-02	4.94E-02	3.46E-02
2:Del:R:0	2.69E-04	1.31E-07	0.00E+00	9.08E-05	1.14E-04	8.80E-04	3.46E-03	3.72E-05	2.31E-03	5.29E-03	3.63E-03	5.02E-03	0.00E+00	5.35E-03
2:Del:R:1	8.97E-05	4.69E-05	1.81E-03	5.08E-04	7.87E-04	1.40E-46	2.70E-03	1.27E-04	1.70E-03	7.56E-03	6.30E-03	1.22E-02	2.77E-03	5.37E-03
2:Del:R:2	6.59E-05	2.55E-08	4.05E-04	2.67E-08	2.59E-04	5.45E-04	5.24E-04	0.00E+00	0.00E+00	2.01E-03	2.85E-04	4.78E-04	7.35E-04	3.82E-03
2:Del:R:3	1.48E-04	1.21E-08	5.47E-05	8.11E-05	3.87E-08	0.00E+00	1.29E-07	0.00E+00	0.00E+00	7.38E-04	8.73E-08	3.63E-05	7.74E-05	4.70E-04
2:Del:R:4	5.96E-05	1.43E-04	3.98E-04	6.27E-09	4.79E-08	2.17E-08	2.21E-08	1.24E-04	0.00E+00	4.29E-04	5.36E-04	4.56E-04	2.18E-03	1.18E-03
2:Del:R:5	3.03E-08	1.63E-08	6.07E-08	8.27E-05	1.16E-04	9.56E-08	7.83E-04	2.59E-07	3.78E-04	1.64E-03	1.40E-07	1.29E-03	3.89E-08	5.81E-08
3:Del:R:0	0.00E+00	6.73E-09	2.86E-04	8.51E-04	5.34E-04	8.72E-04	2.97E-03	0.00E+00	2.93E-03	3.02E-03	1.26E-03	8.34E-03	9.34E-03	1.50E-03
3:Del:R:1	1.13E-03	1.19E-02	1.79E-03	1.40E-46	1.40E-03	4.17E-08	7.76E-04	1.08E-02	6.12E-03	7.53E-04	1.88E-03	1.89E-02	1.16E-01	1.55E-03
3:Del:R:2	3.33E-04	7.40E-05	3.92E-04	2.95E-04	0.00E+00	0.00E+00	5.85E-04	0.00E+00	2.38E-04	5.66E-04	3.76E-07	2.34E-04	1.27E-04	1.12E-03
3:Del:R:3	1.08E-04	4.37E-05	2.02E-05	2.55E-08	1.91E-08	7.22E-08	0.00E+00	3.39E-04	1.23E-08	1.51E-04	5.57E-04	5.43E-04	1.13E-03	8.11E-04
3:Del:R:4	1.25E-08	2.22E-08	8.16E-09	2.48E-08	2.32E-08	7.01E-08	5.66E-08	5.01E-08	4.41E-07	9.35E-08	1.67E-07	2.75E-07	1.68E-07	2.64E-07
3:Del:R:5	1.25E-08	2.22E-08	8.16E-09	2.48E-08	2.32E-08	7.01E-08	5.66E-08	5.01E-08	4.41E-07	9.35E-08	1.67E-07	2.75E-07	1.68E-07	2.64E-07
4:Del:R:0	5.83E-05	2.33E-05	7.75E-08	3.24E-04	1.97E-04	2.76E-04	1.39E-03	9.14E-05	2.01E-03	1.01E-03	1.90E-03	1.12E-02	5.00E-08	6.80E-04
4:Del:R:1	4.66E-04	0.00E+00	8.15E-04	1.35E-04	1.57E-04	4.62E-04	4.59E-04	0.00E+00	6.41E-04	1.60E-03	2.05E-03	4.70E-03	1.23E-03	9.33E-03
4:Del:R:2	1.55E-04	1.12E-07	2.37E-04	3.53E-05	2.05E-08	4.54E-08	3.62E-04	3.35E-04	8.55E-04	4.92E-04	1.51E-03	3.28E-04	1.95E-03	3.10E-04
4:Del:R:3	5.20E-08	1.38E-02	1.02E-07	4.09E-08	1.56E-07	2.15E-07	1.15E-07	6.50E-02	1.16E-06	4.47E-07	1.21E-03	7.08E-07	4.16E-02	4.36E-07
4:Del:R:4	3.94E-08	1.04E-07	4.21E-08	4.79E-02	1.81E-02	5.34E-07	3.32E-05	2.01E-07	1.80E-06	2.04E-03	5.52E-07	3.11E-03	2.55E-02	9.59E-03
4:Del:R:5	1.25E-08	2.22E-08	8.16E-09	2.48E-08	2.32E-08	7.01E-08	5.66E-08	5.01E-08	4.41E-07	9.35E-08	1.67E-07	2.75E-07	1.68E-07	2.64E-07
5:Del:R:0	2.88E-08	2.58E-07	1.12E-03	2.96E-04	1.90E-07	2.32E-07	3.35E-02	1.78E-08	6.23E-02	3.01E-07	3.10E-03	4.09E-02	3.57E-04	4.33E-03
5:Del:R:1	3.63E-09	1.33E-08	2.97E-04	6.23E-09	2.58E-04	3.17E-04	0.00E+00	7.86E-05	4.19E-08	5.92E-04	5.28E-04	2.80E-04	6.96E-04	1.20E-03
5:Del:R:2	2.84E-08	1.06E-04	7.46E-05	1.25E-08	5.28E-08	2.38E-04	0.00E+00	1.86E-04	1.36E-03	1.48E-07	5.51E-04	3.90E-04	2.73E-04	2.90E-04
5:Del:R:3	1.25E-08	2.22E-08	8.16E-09	2.48E-08	2.32E-08	7.01E-08	5.66E-08	5.01E-08	4.41E-07	9.35E-08	1.67E-07	2.75E-07	1.68E-07	2.64E-07
5:Del:R:4	1.25E-08	2.22E-08	8.16E-09	2.48E-08	2.32E-08	7.01E-08	5.66E-08	5.01E-08	4.41E-07	9.35E-08	1.67E-07	2.75E-07	1.68E-07	2.64E-07
5:Del:R:5	5.31E-08	4.30E-07	3.75E-08	2.09E-08	8.55E-05	6.11E-08	5.59E-08	7.53E-05	3.22E-08	1.29E-07	1.65E-07	2.83E-07	2.04E-07	5.70E-04
2:Ins:R:0	1.24E-07	3.31E-07	2.44E-07	1.68E-07	1.50E-07	7.91E-08	5.84E-04	5.47E-02	6.20E-07	2.93E-07	3.18E-07	1.60E-06	1.39E-06	3.89E-07
2:Ins:R:1	2.50E-04	1.77E-06	6.10E-05	0.00E+00	6.74E-04	1.54E-03	3.66E-04	3.40E-04	2.59E-04	0.00E+00	3.48E-03	7.98E-04	1.97E-03	2.98E-03
2:Ins:R:2	2.36E-05	7.02E-09	1.08E-04	1.71E-04	2.27E-04	5.75E-08	0.00E+00	1.19E-04	7.84E-04	7.39E-07	1.01E-03	4.02E-05	5.04E-04	2.76E-03
2:Ins:R:3	7.09E-05	4.61E-08	1.69E-04	1.42E-08	2.86E-05	3.27E-05	9.64E-06	0.00E+00	1.91E-07	7.50E-04	1.99E-07	2.48E-03	1.13E-03	8.22E-04
