NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	184.109	53.351	64.357	42.971	0.314	0.883	30000.0
2	187.933	55.933	68.04	45.626	0.331	0.861	20000.0
3	185.958	52.471	62.98	41.818	0.316	0.886	30000.0
4	178.773	52.428	62.02	41.645	0.294	0.879	20000.0
5	175.918	51.984	60.367	41.397	0.311	0.885	30000.0
6	179.617	53.14	62.325	42.308	0.302	0.876	30000.0
7	189.236	55.512	70.701	45.607	0.326	0.856	20000.0
8	179.413	52.659	61.019	41.467	0.306	0.886	20000.0
9	181.908	55.192	64.2	44.655	0.331	0.866	30000.0
10	181.754	52.734	62.234	42.147	0.318	0.876	30000.0
