NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.265	15.348	9.578	9.343	0.094	0.993	50000.0
2	38.707	14.483	8.972	8.719	0.092	0.994	60000.0
3	40.314	14.579	9.244	8.42	0.085	0.995	30000.0
4	41.741	15.26	10.048	9.305	0.089	0.994	50000.0
5	39.602	14.49	9.288	8.589	0.092	0.995	30000.0
6	39.463	14.643	9.254	8.596	0.087	0.995	40000.0
7	41.167	15.446	9.63	9.12	0.096	0.994	50000.0
8	39.952	14.748	9.363	8.556	0.089	0.995	40000.0
9	37.095	14.001	8.656	8.357	0.089	0.995	30000.0
10	42.114	15.517	9.708	8.99	0.09	0.995	60000.0
