Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	152	9	146	12	61	0	6	0
V2	214	71	0	1	27	7	0	13
V3	0	10	1	115	52	0	2	0
V4	8	0	1	9	0	13	0	1
V5	252	0	17	51	0	5	0	15
V6	174	65	65	144	62	11	20	121
V7	12	0	63	78	27	72	23	0
V8	12	486	1	56	8	18	25	0
V9	110	13	13	112	0	18	9	0
V10	0	43	41	8	70	0	18	27
V11	0	1	20	17	0	0	0	0
V12	120	19	2	10	30	3	0	0
V13	0	5	52	100	1	5	6	0
V14	438	7	251	103	56	0	0	0
V15	32	75	20	5	14	75	34	14
V16	5	2	10	6	37	2	0	0
V17	114	15	1	142	0	7	50	0
V18	47	4	33	98	11	0	11	11
V19	27	59	6	0	22	78	0	16
V20	301	23	0	119	17	0	8	60
V21	180	39	12	2	12	0	0	0
V22	0	0	0	90	49	10	10	0
V23	12	63	1	6	64	0	34	0
V24	9	16	0	75	21	0	11	0
V25	442	0	4	17	43	9	2	25
V26	0	58	172	81	27	344	0	27
V27	108	6	5	34	0	47	28	0
V28	0	70	11	38	8	84	121	0
V29	103	35	30	9	0	0	7	57
V30	319	0	0	1	17	1	0	0
V31	0	94	127	14	3	46	0	3
V32	103	5	19	6	98	106	0	0
V33	68	34	21	0	23	19	0	0
V34	113	5	2	56	4	12	29	29
V35	109	40	46	115	70	2	0	99
V36	55	0	3	18	6	0	3	2
V37	21	1	31	6	11	44	0	0
V38	2	20	132	0	26	0	64	4
V39	122	19	0	63	0	12	115	0
V40	117	4	47	0	22	6	0	0
V41	0	29	0	92	73	288	231	0
V42	45	111	100	50	18	39	0	0
V43	3	100	11	33	0	0	0	7
V44	3	1	85	0	48	0	0	0
V45	0	35	137	207	54	25	29	109
V46	37	288	0	16	0	126	4	0
V47	0	0	45	55	35	0	0	54
V48	7	68	21	59	88	0	0	27
V49	0	26	0	157	33	7	22	0
V50	124	233	236	16	45	27	0	0
V51	20	81	2	3	49	0	0	0
V52	0	16	29	14	0	152	69	17
V53	28	0	1	21	318	84	16	0
V54	3	6	0	0	11	0	0	0
V55	4	11	1	13	3	11	27	37
V56	6	0	37	12	0	37	0	0
V57	42	0	285	11	66	32	49	0
V58	142	26	42	1	70	0	27	0
V59	0	88	9	118	16	40	28	0
V60	51	43	14	50	45	33	0	45
V61	36	0	0	44	15	5	0	0
V62	130	230	0	16	196	6	0	0
V63	84	37	76	2	10	84	0	0
V64	10	62	46	38	0	19	0	0
V65	15	39	11	1	5	6	23	0
V66	1	7	31	146	244	33	0	0
V67	13	25	0	3	0	32	34	10
V68	56	67	2	46	205	14	13	12
V69	191	51	123	56	157	0	0	0
V70	0	16	0	2	2	13	18	0
V71	9	0	2	51	7	8	0	11
V72	4	34	4	1	10	1	1	0
V73	20	16	107	8	1	67	3	5
V74	45	0	92	179	46	4	0	23
V75	21	0	78	2	116	379	46	0
V76	18	91	2	1	105	22	40	0
V77	4	467	6	0	6	5	0	29
V78	7	253	0	0	0	18	9	0
V79	16	272	10	219	16	19	0	1
V80	15	102	66	104	31	95	0	0
V81	0	19	0	5	7	2	0	0
V82	0	46	3	1	10	9	0	0
V83	5	75	102	24	0	0	0	10
V84	1	0	2	19	4	40	0	0
V85	52	108	34	15	3	13	0	0
V86	1	26	4	53	0	22	50	0
V87	78	38	39	1	1	0	4	0
V88	32	6	52	1	1	36	0	0
V89	149	0	179	5	0	11	0	3
V90	27	6	0	2	2	0	36	11
V91	53	0	110	20	49	66	18	0
V92	0	9	296	37	28	36	22	0
V93	24	7	6	0	34	0	8	0
V94	12	23	17	15	193	57	0	52
V95	7	0	10	6	47	21	25	24
V96	4	0	86	64	21	0	0	28
V97	91	4	434	0	0	148	46	0
V98	6	248	92	2	14	21	45	0
V99	19	93	41	42	3	1	0	0
V100	0	57	55	306	6	48	9	9
