Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	17	142	3	14	0	199	0	0
V2	26	81	12	50	130	1	0	19
V3	23	6	24	24	3	9	3	41
V4	80	2	0	9	0	75	0	0
V5	107	46	212	48	48	16	61	46
V6	41	131	3	181	38	0	0	13
V7	0	33	9	70	0	41	72	18
V8	95	31	76	421	26	40	0	55
V9	49	47	93	0	15	144	42	112
V10	0	28	29	90	38	110	31	0
V11	6	64	14	0	0	122	40	0
V12	28	3	10	0	21	11	0	0
V13	31	16	0	0	14	10	0	26
V14	209	78	41	0	0	31	28	42
V15	23	17	23	17	0	0	0	6
V16	2	44	35	0	46	82	0	20
V17	97	95	216	42	75	11	0	36
V18	98	20	120	51	66	42	0	14
V19	218	89	35	86	13	38	0	0
V20	206	4	47	146	0	6	2	0
V21	0	116	4	26	8	55	0	4
V22	141	2	192	63	29	97	0	0
V23	160	38	48	55	314	47	0	1
V24	4	99	46	41	14	13	10	0
V25	356	131	122	0	87	40	104	19
V26	0	0	8	5	7	4	0	3
V27	0	181	0	0	120	1	28	0
V28	24	179	197	156	80	28	0	0
V29	69	65	178	78	156	60	0	0
V30	9	1	0	4	0	8	0	0
V31	79	43	32	22	27	5	0	1
V32	225	0	230	16	0	134	0	3
V33	15	4	136	112	5	14	0	0
V34	10	0	5	10	0	50	0	5
V35	79	10	11	10	43	0	32	10
V36	12	31	1	3	9	81	0	0
V37	23	140	7	49	4	46	0	4
V38	15	10	7	22	0	47	6	0
V39	70	9	94	4	62	62	97	0
V40	86	0	16	25	74	4	11	0
V41	15	73	31	98	5	0	0	7
V42	5	10	47	9	33	0	33	11
V43	96	3	4	0	42	23	25	0
V44	0	9	84	2	0	32	0	0
V45	169	146	6	0	22	52	100	0
V46	24	83	13	124	8	0	0	12
V47	0	246	41	3	6	130	140	2
V48	130	114	5	40	16	37	0	53
V49	114	0	10	39	65	10	3	12
V50	79	45	323	3	1	13	50	28
V51	74	34	24	4	0	1	73	0
V52	2	32	33	0	211	20	0	15
V53	0	8	0	100	0	41	0	5
V54	213	345	57	305	24	116	0	14
V55	0	54	78	16	46	23	9	1
V56	19	0	90	61	27	1	39	0
V57	269	6	153	15	48	129	0	16
V58	21	6	70	112	19	19	22	0
V59	215	162	34	0	11	17	0	0
V60	44	53	1	12	29	70	0	8
V61	0	0	344	92	0	107	0	12
V62	11	0	0	42	137	52	0	8
V63	22	78	59	4	99	1	0	11
V64	23	52	43	167	70	18	0	0
V65	7	107	122	11	25	2	72	0
V66	103	7	0	4	71	25	14	0
V67	82	0	459	115	1	27	0	2
V68	0	41	110	0	0	1	60	0
V69	267	38	0	8	2	27	0	0
V70	40	48	17	82	61	8	16	0
V71	8	37	90	2	0	1	2	5
V72	23	0	3	15	0	15	0	0
V73	49	0	5	17	15	30	9	14
V74	481	100	0	99	0	39	0	67
V75	5	9	8	1	0	272	14	28
V76	0	47	0	111	19	29	0	24
V77	346	66	14	0	434	7	0	0
V78	145	7	2	29	74	136	0	0
V79	0	87	1	16	0	7	4	16
V80	41	10	45	26	4	31	3	0
V81	3	7	56	82	36	75	0	0
V82	22	50	1	13	184	7	31	0
V83	73	0	3	20	22	74	0	9
V84	94	0	143	47	33	12	0	16
V85	151	218	34	43	27	0	137	10
V86	22	2	17	100	6	23	3	22
V87	15	27	0	20	63	0	17	0
V88	9	0	5	29	0	6	16	0
V89	177	290	135	58	111	5	6	0
V90	0	72	2	2	0	39	0	5
V91	25	9	0	3	191	12	11	26
V92	33	116	145	6	102	61	0	0
V93	25	12	11	222	7	67	0	1
V94	5	1	11	32	3	7	0	15
V95	13	383	4	122	0	12	28	24
V96	21	12	38	76	0	4	0	6
V97	11	186	69	48	0	3	19	1
V98	20	16	104	0	2	7	0	0
V99	25	12	204	158	76	152	0	0
V100	0	202	0	0	7	7	13	6
