NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	182.732	66.701	56.853	51.255	0.446	0.826	20000.0
2	186.772	68.134	63.776	55.583	0.432	0.806	30000.0
3	200.375	70.511	68.577	57.221	0.44	0.802	40000.0
4	188.011	68.655	64.184	55.896	0.433	0.806	30000.0
5	180.945	66.0	56.253	50.377	0.431	0.83	20000.0
6	180.395	65.593	56.718	50.973	0.437	0.825	30000.0
7	180.85	66.269	56.57	50.883	0.438	0.826	30000.0
8	187.702	68.729	64.776	56.254	0.438	0.802	40000.0
9	181.827	65.904	57.73	51.805	0.44	0.821	20000.0
10	193.021	70.116	66.299	56.622	0.444	0.799	40000.0
