NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.066	21.977	12.123	12.36	0.139	0.987	20000.0
2	50.577	21.563	11.829	12.068	0.142	0.988	30000.0
3	48.53	21.486	11.231	12.018	0.139	0.989	40000.0
4	48.932	20.936	11.253	11.408	0.138	0.99	40000.0
5	50.314	21.693	11.805	11.939	0.138	0.99	20000.0
6	49.863	21.359	11.621	11.833	0.136	0.99	30000.0
7	49.865	21.923	11.506	12.127	0.143	0.989	30000.0
8	50.037	21.653	11.948	12.099	0.141	0.989	20000.0
9	50.384	22.204	12.063	12.82	0.14	0.988	70000.0
10	49.062	21.268	11.47	11.692	0.134	0.99	50000.0
