MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	7.39E-04	5.80E-04	2.19E-02	1.16E-03	7.52E-04	8.94E-03	4.23E-03	2.56E-03	2.24E-02	2.62E-02
1:Del:C:1	1.13E-04	0.00E+00	6.91E-03	1.49E-03	0.00E+00	2.71E-03	1.98E-03	1.14E-03	2.75E-02	6.49E-03
1:Del:C:2	2.78E-04	0.00E+00	9.22E-04	0.00E+00	2.02E-04	1.94E-03	0.00E+00	2.68E-04	1.26E-03	1.06E-04
1:Del:C:3	4.06E-04	6.83E-04	7.66E-04	5.09E-04	6.03E-04	7.77E-04	2.08E-03	1.30E-03	5.17E-03	5.55E-04
1:Del:C:4	2.33E-04	6.92E-04	1.28E-03	6.80E-04	4.52E-04	4.82E-04	5.36E-04	1.29E-04	2.49E-03	1.28E-03
1:Del:C:5	2.80E-46	2.65E-03	2.67E-04	5.82E-04	0.00E+00	3.35E-04	3.63E-03	1.48E-04	1.55E-02	0.00E+00
1:Del:T:0	5.09E-04	8.65E-04	8.46E-03	1.03E-03	3.84E-04	8.35E-03	6.51E-04	0.00E+00	3.37E-02	8.54E-03
1:Del:T:1	1.55E-04	4.42E-04	1.29E-03	2.85E-08	0.00E+00	1.33E-03	2.46E-03	2.74E-04	6.42E-03	4.39E-03
1:Del:T:2	7.60E-04	1.47E-03	5.88E-03	1.11E-03	4.56E-04	1.80E-03	1.74E-03	7.60E-08	1.82E-02	7.60E-04
1:Del:T:3	1.24E-04	2.64E-03	6.66E-03	8.83E-04	2.17E-04	3.75E-03	1.74E-03	2.34E-04	2.29E-02	2.52E-03
1:Del:T:4	2.67E-03	3.21E-03	4.97E-03	6.81E-04	0.00E+00	7.69E-04	1.00E-02	8.23E-04	1.71E-02	2.14E-03
1:Del:T:5	1.37E-07	5.75E-03	1.14E-08	6.20E-08	3.52E-06	1.80E-07	8.02E-02	1.80E-06	5.99E-02	1.31E-03
1:Ins:C:0	1.96E-04	1.93E-08	9.13E-09	3.97E-08	7.77E-08	9.17E-04	1.24E-08	2.68E-08	1.61E-04	1.81E-03
1:Ins:C:1	2.36E-05	1.09E-04	1.66E-04	3.87E-08	1.79E-04	5.43E-04	1.89E-05	6.20E-04	9.94E-04	1.51E-03
1:Ins:C:2	6.50E-05	3.52E-05	8.11E-05	1.99E-04	1.25E-08	1.58E-04	3.78E-04	1.66E-04	1.04E-03	3.46E-04
1:Ins:C:3	8.42E-04	0.00E+00	3.65E-04	2.67E-04	0.00E+00	1.70E-08	1.80E-03	6.92E-04	0.00E+00	0.00E+00
1:Ins:C:4	0.00E+00	6.11E-04	1.56E-04	1.61E-04	9.78E-04	7.38E-04	2.15E-04	1.82E-03	6.04E-03	7.51E-03
1:Ins:C:5	3.75E-04	6.19E-04	6.29E-04	3.03E-03	1.51E-04	1.47E-04	1.22E-04	1.10E-03	8.99E-03	2.13E-08
1:Ins:T:0	0.00E+00	3.95E-04	8.79E-04	8.08E-04	1.44E-04	2.14E-03	6.42E-04	4.44E-04	4.80E-03	1.29E-03
1:Ins:T:1	0.00E+00	4.24E-08	1.49E-03	4.83E-05	2.95E-04	7.46E-04	5.74E-04	2.46E-04	5.17E-03	1.73E-03
1:Ins:T:2	7.17E-06	1.81E-04	4.56E-04	3.59E-08	1.38E-08	1.36E-04	1.02E-03	1.88E-04	1.62E-03	6.61E-04
1:Ins:T:3	1.46E-04	1.63E-08	6.33E-05	4.31E-04	9.41E-05	1.20E-04	0.00E+00	1.42E-08	5.62E-04	6.23E-05
1:Ins:T:4	3.05E-04	6.12E-04	3.63E-04	2.06E-03	0.00E+00	1.33E-04	1.06E-03	4.59E-04	4.18E-03	4.35E-04
1:Ins:T:5	3.39E-05	1.38E-04	1.36E-03	4.18E-03	3.52E-07	8.69E-08	6.26E-08	2.52E-07	9.67E-02	5.60E-03
2:Del:R:0	0.00E+00	0.00E+00	8.85E-04	6.68E-04	0.00E+00	1.44E-03	3.27E-03	3.17E-04	6.15E-03	1.97E-03
2:Del:R:1	2.04E-04	4.94E-04	6.25E-04	6.17E-04	9.30E-05	6.41E-04	1.33E-03	0.00E+00	1.83E-03	8.95E-04
2:Del:R:2	3.86E-09	1.99E-04	2.02E-04	3.91E-05	2.87E-04	2.09E-05	4.26E-04	1.71E-04	1.05E-03	6.99E-04
2:Del:R:3	1.69E-08	3.89E-08	3.52E-08	3.17E-08	4.42E-07	6.77E-08	5.98E-08	1.62E-02	1.59E-07	5.27E-06
2:Del:R:4	1.47E-08	9.77E-05	1.73E-08	4.98E-05	7.34E-05	1.51E-07	7.42E-05	2.81E-04	3.76E-04	1.57E-08
2:Del:R:5	3.37E-08	2.11E-08	6.34E-05	4.29E-08	2.91E-08	1.31E-04	1.08E-04	2.95E-08	2.08E-04	2.21E-04
3:Del:R:0	1.66E-04	7.51E-05	1.21E-04	3.33E-04	1.40E-46	2.48E-03	4.66E-03	5.73E-08	1.67E-03	3.39E-03
3:Del:R:1	1.03E-04	5.56E-04	1.77E-03	7.66E-04	4.81E-05	2.45E-05	3.97E-07	4.06E-09	5.41E-03	2.07E-03
3:Del:R:2	9.59E-05	3.70E-04	4.04E-04	1.55E-04	5.88E-08	4.59E-04	6.10E-04	0.00E+00	2.10E-03	0.00E+00
3:Del:R:3	5.08E-08	1.78E-04	1.43E-04	2.16E-08	1.43E-05	3.44E-05	2.25E-04	1.32E-04	2.70E-03	1.46E-04
3:Del:R:4	1.72E-08	7.74E-09	2.37E-08	1.12E-08	1.66E-08	3.13E-08	1.96E-08	2.13E-08	6.82E-08	8.27E-08
3:Del:R:5	1.72E-08	7.74E-09	2.37E-08	1.12E-08	1.66E-08	3.13E-08	1.96E-08	2.13E-08	6.82E-08	8.27E-08
4:Del:R:0	0.00E+00	1.79E-07	1.12E-04	2.10E-04	4.02E-05	1.99E-03	6.50E-04	9.12E-04	1.41E-03	2.91E-03
4:Del:R:1	1.93E-04	5.83E-04	6.19E-04	0.00E+00	3.51E-04	7.69E-04	5.27E-05	4.91E-04	1.03E-03	0.00E+00
4:Del:R:2	2.31E-08	1.18E-04	2.94E-05	6.61E-05	3.25E-08	1.90E-04	1.53E-04	2.45E-08	3.32E-04	8.81E-08
4:Del:R:3	1.72E-08	7.74E-09	2.37E-08	1.12E-08	1.66E-08	3.13E-08	1.96E-08	2.13E-08	6.82E-08	8.27E-08
4:Del:R:4	1.72E-08	7.74E-09	2.37E-08	1.12E-08	1.66E-08	3.13E-08	1.96E-08	2.13E-08	6.82E-08	8.27E-08
4:Del:R:5	1.72E-08	7.74E-09	2.37E-08	1.12E-08	1.66E-08	3.13E-08	1.96E-08	2.13E-08	6.82E-08	8.27E-08
5:Del:R:0	2.75E-03	5.86E-04	4.57E-04	4.13E-08	4.73E-04	3.30E-02	2.02E-02	1.56E-07	5.46E-03	8.74E-02
5:Del:R:1	2.77E-05	7.79E-04	2.69E-04	4.02E-04	2.47E-04	2.13E-09	4.53E-04	3.69E-04	3.28E-03	4.08E-04
5:Del:R:2	3.59E-08	4.13E-05	2.79E-04	1.77E-08	3.31E-08	1.06E-04	6.33E-05	2.80E-08	7.56E-04	4.40E-05
5:Del:R:3	3.39E-02	3.51E-08	2.79E-07	1.19E-07	1.33E-07	2.31E-07	5.12E-02	2.16E-07	2.29E-07	5.54E-02
5:Del:R:4	2.64E-04	3.32E-04	1.55E-04	1.12E-08	1.61E-06	5.80E-04	3.77E-04	4.49E-04	1.46E-04	7.17E-04
5:Del:R:5	1.72E-08	7.74E-09	2.37E-08	1.12E-08	1.66E-08	3.13E-08	1.96E-08	2.13E-08	6.82E-08	8.27E-08
2:Ins:R:0	8.24E-05	2.20E-04	2.71E-04	6.00E-05	7.93E-04	1.88E-08	0.00E+00	1.15E-03	5.80E-04	5.72E-04
2:Ins:R:1	2.46E-04	5.88E-05	3.28E-04	7.40E-09	2.02E-04	5.01E-04	0.00E+00	1.53E-08	2.46E-04	1.74E-03
2:Ins:R:2	0.00E+00	1.67E-04	1.82E-04	1.57E-04	1.50E-04	8.70E-05	1.07E-04	0.00E+00	2.81E-08	3.73E-04
2:Ins:R:3	7.42E-05	1.22E-04	2.32E-04	7.13E-05	4.76E-09	5.97E-05	2.12E-04	2.35E-08	5.45E-04	7.67E-06
2:Ins:R:4	4.69E-05	3.20E-04	3.75E-04	4.70E-04	8.91E-05	2.37E-04	1.13E-03	0.00E+00	4.56E-04	5.49E-04
2:Ins:R:5	2.77E-04	9.94E-04	5.85E-04	1.43E-03	0.00E+00	7.88E-04	3.24E-03	3.23E-04	4.15E-03	0.00E+00
3:Ins:R:0	3.80E-08	3.71E-08	4.85E-08	1.02E-04	4.00E-08	1.42E-06	2.16E-08	4.15E-08	5.14E-04	1.61E-06
3:Ins:R:1	6.98E-07	2.05E-04	7.74E-05	2.22E-04	7.25E-07	1.67E-04	1.55E-04	1.29E-04	3.77E-04	5.66E-04
3:Ins:R:2	5.98E-04	2.09E-04	2.74E-04	4.55E-08	1.43E-02	2.64E-06	0.00E+00	5.85E-03	3.92E-07	7.90E-02
3:Ins:R:3	1.72E-08	7.74E-09	2.37E-08	1.12E-08	1.66E-08	3.13E-08	1.96E-08	2.13E-08	6.82E-08	8.27E-08
3:Ins:R:4	4.05E-08	1.18E-04	3.94E-05	4.13E-05	4.46E-08	6.43E-05	1.23E-08	5.43E-08	5.40E-04	9.52E-08
3:Ins:R:5	0.00E+00	2.21E-04	4.48E-09	1.74E-04	1.76E-05	1.46E-08	5.81E-04	3.79E-04	2.45E-04	4.63E-04
4:Ins:R:0	5.24E-05	0.00E+00	3.91E-05	1.73E-04	6.04E-08	2.19E-04	4.41E-09	1.90E-08	1.09E-03	3.07E-04
4:Ins:R:1	1.20E-04	2.66E-04	6.44E-05	1.22E-04	0.00E+00	1.39E-04	2.30E-04	0.00E+00	9.03E-04	0.00E+00
4:Ins:R:2	5.26E-08	2.91E-08	5.92E-08	6.95E-05	4.60E-08	3.03E-08	1.69E-08	4.70E-08	1.05E-06	1.02E-07
4:Ins:R:3	4.00E-08	3.62E-08	3.37E-08	5.67E-08	3.70E-08	7.65E-05	2.09E-08	5.09E-08	1.38E-07	1.02E-07
4:Ins:R:4	8.09E-09	6.90E-05	1.04E-04	4.82E-08	3.81E-08	1.99E-04	1.12E-07	6.39E-08	9.66E-08	2.92E-07
4:Ins:R:5	2.32E-04	1.41E-04	2.70E-09	2.77E-04	0.00E+00	1.90E-04	3.96E-04	0.00E+00	3.17E-04	8.55E-08
5:Ins:R:0	3.27E-08	2.73E-08	1.02E-04	7.30E-05	1.80E-08	1.13E-06	2.56E-04	3.79E-08	1.67E-04	7.98E-08
