MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.15E-02	1.83E-02	1.75E-03
1:Del:C:1	6.28E-03	5.03E-03	7.22E-04
1:Del:C:2	3.31E-04	2.93E-04	2.71E-05
1:Del:C:3	2.84E-04	6.36E-04	3.05E-04
1:Del:C:4	7.55E-04	6.58E-04	2.22E-04
1:Del:C:5	6.92E-04	3.22E-04	5.18E-04
1:Del:T:0	7.44E-03	6.60E-03	3.99E-04
1:Del:T:1	2.68E-03	2.24E-03	2.76E-04
1:Del:T:2	4.40E-03	4.15E-03	3.76E-04
1:Del:T:3	4.94E-03	8.08E-03	7.43E-04
1:Del:T:4	5.14E-03	4.45E-03	1.12E-03
1:Del:T:5	4.36E-02	4.13E-03	3.42E-02
1:Ins:C:0	1.04E-04	1.13E-04	3.14E-05
1:Ins:C:1	1.45E-04	9.90E-05	7.39E-05
1:Ins:C:2	9.50E-05	9.43E-05	4.98E-05
1:Ins:C:3	2.38E-04	8.00E-05	1.35E-04
1:Ins:C:4	3.25E-04	1.34E-04	1.69E-04
1:Ins:C:5	2.34E-03	1.20E-03	1.44E-03
1:Ins:T:0	4.96E-04	5.87E-04	2.69E-04
1:Ins:T:1	1.02E-03	6.42E-04	1.53E-04
1:Ins:T:2	2.29E-04	1.56E-04	7.28E-05
1:Ins:T:3	4.97E-04	1.83E-04	3.69E-04
1:Ins:T:4	1.13E-03	3.88E-04	8.40E-04
1:Ins:T:5	1.02E-01	4.12E-02	5.99E-02
2:Del:R:0	1.19E-03	9.39E-04	1.85E-04
2:Del:R:1	4.94E-03	3.73E-02	1.86E-03
2:Del:R:2	2.10E-04	2.79E-04	1.28E-04
2:Del:R:3	6.53E-05	2.37E-05	7.24E-05
2:Del:R:4	6.01E-04	7.57E-04	1.74E-03
2:Del:R:5	4.31E-05	8.72E-05	1.27E-08
3:Del:R:0	7.39E-04	6.13E-04	2.97E-09
3:Del:R:1	3.27E-03	1.04E-02	1.28E-03
3:Del:R:2	1.06E-03	7.62E-04	1.59E-03
3:Del:R:3	7.29E-05	6.65E-05	1.20E-05
3:Del:R:4	2.06E-08	9.02E-09	8.77E-09
3:Del:R:5	2.06E-08	9.02E-09	8.77E-09
4:Del:R:0	7.29E-04	5.83E-04	3.77E-08
4:Del:R:1	3.32E-04	2.26E-04	2.36E-04
4:Del:R:2	1.56E-04	9.68E-05	4.73E-05
4:Del:R:3	7.62E-03	6.62E-03	3.10E-02
4:Del:R:4	2.06E-08	9.02E-09	8.77E-09
4:Del:R:5	2.06E-08	9.02E-09	8.77E-09
5:Del:R:0	1.73E-02	1.37E-02	3.80E-04
5:Del:R:1	2.13E-04	1.87E-04	1.38E-04
5:Del:R:2	7.91E-04	6.13E-03	3.94E-04
5:Del:R:3	2.22E-05	3.30E-05	5.52E-08
5:Del:R:4	2.06E-08	9.02E-09	8.77E-09
5:Del:R:5	9.12E-06	2.47E-05	5.43E-08
2:Ins:R:0	1.96E-04	1.88E-04	1.50E-05
2:Ins:R:1	1.66E-04	1.43E-04	6.24E-05
2:Ins:R:2	1.55E-04	1.78E-04	1.22E-08
2:Ins:R:3	4.94E-05	5.04E-05	2.53E-05
2:Ins:R:4	4.11E-04	2.23E-04	2.58E-04
2:Ins:R:5	2.19E-03	7.55E-04	1.04E-03
3:Ins:R:0	6.13E-05	4.33E-05	2.13E-05
3:Ins:R:1	1.27E-04	7.92E-05	3.86E-05
3:Ins:R:2	2.06E-08	9.02E-09	8.77E-09
3:Ins:R:3	4.83E-08	3.92E-05	4.76E-08
3:Ins:R:4	5.08E-05	3.44E-05	3.61E-05
3:Ins:R:5	1.44E-04	9.84E-05	1.24E-04
4:Ins:R:0	1.98E-04	1.83E-04	5.91E-08
4:Ins:R:1	2.17E-04	1.84E-04	1.24E-04
4:Ins:R:2	2.52E-05	6.56E-05	2.54E-08
4:Ins:R:3	2.06E-08	9.02E-09	8.77E-09
4:Ins:R:4	7.65E-05	1.21E-04	1.12E-04
4:Ins:R:5	1.27E-04	1.48E-04	1.06E-04
5:Ins:R:0	4.49E-05	1.59E-05	3.05E-05
5:Ins:R:1	8.40E-04	8.02E-04	2.10E-04
5:Ins:R:2	4.49E-05	1.30E-05	1.56E-05
5:Ins:R:3	6.52E-05	3.74E-05	6.22E-06
5:Ins:R:4	3.90E-05	1.42E-07	8.43E-05
5:Ins:R:5	4.39E-05	7.58E-06	4.15E-05
2:Del:M:1	6.19E-04	5.07E-04	1.11E-04
3:Del:M:1	7.60E-04	6.26E-04	3.16E-05
3:Del:M:2	1.93E-04	1.93E-04	1.58E-04
4:Del:M:1	3.91E-04	2.21E-04	2.59E-05
4:Del:M:2	2.38E-04	2.14E-04	9.39E-05
4:Del:M:3	2.93E-04	1.52E-03	2.16E-04
5:Del:M:1	1.89E-02	1.50E-02	1.18E-04
5:Del:M:2	7.74E-03	6.14E-03	1.19E-03
5:Del:M:3	3.09E-03	2.19E-03	3.51E-04
5:Del:M:4	1.18E-03	8.36E-04	0.00E+00
5:Del:M:5	7.66E-04	4.94E-04	1.37E-04
