Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	160	395	0	1114	48	0	446	0	175	11
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	0	56	36	11	12	24	20	19	54	2
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	72	246	0	13	34	61	61	44	44	1
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	207	248	252	451	25	56	202	65	0	0
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	0	62	110	3	1	81	77	40	1	0
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	152	170	50	12	52	61	16	17	10	0
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	9	346	0	15	35	64	38	25	27	0
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	141	450	0	13	24	96	89	5	30	35
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	114	93	0	13	132	30	91	62	53	29
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	0	56	289	27	66	29	11	58	105	70
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	118	348	76	17	25	71	0	42	102	12
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	591	239	0	21	248	117	45	26	145	6
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	0	100	180	20	40	14	60	6	222	2
X0efee3f3.313b.44eb.b3b0.af975a1ded82..Panc.AdenoCA..DO49442	6	128	0	17	32	21	69	51	39	0
X0fbd94b1.bb34.4620.841b.861a0b5e0c12..Panc.AdenoCA..DO49087	22	120	112	21	23	31	67	30	103	5
X0fc63b79.7fff.441d.88fc.922d53c787ab..Panc.AdenoCA..DO51535	29	78	0	6	8	36	102	25	0	19
X1168944c.5451.4a18.8758.88bf5723bdd9..Panc.AdenoCA..DO34680	68	109	0	675	98	10	193	16	0	0
X129459c1.38be.45da.bb87.18848c97c544..Panc.AdenoCA..DO51536	8	207	68	5	54	82	49	29	61	12
X12f038e1.00af.4c64.a2e0.9e63323492ef..Panc.AdenoCA..DO33512	136	212	0	25	18	45	194	11	0	0
X1327bbd4.a466.4e26.905f.cf91315f1cc8..Panc.AdenoCA..DO49422	82	152	0	17	31	33	49	16	0	7
X1447c8cb.25d4.4092.8919.4df08f898d2d..Panc.AdenoCA..DO32984	163	278	0	8	30	82	38	14	17	0
X170ad241.9e24.469b.b7ca.3fd783a89b21..Panc.AdenoCA..DO49430	10	189	348	19	65	30	52	33	9	11
X1776f326.b12f.4355.8107.80fa6fcd2159..Panc.AdenoCA..DO51513	14	60	44	7	25	22	89	47	1	0
X183b04f5.107f.496c.8e9a.8263dd00cffa..Panc.AdenoCA..DO51491	477	567	0	27	60	160	143	41	0	0
X1a0ef226.41a5.4b56.9078.4b7834f0c976..Panc.AdenoCA..DO35376	0	172	147	15	21	15	37	36	0	59
X1a841850.fca0.48ab.8c78.db0bd5a64435..Panc.AdenoCA..DO33344	451	482	0	5	61	88	144	69	0	3
X1ac54c6e.a1e4.4f3b.b4a5.cdb327e0dca6..Panc.AdenoCA..DO34817	41	267	0	6	65	59	20	22	62	0
X1b0fe1d5.b286.4f49.ae92.94d9c6db9657..Panc.AdenoCA..DO35230	183	153	0	14	53	56	26	19	45	31
X1c28e44a.6e6c.44ed.b58a.e3262c0e6759..Panc.AdenoCA..DO51544	31	121	112	9	32	0	83	26	24	17
X1c9fbe26.1447.4335.aaab.06d6bb3e2741..Panc.AdenoCA..DO49078	15	4	113	11	18	44	59	43	14	0
X1e181878.c640.4e91.a620.3fc4b08a4de1..Panc.AdenoCA..DO33008	0	141	79	445	8	3	4	116	69	0
X1f81a1b0.8089.44ef.87b5.b3359a407ad2..Panc.AdenoCA..DO33128	14	21	0	8	9	60	15	43	35	4
X20d1b88b.3ff6.4201.a748.6a993500c652..Panc.AdenoCA..DO32972	0	38	56	5	7	44	34	24	5	4
X2102558b.87b0.447b.bb9a.e4ae9df8b75e..Panc.AdenoCA..DO33032	325	281	0	9	43	86	0	29	71	0
X21b1a37f.e91e.4ce1.83cf.bb89b8d0fb35..Panc.AdenoCA..DO33028	0	122	54	11	22	95	17	40	42	0
X228fb827.c05e.494c.8a21.e1d925e100cb..Panc.AdenoCA..DO51537	106	214	157	0	42	0	50	54	37	0
X230f53ef.be3f.495e.9b95.b0f670bd6908..Panc.AdenoCA..DO51508	1	13	0	2	11	0	7	0	0	20
X241abdfd.e6de.4830.a233.4bbc5f622725..Panc.AdenoCA..DO49138	221	342	0	28	57	74	105	33	0	0
X2564a262.03e8.467b.9ea2.f3ab38d75ae1..Panc.AdenoCA..DO49457	117	499	354	5	53	38	2	19	0	0
X25c32aca.6738.43ef.a103.243f2f9a3b43..Panc.AdenoCA..DO51492	30	84	87	7	25	6	81	13	0	7
X25cf7449.8c5b.403e.aa75.e2af158598e8..Panc.AdenoCA..DO33208	0	59	179	11	18	16	64	36	0	0
X28f41a20.b6d6.4ecc.888f.72f779ad9af7..Panc.AdenoCA..DO49442	2	185	15	24	27	27	28	27	124	53
X29a00d78.b9bb.4c6b.b142.d5b8bfa63455..Panc.AdenoCA..DO35144	7	136	271	8	7	27	42	35	0	0
X2b3837b3.ee29.4a08.848e.1206404da986..Panc.AdenoCA..DO49448	84	152	3	12	11	59	43	26	47	0
X2b6d4d66.7f0b.4bc0.b3d6.171956a937c5..Panc.AdenoCA..DO49166	65	82	0	3	6	46	60	14	8	4
