MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.09E-02	7.70E-04	6.47E-04	3.75E-04	3.64E-03	1.44E-04	3.51E-02	5.73E-02
1:Del:C:1	7.21E-03	1.15E-03	8.22E-04	5.19E-04	1.20E-03	7.41E-04	1.17E-02	2.86E-02
1:Del:C:2	7.47E-04	3.65E-04	9.40E-09	2.68E-05	2.78E-04	1.05E-04	5.95E-04	3.97E-03
1:Del:C:3	1.63E-03	4.17E-04	3.25E-04	4.69E-04	1.10E-03	1.77E-04	2.63E-03	1.31E-02
1:Del:C:4	1.66E-03	3.82E-07	4.56E-08	9.11E-09	3.88E-06	6.98E-08	9.48E-03	5.09E-03
1:Del:C:5	0.00E+00	1.73E-03	6.08E-04	8.43E-04	4.04E-04	0.00E+00	4.16E-03	3.95E-04
1:Del:T:0	3.69E-03	1.92E-03	5.34E-04	5.30E-04	4.66E-03	0.00E+00	1.23E-02	1.51E-02
1:Del:T:1	4.18E-03	0.00E+00	3.38E-04	6.83E-04	4.47E-04	4.00E-05	1.28E-03	3.65E-02
1:Del:T:2	6.51E-03	1.44E-03	1.03E-03	9.27E-04	0.00E+00	1.73E-04	7.67E-03	2.53E-02
1:Del:T:3	5.51E-03	2.28E-03	3.13E-46	5.25E-04	0.00E+00	7.07E-04	1.68E-02	1.27E-02
1:Del:T:4	5.85E-03	6.37E-03	3.86E-04	1.52E-03	0.00E+00	0.00E+00	4.35E-02	1.21E-02
1:Del:T:5	1.55E-07	1.67E-02	1.29E-07	3.12E-08	3.93E-07	7.45E-07	1.01E-01	1.32E-03
1:Ins:C:0	5.84E-05	3.97E-04	2.31E-08	6.24E-05	5.99E-04	2.09E-04	4.76E-04	3.71E-04
1:Ins:C:1	1.95E-04	2.59E-04	5.32E-05	2.41E-05	5.32E-04	0.00E+00	6.17E-04	6.65E-04
1:Ins:C:2	3.28E-04	6.16E-05	4.02E-08	5.98E-07	3.41E-04	3.85E-08	4.32E-04	1.16E-03
1:Ins:C:3	1.19E-07	2.46E-08	1.71E-05	1.87E-04	1.23E-04	2.51E-06	1.41E-08	1.97E-04
1:Ins:C:4	1.23E-04	4.89E-04	4.18E-04	2.35E-04	2.44E-04	7.68E-05	9.91E-04	4.66E-04
1:Ins:C:5	1.18E-08	1.53E-03	7.70E-03	2.87E-03	1.32E-03	2.99E-03	9.95E-02	7.07E-02
1:Ins:T:0	4.94E-03	3.13E-04	2.41E-08	3.37E-04	5.72E-04	1.19E-05	1.42E-02	8.81E-03
1:Ins:T:1	1.77E-03	1.96E-07	9.38E-04	1.44E-04	1.19E-03	1.19E-04	1.46E-03	3.61E-03
1:Ins:T:2	4.04E-04	6.68E-05	0.00E+00	2.24E-04	3.61E-04	1.72E-04	6.36E-04	1.85E-03
1:Ins:T:3	3.73E-04	2.96E-04	2.62E-04	4.94E-04	4.82E-04	2.70E-04	7.80E-04	3.59E-03
1:Ins:T:4	2.89E-04	6.98E-04	3.05E-04	7.16E-04	2.49E-04	0.00E+00	1.71E-03	6.25E-03
1:Ins:T:5	1.73E-03	3.40E-07	8.06E-08	5.65E-03	3.41E-03	8.11E-07	7.39E-03	5.17E-03
2:Del:R:0	1.12E-03	1.67E-03	0.00E+00	3.68E-06	8.51E-04	1.66E-05	2.32E-03	2.43E-03
2:Del:R:1	5.00E-04	7.49E-04	2.78E-04	1.30E-04	1.08E-03	3.47E-04	2.73E-03	3.80E-03
2:Del:R:2	1.19E-03	4.42E-04	3.88E-04	1.25E-04	0.00E+00	2.48E-04	3.43E-04	8.55E-04
2:Del:R:3	6.41E-05	3.91E-04	2.01E-08	4.54E-08	5.08E-09	1.08E-04	1.93E-04	2.48E-04
2:Del:R:4	1.98E-08	5.69E-04	6.97E-08	5.82E-08	8.86E-09	7.17E-05	1.49E-04	2.14E-07
2:Del:R:5	2.04E-08	1.46E-04	6.55E-08	1.34E-07	1.02E-07	4.36E-08	2.70E-04	1.38E-04
3:Del:R:0	3.98E-04	3.73E-04	1.59E-04	1.41E-04	1.35E-03	0.00E+00	1.48E-03	3.74E-04
3:Del:R:1	6.56E-04	6.54E-04	2.80E-04	6.95E-04	2.41E-04	1.79E-04	6.83E-03	5.11E-03
3:Del:R:2	3.75E-04	3.17E-04	1.13E-04	1.13E-08	1.05E-04	0.00E+00	3.10E-03	9.54E-04
3:Del:R:3	3.96E-05	5.15E-09	1.32E-08	2.40E-04	3.28E-04	3.08E-04	1.22E-03	1.28E-03
3:Del:R:4	2.69E-08	1.31E-08	5.15E-09	7.15E-09	6.22E-09	9.39E-09	7.22E-08	7.42E-08
3:Del:R:5	2.69E-08	1.31E-08	5.15E-09	7.15E-09	6.22E-09	9.39E-09	7.22E-08	7.42E-08
4:Del:R:0	2.16E-04	4.34E-05	2.54E-08	1.56E-04	1.43E-03	1.34E-04	2.57E-03	1.92E-03
4:Del:R:1	6.04E-04	4.40E-04	9.35E-05	4.40E-04	2.54E-04	3.16E-04	2.81E-03	1.91E-03
4:Del:R:2	4.43E-04	5.34E-04	1.14E-04	2.18E-04	0.00E+00	2.16E-08	0.00E+00	1.19E-04
4:Del:R:3	6.16E-05	3.91E-08	4.39E-08	6.94E-05	3.21E-08	5.68E-08	7.58E-08	2.69E-04
4:Del:R:4	2.69E-08	1.31E-08	5.15E-09	7.15E-09	6.22E-09	9.39E-09	7.22E-08	7.42E-08
4:Del:R:5	1.67E-08	2.06E-05	5.76E-08	6.26E-05	1.16E-04	6.57E-08	1.86E-05	7.00E-08
5:Del:R:0	1.13E-03	3.45E-03	2.11E-08	2.36E-04	9.37E-03	4.56E-08	3.31E-02	1.43E-02
5:Del:R:1	9.63E-06	6.07E-04	1.18E-08	4.19E-05	1.46E-04	9.07E-05	1.58E-03	1.35E-04
5:Del:R:2	1.70E-07	2.16E-07	5.25E-03	1.87E-46	7.80E-08	3.67E-08	8.63E-03	2.15E-07
5:Del:R:3	3.48E-08	4.76E-08	4.59E-08	6.43E-08	8.52E-05	5.61E-08	4.44E-05	2.47E-07
5:Del:R:4	3.69E-08	5.09E-08	5.93E-08	7.19E-08	1.77E-07	6.83E-05	5.42E-08	9.86E-05
5:Del:R:5	1.55E-07	1.55E-04	5.24E-08	4.12E-08	2.79E-08	5.87E-08	1.48E-07	9.12E-08
