Kest,mean,lowCI.5.,highCI.95.,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,rmse_Lambda_filter,rmse_Counts_filter,epsilon,Kused,a,alpha,overdispersion
6,NA,NA,NA,1,1,0.002353592328626336,0.003990529608131527,0.0031720609683789317,2.502128576856463,24.51466237279132,13.508395474823892,0.9853317857944796,1.4498580884959458,2.350723810546626,1.449714935276359,2.3510169234597758,0.001,20,2,1,0
17,NA,NA,NA,1,0.7058823529411765,0.019077402751104446,0.0076320302916682735,0.01335471652138636,22.099241584032903,68.58892119651496,45.34408139027393,NA,1.47222536950307,2.12171289790061,1.4879137448893454,2.1437848436365674,0.001,20,0.1,2,0
15,NA,NA,NA,1,0.8,0.015752214055617244,0.009439193525846726,0.012595703790731985,21.7840187613939,108.47614599999886,65.13008238069638,NA,1.5797000944529052,2.2914673191368666,1.5911105857558228,2.3096156303174262,0.001,20,0.1,2,0
16,NA,NA,NA,1,0.6875,0.01655596882736079,0.006244630232415415,0.011400299529888101,25.594412293570347,58.260940800375586,41.92767654697297,NA,1.6698682465166614,2.335942355202787,1.6922711025630426,2.3630107542775414,0.001,20,0.1,2,0
15,NA,NA,NA,1,0.6666666666666666,0.017802484336353796,0.008074416973629258,0.012938450654991527,24.610955598522185,97.48997944259243,61.050467520557305,NA,1.6538065122140464,2.258989918975814,1.7272323298315353,2.3237812045022,0.001,20,0.1,2,0
17,NA,NA,NA,1,0.7647058823529411,0.019455429747441386,0.006568696905451338,0.013012063326446362,28.07377340691118,87.13206503646697,57.60291922168908,NA,1.6026047808725492,2.308807985515993,1.6205249606996053,2.3343121538618643,0.001,20,0.1,2,0
6,NA,NA,NA,1,1,0.00250180727650945,0.0059346929082357315,0.00421825009237259,1.7554179648387915,22.32956836476333,12.04249316480106,0.9955848153324808,1.1460258374986327,2.099552158650507,1.1458832117221296,2.1001119890522775,0.001,20,0.5,2,0
6,NA,NA,NA,1,1,0.0025775386446708955,0.006310939058995187,0.004444238851833041,6.363606096275785,28.888867400731744,17.626236748503764,0.9963677421602795,1.4018687300517476,2.27757334869054,1.4017653059560033,2.2777753274558896,0.001,20,0.5,2,0
7,NA,NA,NA,1,0.8571428571428571,0.00521028410580526,0.005549904361954081,0.005380094233879671,0.11290653424695866,25.053677669073515,12.583292101660238,NA,1.4302822001178488,2.3286482410775182,1.4299750938892553,2.3292397775348213,0.001,20,0.5,2,0
8,NA,NA,NA,1,0.875,0.016322302592845627,0.006662745121336689,0.011492523857091158,24.828081891435613,52.31472262797129,38.571402259703454,NA,1.480923588421111,2.2873855248335575,1.4939403018369823,2.297344116823286,0.001,20,0.5,2,0
6,NA,NA,NA,1,1,0.0021704638691799174,0.005225305501182244,0.0036978846851810805,2.7992561051131903,25.245750385057953,14.022503245085572,0.9938359131531654,1.3296645469876003,2.2686421662835814,1.3294100149191304,2.2688987379058485,0.001,20,0.5,2,0
6,NA,NA,NA,1,1,0.002070559703798784,0.005922181004240742,0.003996370354019763,1.5760397964375312,22.995889123540497,12.285964459989014,0.9939067640900237,1.1955050202433706,2.1359187568597315,1.1953144348310298,2.1364762880653823,0.001,20,1,2,0
6,NA,NA,NA,1,1,0.002222608482215862,0.005774216121203962,0.003998412301709912,6.683755434018641,28.167470119391428,17.425612776705034,0.9954872079499053,1.4206211789446939,2.305606022525685,1.4203097249574004,2.305618827307504,0.001,20,1,2,0
7,NA,NA,NA,1,0.8571428571428571,0.005135726897078337,0.005240288173496092,0.005188007535287214,0.4007867161625365,24.607814825576007,12.504300770869271,NA,1.4925589494232416,2.356578789847069,1.4919806741648978,2.356909670286151,0.001,20,1,2,0
6,NA,NA,NA,1,1,0.0020069244308947316,0.005178387009386741,0.0035926557201407363,6.370841402875259,25.24857734775663,15.809709375315943,0.994544883175968,1.4432311941974316,2.269955977094966,1.4429708456929464,2.2699859142162855,0.001,20,1,2,0
6,NA,NA,NA,1,1,0.002270831332566396,0.005244990861864659,0.0037579110972155274,4.872374937218161,26.184744533697128,15.528559735457645,0.991445556143584,1.3960208487395913,2.299888471607071,1.3956420172120252,2.300272885672181,0.001,20,1,2,0
6,NA,NA,NA,1,1,0.0021499115191952753,0.005463784894887245,0.0038068482070412603,1.5314765247583493,22.336898174946125,11.934187349852238,0.991194553041648,1.3265625938580288,2.227962301621733,1.3261542352909674,2.2284680017008003,0.001,20,2,2,0
6,NA,NA,NA,1,1,0.0020897730313525916,0.0055423262612631545,0.003816049646307873,7.744535004469,28.94798003498905,18.346257519729026,0.993066501883358,1.500673687519864,2.389363441920993,1.5002312507768216,2.3893781684029345,0.001,20,2,2,0
6,NA,NA,NA,1,1,0.0022447973453184546,0.004733472089286917,0.0034891347173026856,0.5188375632917072,24.90764836465216,12.713242963971934,0.9907234444888738,1.6345875285048446,2.4374856575848143,1.6343855010433423,2.4377723675985203,0.001,20,2,2,0
6,NA,NA,NA,1,1,0.0019083187544648526,0.005002001080623519,0.0034551599175441858,6.841588499099053,25.973299771957404,16.40744413552823,0.9914450070283021,1.5382293940215928,2.357414338422143,1.5377661956507147,2.3574893793355303,0.001,20,2,2,0
6,NA,NA,NA,1,1,0.002303593320320997,0.005143679797634595,0.003723636558977796,4.7339971225288355,27.040629885493956,15.887313504011395,0.9877373229362695,1.5694743265760385,2.4172181500118413,1.5694773795376586,2.4174974236376277,0.001,20,2,2,0
