Kest,mean,lowCI.5.,highCI.95.,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,rmse_Lambda_filter,rmse_Counts_filter,epsilon,Kused,a,alpha,overdispersion
20,NA,NA,NA,0.3333333333333333,0.1,0.04777186883932527,0.027918483580597033,0.037845176209961154,22.604653460201053,75.25269970379532,48.92867658199818,NA,4.928738544630261,2.8588769759468913,4.92693255516242,2.868658372457003,0.001,20,0.1,0.01,0.15
20,NA,NA,NA,0.16666666666666666,0.05,0.04521003265235126,0.033605980588621256,0.039408006620486255,32.544220079847584,107.87934894188291,70.21178451086524,NA,6.089102001763756,3.2113146265406742,6.082070347200698,3.2359395368671846,0.001,20,0.1,0.01,0.15
20,NA,NA,NA,0.3333333333333333,0.15,0.04676382598612318,0.02097147937064754,0.03386765267838536,31.277175936473085,98.9606750906882,65.11892551358065,NA,8.507488083188434,3.508666478483083,8.495952883063929,3.5267625076342557,0.001,20,0.1,0.01,0.15
20,NA,NA,NA,0.5,0.15,0.05021017474029187,0.02079388827481086,0.035502031507551365,27.594784440207423,97.23110058578852,62.41294251299797,NA,6.781386409515047,3.2869475950062457,6.7834387538076655,3.2990747000980067,0.001,20,0.1,0.01,0.15
20,NA,NA,NA,0.5,0.15,0.04542656111102196,0.01858803517100567,0.032007298141013815,29.001005983517082,122.61838013261593,75.8096930580665,NA,9.237385472859051,3.092562058784255,9.236013146602787,3.1067252329053745,0.001,20,0.1,0.01,0.15
19,NA,NA,NA,0.3333333333333333,0.10526315789473684,0.047193117518340884,0.027703799101883968,0.037448458310112426,21.70973087740328,71.2531124656065,46.48142167150489,NA,4.7130666106748205,2.9135281686857684,4.72058448564123,2.936337435190971,0.001,20,0.5,0.01,0.15
19,NA,NA,NA,0,0,0.05710128692883119,0.04246803646605921,0.0497846616974452,29.36517073257146,96.0973106104621,62.73124067151678,NA,6.4078245679788735,3.0750196322863017,6.409258235556106,3.080384532561141,0.001,20,0.5,0.01,0.15
19,NA,NA,NA,0,0,0.05605738182467316,0.044997443544625364,0.05052741268464926,28.00646421323762,91.74482276594115,59.875643489589386,NA,8.964528973378412,3.314460326658568,8.97725904194411,3.3825219586592374,0.001,20,0.5,0.01,0.15
20,NA,NA,NA,0,0,0.05430596239641774,0.05049354161761739,0.05239975200701756,29.890902093167174,98.12733821120403,64.0091201521856,NA,6.888938017989906,2.9115650585155075,6.8879384292214825,2.9365968503551327,0.001,20,0.5,0.01,0.15
18,NA,NA,NA,0,0,0.04698995051040715,0.05714018285911818,0.05206506668476266,38.840080005020326,128.24443309861653,83.54225655181843,NA,9.14563765467726,3.3199521387125506,9.147481012623874,3.343659880924761,0.001,20,0.5,0.01,0.15
15,NA,NA,NA,0,0,0.045247516832923766,0.04758997285777789,0.04641874484535083,26.311647103530905,81.46671166447301,53.889179384001956,NA,4.84224272477462,3.215184915492245,4.84170628867023,3.219482662555327,0.001,20,1,0.01,0.15
19,NA,NA,NA,0.3333333333333333,0.10526315789473684,0.05362214873319307,0.029138559431565257,0.04138035408237917,30.137312441981983,82.69481987121125,56.416066156596614,NA,5.3969016563537195,4.933277436665656,5.399127725532724,4.970472657073823,0.001,20,1,0.01,0.15
16,NA,NA,NA,0.16666666666666666,0.0625,0.050586297539093675,0.03717485580380127,0.04388057667144747,29.39825688626318,84.92349068016253,57.16087378321286,NA,8.675052058567582,4.046602261127439,8.680548644457552,4.069874397030477,0.001,20,1,0.01,0.15
15,NA,NA,NA,0,0,0.050515436138615,0.05253739141202249,0.05152641377531875,34.21073861745269,98.94306203414213,66.57690032579741,NA,7.063975290916339,3.7382685224839003,7.0640527692148,3.745165309728791,0.001,20,1,0.01,0.15
14,NA,NA,NA,0.16666666666666666,0.07142857142857142,0.05218605241131551,0.03731040049972044,0.04474822645551797,36.74803932294886,99.05231422132297,67.90017677213592,NA,8.769357964419784,4.40400811441254,8.75007451326331,4.432365164019947,0.001,20,1,0.01,0.15
10,NA,NA,NA,0.16666666666666666,0.1,0.04482069409301689,0.02979364697771059,0.03730717053536374,32.66955665518187,61.49599936154864,47.08277800836525,NA,4.584542862385755,4.3698104772480715,4.596621928794695,4.400116471169825,0.001,20,2,0.01,0.15
12,NA,NA,NA,0.3333333333333333,0.16666666666666666,0.05311426101253007,0.02579434317159906,0.03945430209206456,42.75755345592136,74.10292964167985,58.43024154880061,NA,5.335002166986101,4.891480842097028,5.389809625147164,5.012510815225857,0.001,20,2,0.01,0.15
12,NA,NA,NA,0.16666666666666666,0.08333333333333333,0.04538922521316776,0.028712339326573084,0.03705078226987042,29.687772023882136,72.35504728936252,51.021409656622325,NA,7.9263069680223355,5.3055142025801985,7.958848054107383,5.378671749338555,0.001,20,2,0.01,0.15
12,NA,NA,NA,0.3333333333333333,0.16666666666666666,0.036750449824091785,0.01865817706659988,0.02770431344534583,38.80044695491056,76.52524642173647,57.66284668832351,NA,5.465035426508444,5.605948244821101,5.485426848663868,5.652312185345103,0.001,20,2,0.01,0.15
13,NA,NA,NA,0.16666666666666666,0.07692307692307693,0.05031128779151522,0.03646034069750832,0.04338581424451177,32.11439647468253,100.38961140921415,66.25200394194835,NA,7.818790213385489,5.335022187008329,7.819082923222261,5.33678501661029,0.001,20,2,0.01,0.15
20,NA,NA,NA,0.8333333333333334,0.5,0.034416352356438265,0.012962654686122382,0.023689503521280325,15.745742863851317,97.82758005916678,56.78666146150905,NA,4.910633494895082,2.7042077395935307,4.913560090355799,2.7234947409199437,0.001,20,0.1,0.1,0.15
20,NA,NA,NA,1,0.5,0.03850806352425615,0.012317767176490003,0.025412915350373076,22.222155006596136,100.21725880448741,61.21970690554178,NA,6.114603219153752,3.1309504759150277,6.119246636896442,3.1489079948299277,0.001,20,0.1,0.1,0.15
20,NA,NA,NA,0.8333333333333334,0.45,0.03784048998585017,0.008698626536729826,0.02326955826129,28.65582541303272,122.29416862608727,75.47499701955999,NA,8.917103143500674,3.6342606316840698,8.922229213903178,3.6637874568069653,0.001,20,0.1,0.1,0.15
20,NA,NA,NA,0.8333333333333334,0.45,0.03674936430605568,0.013190961118663871,0.024970162712359776,26.08291212567341,112.6172647244112,69.3500884250423,NA,6.743135176221655,3.1821609072201325,6.742822748622395,3.202487164937799,0.001,20,0.1,0.1,0.15
20,NA,NA,NA,0.8333333333333334,0.4,0.03988699382678072,0.006291144272714724,0.023089069049747724,32.30777396677247,109.53657828851239,70.92217612764243,NA,8.75461044910155,3.388076371988049,8.74715994718038,3.4084071145712285,0.001,20,0.1,0.1,0.15
12,NA,NA,NA,0.8333333333333334,0.4166666666666667,0.03299872252699698,0.011981312837252641,0.022490017682124813,11.653487804199221,48.67637605066423,30.164931927431727,NA,4.3443057112844805,3.5832894350457614,4.345672474164227,3.59178425116538,0.001,20,0.5,0.1,0.15
16,NA,NA,NA,0.5,0.1875,0.03275607699995072,0.015251762572854738,0.02400391978640273,25.125616271783198,81.39534045721926,53.26047836450123,NA,5.182546158828898,4.376442565846697,5.179369904074841,4.411490723823462,0.001,20,0.5,0.1,0.15
14,NA,NA,NA,0.16666666666666666,0.07142857142857142,0.04006725784103953,0.03239029695678804,0.03622877739891378,39.935382751177094,90.33798724743127,65.13668499930418,NA,8.904096376331147,3.4195089837402355,8.903542854912528,3.433324181274314,0.001,20,0.5,0.1,0.15
15,NA,NA,NA,0.5,0.2,0.04180469279633275,0.011866120152429884,0.026835406474381315,30.4643692031276,76.29975964084622,53.38206442198691,NA,6.246987457025097,3.9261576145025745,6.245106217022386,3.9399072344323147,0.001,20,0.5,0.1,0.15
15,NA,NA,NA,0.8333333333333334,0.3333333333333333,0.03800786449340229,0.017220885103580538,0.027614374798491412,14.726251502254769,77.1652965099329,45.945774006093835,NA,8.636540009469496,3.6734702229202036,8.636388804274764,3.720122901601374,0.001,20,0.5,0.1,0.15
10,NA,NA,NA,1,0.6,0.039259350165671655,0.012034468515618766,0.02564690934064521,13.058631281025612,42.75810566250272,27.908368471764167,NA,4.0100701279963245,3.8000781287787726,4.0104515697614,3.8122071132164668,0.001,20,1,0.1,0.15
11,NA,NA,NA,0.5,0.2727272727272727,0.038065315114640015,0.019788784424100352,0.028927049769370182,30.65837994139433,72.00944666271792,51.333913302056125,NA,5.760799246962649,3.999373652488318,5.7677408008140265,4.039715539783191,0.001,20,1,0.1,0.15
13,NA,NA,NA,0.5,0.23076923076923078,0.03908370587791148,0.00980459406814541,0.024444149973028448,36.589882309444654,65.69222078953771,51.14105154949118,NA,7.116333167938439,5.01640387759953,6.836974871764479,5.247023241945586,0.001,20,1,0.1,0.15
