Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	138	0	77	99	0	84	0	19	44	1	41	10	36	11	8
V2	18	0	150	146	0	0	0	0	40	4	0	0	0	0	15
V3	27	2	57	30	9	0	104	16	83	6	0	0	0	0	15
V4	70	15	0	0	8	39	59	4	33	3	18	4	19	13	5
V5	14	94	69	55	67	0	0	18	0	30	1	0	8	0	5
V6	2	8	2	22	16	38	0	3	7	0	0	0	7	0	0
V7	23	212	131	128	50	22	3	2	13	27	0	0	2	0	22
V8	106	0	4	0	11	11	0	0	0	3	3	0	0	17	4
V9	5	4	13	26	4	2	1	12	0	3	0	0	0	0	2
V10	0	189	0	0	41	9	0	4	12	5	2	0	22	5	0
V11	7	54	0	1	108	40	12	8	26	57	27	0	0	17	0
V12	24	1	7	20	1	0	58	6	20	0	3	0	0	0	2
V13	1	12	29	14	2	11	11	7	0	0	0	0	0	0	6
V14	80	290	3	0	0	2	26	10	0	0	0	21	28	24	4
V15	6	8	22	25	0	16	10	18	0	3	4	0	14	0	0
V16	121	56	31	9	1	0	5	15	79	0	9	0	0	0	15
V17	0	14	32	10	7	27	11	5	9	0	6	0	0	0	8
V18	0	43	32	5	9	30	16	2	0	7	2	1	5	0	8
V19	9	133	6	1	0	39	0	0	0	0	13	0	40	16	0
V20	191	0	26	25	2	0	100	0	22	0	0	13	29	26	25
V21	5	0	16	21	0	203	0	178	0	6	67	20	12	36	0
V22	55	0	18	23	9	39	0	53	0	4	22	67	11	0	0
V23	25	17	45	49	0	19	0	12	0	0	4	0	23	2	0
V24	38	0	70	128	78	0	11	0	7	42	0	5	0	0	0
V25	6	72	44	60	0	78	0	34	0	0	27	4	13	0	0
V26	9	0	1	0	13	0	25	0	7	26	0	4	7	0	0
V27	19	47	26	23	14	28	0	22	0	8	4	0	0	0	0
V28	33	0	39	55	0	5	0	0	0	3	14	0	0	0	6
V29	7	201	0	0	0	16	0	0	1	2	0	4	1	10	0
V30	53	27	18	3	8	0	150	50	111	0	0	7	10	0	20
V31	48	63	9	15	1	0	34	5	0	0	0	4	0	0	0
V32	61	38	41	6	14	19	0	0	20	19	21	0	1	0	10
V33	34	105	0	0	0	21	114	31	44	0	0	20	3	0	0
V34	31	71	14	52	9	0	85	26	29	0	8	24	0	1	0
V35	0	10	4	0	47	17	0	28	0	13	21	18	0	0	0
V36	40	38	25	28	1	39	0	21	48	0	15	22	8	0	1
V37	2	0	37	62	15	53	0	19	0	13	6	13	0	0	0
V38	177	23	0	0	6	6	16	16	0	3	9	0	5	0	0
V39	17	29	8	0	2	32	16	17	0	0	37	0	0	0	0
V40	89	42	3	0	23	20	0	19	0	33	0	13	2	7	0
V41	54	4	2	0	7	42	1	33	9	0	2	0	0	0	0
V42	3	25	2	22	39	0	0	6	0	30	0	0	0	3	0
V43	64	0	16	8	9	0	5	0	0	6	1	0	0	8	4
V44	34	36	4	0	0	0	16	0	0	0	0	19	0	12	5
V45	7	2	0	1	20	0	91	12	113	16	24	0	0	0	0
V46	122	137	0	2	10	94	0	42	0	0	28	0	28	17	2
V47	17	0	3	38	0	0	12	0	0	0	6	7	0	0	0
V48	31	44	12	44	19	61	0	3	0	19	16	0	2	26	9
V49	23	3	5	2	0	0	46	6	19	0	4	3	11	26	3
V50	19	208	19	17	0	0	3	5	3	0	0	3	36	0	5
V51	0	0	13	24	15	31	0	20	0	5	17	3	10	1	5
V52	5	34	54	47	19	0	1	0	0	16	0	10	0	0	1
V53	1	5	44	48	10	31	71	19	1	2	16	23	0	0	0
V54	55	34	61	79	0	84	0	47	0	3	21	0	27	0	0
V55	104	48	56	68	0	0	0	0	0	24	0	0	0	28	12
V56	19	0	8	9	3	0	25	3	11	0	0	6	0	0	3
V57	48	105	0	0	336	0	88	0	73	129	0	3	0	0	2
V58	70	53	44	48	0	0	1	23	0	0	28	0	10	0	23
V59	76	3	5	0	17	12	0	0	13	1	0	7	0	9	1
V60	2	17	30	88	67	28	78	12	83	31	0	17	41	0	0
V61	4	0	8	9	28	26	1	25	0	20	0	17	0	0	10
V62	139	9	2	2	198	0	19	0	0	50	0	18	0	0	6
V63	84	0	72	78	44	11	0	3	0	10	5	0	0	0	7
V64	0	2	3	0	16	6	2	0	2	14	2	21	0	0	3
V65	21	0	17	1	23	69	3	1	15	10	29	5	30	0	4
V66	22	7	7	4	58	0	0	0	9	34	0	13	0	0	0
V67	6	8	7	9	43	0	3	0	4	33	0	0	0	0	7
V68	76	2	127	167	0	0	4	2	0	0	0	0	0	15	0
V69	212	1	10	6	37	0	0	2	3	5	0	0	0	0	6
V70	1	0	66	20	0	0	2	0	0	0	0	0	0	8	28
V71	11	0	0	0	32	0	12	0	0	2	0	6	0	0	0
V72	86	12	0	7	50	5	59	0	34	7	0	5	0	0	0
V73	11	256	17	11	0	44	35	38	18	0	0	13	0	19	0
V74	31	21	79	85	1	0	142	9	0	3	1	0	0	0	0
V75	130	17	8	0	41	33	44	0	6	11	0	4	8	20	5
V76	0	7	52	38	20	0	1	0	0	7	0	15	0	0	0
V77	15	0	6	25	310	169	0	119	0	115	95	36	0	0	0
V78	0	46	227	187	8	0	90	0	32	0	0	0	0	43	9
V79	0	0	40	33	0	54	5	13	5	1	32	11	12	0	4
V80	30	0	1	0	11	11	6	0	0	7	12	14	4	8	0
V81	7	29	2	6	43	4	133	0	54	18	0	63	0	0	0
V82	111	15	18	0	3	0	5	0	0	6	0	8	0	15	5
V83	8	0	1	15	0	45	13	41	36	0	12	17	9	0	0
V84	0	4	19	10	0	0	0	0	1	8	1	0	0	0	0
V85	4	3	75	34	10	45	0	19	1	6	10	3	0	0	14
V86	118	89	0	0	16	5	0	25	0	3	10	0	6	7	1
V87	39	0	228	173	3	44	6	43	0	5	1	1	0	0	0
V88	0	54	15	12	88	5	20	11	7	34	0	0	4	0	0
V89	5	47	0	0	36	0	98	0	0	11	7	2	0	12	0
V90	29	36	34	45	1	35	45	0	15	0	3	0	0	0	0
V91	6	0	16	21	155	142	0	81	3	66	72	66	76	0	0
V92	69	0	33	41	13	21	45	20	19	0	29	19	5	0	11
V93	35	0	25	39	69	7	0	15	18	11	10	21	0	0	20
V94	0	0	177	83	51	86	0	69	0	20	22	0	41	0	10
V95	128	25	96	94	0	87	0	44	4	8	7	19	0	7	28
V96	24	31	32	5	2	44	0	64	0	11	37	19	44	18	0
V97	47	0	0	0	0	43	0	46	2	0	69	22	62	12	0
V98	196	38	44	22	12	10	43	42	9	17	0	29	10	0	0
V99	0	59	0	0	0	86	0	56	0	1	86	0	7	0	0
V100	13	74	0	0	20	26	277	0	0	0	47	16	0	0	0
