Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	5	1	3	2	0	6	2	0	1	0	7	0	0
V2	34	16	110	1	10	47	10	23	27	0	0	45	36
V3	141	0	27	6	0	34	16	2	0	4	0	0	22
V4	1	29	5	10	1	2	1	11	0	0	0	55	0
V5	2	47	19	31	153	0	0	35	6	43	65	0	0
V6	0	7	89	8	6	6	109	0	5	23	0	0	73
V7	5	1	0	160	0	0	0	0	63	0	115	0	0
V8	99	9	32	5	2	27	38	3	5	0	5	0	0
V9	27	0	0	46	25	30	46	7	8	72	27	8	45
V10	17	0	141	94	0	12	9	1	30	0	78	0	0
V11	81	0	54	42	47	3	10	21	31	0	0	2	3
V12	309	16	51	42	3	0	0	1	36	43	0	0	15
V13	37	90	23	10	10	8	22	21	3	0	0	58	16
V14	250	20	19	1	0	9	12	2	0	0	1	0	2
V15	0	2	0	42	4	6	33	16	18	13	7	0	5
V16	20	0	209	0	99	79	138	57	41	0	0	31	0
V17	35	228	68	5	13	18	14	45	0	0	20	7	0
V18	14	1270	39	15	0	23	72	11	11	0	6	11	0
V19	2	10	0	32	5	34	48	15	3	21	19	6	3
V20	5	27	12	72	2	0	99	0	0	0	61	0	28
V21	29	66	8	4	0	0	19	5	2	8	1	0	0
V22	24	24	1	0	18	72	19	41	0	0	13	0	34
V23	0	65	25	42	24	127	45	47	71	88	0	0	29
V24	126	3	0	0	20	0	5	11	0	0	0	8	12
V25	25	23	0	18	0	0	8	0	19	7	7	4	0
V26	67	49	0	4	8	79	3	12	0	0	0	0	37
V27	5	16	10	2	29	68	59	121	0	0	0	0	0
V28	16	1	26	0	5	0	1	27	0	0	4	0	0
V29	8	35	0	44	99	3	0	85	0	12	0	33	0
V30	61	39	29	4	30	0	0	24	9	0	0	14	5
V31	176	20	0	5	67	17	0	64	0	1	19	34	46
V32	27	46	60	13	95	24	36	97	20	0	7	0	0
V33	13	95	0	1	28	4	4	64	0	20	10	24	0
V34	30	0	65	6	2	39	8	18	0	11	6	32	4
V35	50	28	0	114	90	0	0	170	282	40	102	0	0
V36	2	9	50	17	8	9	1	5	0	0	4	0	6
V37	75	0	77	4	4	12	58	33	0	1	0	26	28
V38	212	27	50	3	53	4	9	12	17	16	11	0	0
V39	160	0	82	60	0	183	70	0	1	58	17	0	50
V40	43	27	3	6	56	8	1	33	0	2	13	95	2
V41	15	7	117	1	0	62	37	0	0	15	9	0	0
V42	33	3	11	106	18	0	0	18	37	48	36	21	0
V43	48	95	24	57	0	74	8	0	26	18	20	0	19
V44	44	149	1	1	5	12	19	0	17	15	0	0	14
V45	16	8	139	36	15	97	164	1	56	7	0	0	0
V46	1	36	2	55	0	14	6	4	4	21	21	0	0
V47	8	3	27	118	6	41	18	23	36	12	39	0	0
V48	15	0	66	37	85	0	0	24	0	21	0	163	0
V49	0	11	1	0	2	1	0	4	0	0	0	17	0
V50	38	0	89	11	45	0	0	49	3	35	26	54	0
V51	40	10	0	37	1	7	0	5	18	22	0	0	35
V52	3	4	21	39	23	34	43	7	6	11	5	9	58
V53	8	31	162	40	0	16	5	0	37	45	12	4	0
V54	7	19	17	34	0	94	5	0	48	23	0	0	0
V55	21	29	0	21	112	24	0	155	0	11	0	72	19
V56	220	30	0	31	249	230	135	6	0	0	33	13	156
V57	26	7	29	0	49	150	129	0	6	7	0	0	81
V58	1	0	7	13	25	16	4	56	0	52	1	20	0
V59	48	123	11	16	1	2	6	1	13	14	2	0	0
V60	152	71	16	47	79	0	0	1	21	15	10	0	0
V61	63	19	0	88	37	0	0	47	1	26	5	7	0
