Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V62	51	8	0	24	68	7	68	54	0	0	0	4	0
V63	94	29	0	44	0	0	1	0	13	6	16	0	0
V64	54	100	90	23	2	16	8	4	59	4	68	0	6
V65	23	241	34	0	95	3	17	25	2	0	7	0	27
V66	0	163	2	48	0	103	19	0	7	111	47	0	28
V67	26	2	11	1	0	12	1	0	4	0	0	0	0
V68	3	118	0	0	0	3	6	0	1	2	0	0	0
V69	2	4	12	2	1	9	3	11	0	0	6	10	0
V70	35	2	34	0	0	37	76	0	7	6	0	0	9
V71	0	2	99	125	0	0	0	0	22	12	0	0	0
V72	7	9	0	54	19	4	0	13	9	25	17	3	0
V73	19	0	45	0	5	15	42	7	15	0	2	0	0
V74	20	24	182	22	17	1	0	23	0	13	12	20	22
V75	1	35	4	6	1	2	8	2	13	11	0	15	0
V76	129	63	17	9	0	317	230	0	0	0	0	0	0
V77	64	3	16	18	0	8	1	0	14	8	0	0	2
V78	39	0	69	65	9	0	0	7	28	41	58	29	8
V79	3	11	442	103	29	0	0	15	21	5	0	47	8
V80	21	16	15	4	0	19	48	0	0	3	0	0	21
V81	0	105	0	27	48	2	0	43	8	18	2	0	16
V82	65	108	0	0	3	1	0	0	1	0	0	0	0
V83	33	8	30	0	0	23	2	0	1	2	0	0	0
V84	16	10	55	9	8	2	0	28	17	0	9	0	5
V85	0	0	31	0	9	32	11	10	4	0	0	0	9
V86	329	58	46	4	0	5	1	1	0	0	4	14	0
V87	49	81	4	50	0	0	0	0	38	31	0	0	15
V88	36	0	3	40	143	2	0	107	0	13	5	129	28
V89	3	55	0	120	59	16	0	6	49	36	31	7	51
V90	0	24	1	36	2	12	37	1	7	26	41	0	8
V91	37	53	7	18	0	4	5	2	21	8	20	23	0
V92	2	0	7	9	82	9	9	48	3	6	7	35	7
V93	80	0	73	0	0	1	5	13	12	5	0	0	0
V94	44	16	1	1	0	2	3	2	0	0	0	0	13
V95	5	14	40	0	0	8	26	0	0	10	1	0	26
V96	31	51	23	33	4	15	14	0	19	0	41	0	0
V97	1	40	0	5	18	11	0	1	0	0	13	4	0
V98	21	5	6	10	160	0	0	35	4	7	0	0	9
V99	129	5	43	0	1	0	0	1	8	0	5	0	0
V100	63	16	0	31	21	0	0	42	17	0	20	0	9
