MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	4.00E-07	0.00E+00	3.92E-04	1.40E-46	2.71E-03	3.72E-02	4.07E-02	1.71E-02	2.48E-02	2.32E-02	3.72E-02	1.58E-02	2.48E-02	2.35E-02	7.15E-07	4.22E-02
1:Del:C:1	1.32E-03	5.00E-04	5.83E-04	1.23E-03	4.22E-03	1.94E-02	1.43E-02	6.62E-03	2.12E-03	2.73E-02	9.17E-03	1.59E-02	9.53E-03	6.83E-03	2.79E-02	6.50E-03
1:Del:C:2	6.27E-04	9.48E-09	1.40E-46	6.09E-04	2.02E-03	6.07E-04	3.35E-04	3.14E-03	2.23E-04	2.62E-03	2.01E-03	2.16E-07	2.47E-04	4.81E-03	4.81E-04	2.05E-03
1:Del:C:3	2.04E-04	4.03E-08	2.07E-04	4.49E-04	7.87E-04	1.77E-03	1.15E-02	8.63E-03	4.22E-03	2.84E-02	2.02E-03	1.75E-02	3.12E-04	5.69E-04	4.17E-02	1.76E-02
1:Del:C:4	5.70E-04	1.78E-08	1.39E-04	1.64E-03	6.93E-03	2.32E-02	1.05E-02	1.40E-03	1.15E-04	8.89E-04	2.78E-03	9.61E-08	8.90E-03	1.83E-03	2.27E-02	1.69E-03
1:Del:C:5	5.25E-03	6.52E-05	2.93E-05	6.31E-03	0.00E+00	1.66E-03	5.61E-07	3.26E-03	3.15E-03	3.42E-04	1.64E-02	1.73E-04	2.89E-03	9.58E-04	5.51E-03	1.24E-02
1:Del:T:0	3.25E-03	4.57E-08	0.00E+00	1.79E-03	6.35E-03	1.39E-02	3.27E-02	1.73E-02	0.00E+00	3.47E-02	4.02E-02	3.02E-02	4.79E-03	1.65E-03	1.83E-02	1.14E-02
1:Del:T:1	2.70E-04	4.46E-04	7.59E-05	0.00E+00	1.49E-03	8.55E-03	1.21E-02	9.40E-03	5.81E-04	1.05E-02	9.79E-03	2.13E-02	0.00E+00	1.03E-02	3.00E-02	7.12E-03
1:Del:T:2	4.20E-03	1.91E-08	2.74E-04	2.32E-03	7.04E-04	1.18E-02	1.54E-02	1.64E-03	7.77E-04	2.82E-02	8.71E-03	7.95E-03	3.73E-03	1.22E-02	2.22E-02	2.28E-03
1:Del:T:3	3.44E-03	0.00E+00	8.97E-04	6.18E-03	7.78E-04	1.52E-02	1.38E-02	1.08E-02	1.45E-03	4.49E-02	1.05E-02	2.30E-03	4.89E-03	3.75E-03	1.96E-02	4.95E-03
1:Del:T:4	1.67E-03	5.93E-04	2.34E-04	5.96E-03	4.06E-04	3.37E-02	1.97E-02	2.99E-04	4.70E-03	2.11E-02	2.30E-03	3.64E-03	9.69E-03	1.49E-02	5.00E-02	8.06E-03
1:Del:T:5	5.72E-09	6.91E-08	4.23E-07	1.50E-02	4.06E-03	6.91E-07	4.36E-07	1.04E-02	1.13E-02	8.34E-08	2.55E-02	5.12E-03	9.18E-02	8.28E-07	6.65E-02	3.85E-03
1:Ins:C:0	3.48E-07	1.25E-08	4.19E-03	5.41E-04	4.92E-04	2.55E-07	1.38E-03	2.99E-03	5.63E-03	8.84E-03	2.78E-03	4.06E-04	9.09E-04	1.72E-02	8.87E-03	2.06E-03
1:Ins:C:1	1.00E-03	1.52E-08	1.17E-07	4.64E-07	2.79E-04	7.24E-08	2.69E-06	1.20E-03	8.60E-08	1.44E-03	2.23E-04	4.64E-07	3.51E-08	2.48E-03	8.03E-04	2.12E-03
1:Ins:C:2	2.29E-04	2.49E-08	3.35E-08	3.98E-08	5.93E-04	7.59E-05	6.18E-04	1.59E-04	3.40E-08	3.59E-04	1.17E-03	3.15E-07	4.52E-07	5.70E-04	1.10E-07	7.04E-05
1:Ins:C:3	2.39E-04	3.72E-05	2.02E-08	2.18E-07	2.42E-04	1.61E-07	3.06E-07	2.01E-04	3.58E-04	8.82E-04	1.28E-04	8.71E-05	3.74E-08	1.97E-04	2.21E-03	1.24E-03
1:Ins:C:4	1.28E-03	3.21E-05	1.77E-08	4.12E-04	2.27E-03	2.19E-04	0.00E+00	1.40E-03	1.33E-03	5.99E-04	1.99E-03	4.48E-03	1.41E-03	1.68E-03	1.07E-02	2.62E-03
1:Ins:C:5	3.90E-03	1.81E-04	1.35E-10	2.53E-03	3.89E-03	0.00E+00	2.76E-07	9.39E-03	4.04E-03	4.41E-03	9.80E-04	3.49E-03	5.78E-04	1.64E-03	6.41E-02	1.43E-02
1:Ins:T:0	1.85E-03	9.35E-08	1.92E-07	1.02E-03	1.02E-03	1.81E-03	6.63E-03	3.35E-03	3.61E-03	2.12E-02	6.03E-03	2.03E-03	1.13E-02	1.95E-04	1.28E-02	1.07E-02
1:Ins:T:1	1.08E-04	5.23E-09	3.43E-04	1.48E-04	2.99E-03	1.60E-03	6.16E-03	2.25E-03	1.33E-04	1.28E-02	3.80E-03	2.99E-04	9.54E-03	1.18E-03	5.43E-03	5.25E-04
1:Ins:T:2	1.48E-04	1.40E-08	1.76E-08	3.16E-07	5.50E-04	3.35E-04	4.39E-03	4.24E-04	5.78E-08	1.00E-03	4.20E-03	7.01E-07	1.19E-03	1.42E-03	5.09E-04	1.37E-04
1:Ins:T:3	1.00E-03	0.00E+00	1.44E-04	6.41E-08	2.82E-04	2.76E-04	7.19E-04	9.62E-04	1.64E-03	6.33E-03	1.72E-03	3.06E-03	2.37E-03	2.64E-03	8.96E-03	2.51E-03
1:Ins:T:4	2.85E-03	1.60E-04	1.22E-08	2.60E-04	0.00E+00	4.55E-03	1.96E-03	3.11E-03	2.88E-02	8.86E-03	2.27E-02	1.43E-04	7.93E-04	3.49E-03	5.45E-03	3.46E-03
1:Ins:T:5	3.69E-02	6.16E-08	3.93E-08	2.63E-07	2.40E-03	1.08E-03	1.10E-06	1.87E-02	9.27E-02	1.02E-02	6.28E-03	5.74E-02	4.29E-08	3.47E-02	1.27E-02	9.52E-02
2:Del:R:0	4.00E-04	3.66E-03	9.52E-06	0.00E+00	2.74E-03	2.06E-03	1.10E-02	6.86E-03	8.03E-04	4.46E-04	7.92E-03	5.09E-02	3.65E-03	2.58E-02	2.19E-02	1.48E-03
2:Del:R:1	0.00E+00	0.00E+00	3.50E-05	8.30E-04	2.43E-03	1.39E-03	7.39E-03	3.42E-03	1.14E-03	3.74E-02	4.80E-03	8.71E-03	2.17E-02	4.82E-03	1.75E-03	8.61E-03
2:Del:R:2	0.00E+00	3.66E-04	0.00E+00	8.56E-04	3.67E-04	8.31E-04	8.01E-04	6.22E-04	1.19E-02	1.17E-03	2.52E-03	1.33E-03	6.37E-04	3.30E-03	1.43E-03	1.77E-03
2:Del:R:3	2.02E-04	2.24E-08	1.71E-08	1.19E-04	2.33E-05	7.45E-06	4.04E-04	2.22E-04	1.95E-04	3.89E-04	4.36E-04	9.75E-08	4.33E-05	2.20E-04	2.61E-04	7.27E-05
2:Del:R:4	2.31E-08	4.43E-08	3.14E-08	3.88E-04	4.43E-04	2.53E-08	4.20E-08	4.87E-04	1.06E-08	6.87E-04	2.45E-04	2.20E-07	5.78E-04	1.19E-04	6.55E-05	1.56E-04
2:Del:R:5	1.74E-04	5.46E-04	7.35E-04	0.00E+00	1.43E-04	0.00E+00	1.73E-03	0.00E+00	8.46E-03	3.45E-03	2.46E-04	1.49E-02	0.00E+00	3.01E-03	9.06E-04	5.50E-04
3:Del:R:0	4.01E-04	0.00E+00	2.29E-04	1.84E-04	2.89E-03	9.30E-05	1.58E-03	3.42E-07	3.53E-03	2.23E-03	8.59E-03	2.02E-03	9.60E-04	5.87E-03	2.28E-03	1.97E-04
3:Del:R:1	5.09E-04	2.15E-04	1.75E-04	7.20E-04	2.61E-03	6.22E-03	1.15E-03	2.72E-03	7.49E-03	1.96E-02	7.26E-03	1.16E-02	3.69E-03	6.59E-03	2.53E-03	6.68E-03
