MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	7.89E-07	0.00E+00	1.84E-03	3.42E-03	6.75E-02	1.75E-03	1.29E-02	6.65E-07	3.86E-02	5.08E-02	4.90E-02	5.33E-02	4.64E-02	1.75E-02	1.01E-02	9.53E-03	1.90E-02	6.66E-03	2.04E-02	1.40E-46
1:Del:C:1	8.14E-04	0.00E+00	9.25E-03	0.00E+00	1.87E-02	5.64E-03	4.64E-03	5.06E-03	1.40E-46	1.96E-02	1.77E-02	2.32E-02	4.84E-02	6.80E-03	2.31E-03	7.24E-03	9.40E-03	6.30E-03	2.04E-02	3.78E-03
1:Del:C:2	2.05E-07	3.12E-05	0.00E+00	2.73E-03	5.04E-08	9.62E-04	2.59E-04	2.72E-07	5.11E-04	3.26E-04	1.41E-03	4.50E-03	9.59E-03	3.97E-04	1.83E-03	2.34E-04	5.18E-03	8.22E-07	2.72E-03	1.33E-03
1:Del:C:3	8.33E-04	0.00E+00	3.48E-03	1.00E-03	8.01E-03	8.72E-04	2.25E-07	6.28E-08	4.27E-03	3.77E-03	3.90E-03	2.66E-03	7.35E-03	2.02E-03	1.79E-03	4.52E-03	2.88E-03	1.06E-02	3.30E-02	2.16E-04
1:Del:C:4	3.53E-08	2.51E-08	1.20E-06	6.04E-04	6.39E-03	9.67E-04	1.71E-04	2.95E-04	1.70E-03	2.27E-03	7.54E-03	5.29E-03	2.17E-02	3.34E-02	1.78E-03	3.29E-07	3.64E-03	9.25E-07	5.63E-03	2.33E-03
1:Del:C:5	5.80E-04	1.90E-08	1.15E-07	5.04E-03	9.89E-09	9.41E-04	7.08E-03	5.63E-04	4.74E-03	2.62E-05	1.40E-46	1.14E-08	1.87E-07	7.40E-04	1.12E-07	2.22E-03	1.66E-02	6.58E-02	6.11E-03	2.70E-03
1:Del:T:0	1.56E-03	0.00E+00	0.00E+00	5.45E-03	2.34E-02	7.97E-03	4.88E-03	3.61E-04	1.73E-02	3.06E-02	1.63E-02	2.93E-02	1.75E-02	1.54E-02	1.61E-02	1.52E-03	1.55E-02	3.42E-02	3.12E-03	8.79E-03
1:Del:T:1	7.53E-04	0.00E+00	6.06E-03	1.62E-07	1.01E-02	7.20E-06	2.65E-03	1.11E-03	4.59E-03	1.48E-02	2.20E-02	1.29E-02	3.93E-02	8.35E-03	3.53E-03	2.56E-05	8.93E-03	1.37E-06	1.29E-02	5.40E-08
1:Del:T:2	5.59E-04	6.17E-07	5.96E-07	7.43E-04	8.41E-03	9.46E-04	2.86E-03	0.00E+00	1.65E-02	1.71E-02	3.80E-02	1.73E-02	1.62E-02	2.32E-02	5.90E-03	2.10E-04	1.29E-02	1.27E-02	2.86E-02	5.78E-03
1:Del:T:3	0.00E+00	9.86E-04	2.02E-03	5.20E-03	1.22E-02	0.00E+00	1.10E-02	2.70E-30	1.79E-02	1.43E-02	1.51E-02	4.98E-02	2.11E-02	4.84E-03	3.05E-03	1.17E-02	0.00E+00	1.74E-02	5.75E-03	1.47E-02
1:Del:T:4	1.54E-03	0.00E+00	3.00E-03	6.34E-03	1.69E-02	1.43E-03	1.85E-02	1.40E-46	9.96E-03	3.97E-02	1.35E-02	2.52E-02	1.76E-02	9.35E-03	5.08E-03	1.40E-46	2.45E-02	5.15E-03	1.62E-02	7.84E-03
1:Del:T:5	2.20E-08	1.40E-07	1.87E-03	3.64E-02	5.68E-08	2.59E-07	5.20E-02	3.23E-07	6.97E-02	1.91E-07	2.60E-07	2.45E-06	3.86E-07	6.82E-02	6.76E-08	1.03E-06	1.00E-06	7.82E-02	6.29E-07	6.75E-02
1:Ins:C:0	5.25E-08	1.75E-06	7.21E-08	5.46E-04	2.34E-03	4.25E-04	2.92E-04	1.36E-06	2.52E-03	6.68E-04	6.58E-07	2.30E-03	3.06E-07	6.00E-04	1.40E-03	5.29E-06	5.55E-06	4.39E-03	6.49E-04	6.87E-03
1:Ins:C:1	4.15E-08	2.77E-08	4.97E-08	7.63E-04	1.14E-07	4.53E-07	4.34E-04	5.19E-08	8.81E-04	1.03E-04	2.51E-03	0.00E+00	5.04E-04	7.60E-04	5.22E-04	1.70E-03	8.58E-04	4.56E-03	1.81E-03	3.59E-04
1:Ins:C:2	6.84E-08	4.88E-08	7.42E-08	7.44E-08	2.46E-03	1.02E-06	7.06E-05	7.77E-06	5.03E-04	6.02E-08	9.08E-04	4.03E-07	1.50E-03	8.27E-04	6.19E-04	8.52E-04	4.61E-04	1.40E-06	3.19E-03	5.39E-07
1:Ins:C:3	2.51E-04	9.13E-07	2.56E-04	9.05E-08	1.16E-08	1.99E-07	2.13E-08	1.30E-04	1.06E-04	5.90E-08	4.62E-08	8.26E-04	9.72E-09	8.77E-05	2.78E-04	1.22E-07	2.65E-03	5.29E-08	1.21E-06	5.58E-04
1:Ins:C:4	3.14E-04	2.93E-08	1.69E-03	1.96E-03	5.28E-08	4.31E-04	3.35E-03	6.47E-04	1.90E-03	0.00E+00	0.00E+00	0.00E+00	4.14E-04	3.60E-04	1.84E-05	6.57E-03	3.84E-03	5.64E-03	9.47E-03	2.99E-04
1:Ins:C:5	1.42E-07	1.02E-03	4.22E-02	2.78E-03	1.66E-45	8.07E-03	8.39E-03	6.34E-02	1.23E-06	1.10E-03	1.87E-46	5.76E-03	1.96E-06	7.28E-03	3.30E-07	1.69E-02	7.20E-03	7.75E-02	6.08E-02	3.55E-02
1:Ins:T:0	1.23E-07	5.10E-07	1.25E-03	2.06E-03	4.68E-07	1.16E-04	2.26E-03	9.91E-05	1.46E-03	1.15E-02	7.63E-03	1.68E-02	1.57E-02	1.52E-03	1.19E-03	3.14E-07	1.30E-03	1.96E-02	1.10E-02	1.82E-03
1:Ins:T:1	1.15E-04	6.80E-05	1.81E-03	3.83E-04	8.04E-03	1.70E-04	6.81E-04	3.25E-03	2.54E-03	4.17E-03	5.03E-03	6.17E-03	1.35E-02	4.97E-03	4.04E-03	6.54E-03	4.67E-03	0.00E+00	7.22E-03	1.44E-03
1:Ins:T:2	2.74E-04	8.27E-05	0.00E+00	2.04E-04	3.26E-03	6.64E-04	3.07E-04	4.69E-05	3.85E-04	1.32E-03	5.29E-03	4.03E-04	6.31E-04	6.23E-04	5.89E-04	2.82E-04	1.89E-03	1.03E-03	3.04E-04	1.58E-03
1:Ins:T:3	3.42E-04	2.49E-04	1.15E-08	3.65E-04	2.02E-03	0.00E+00	1.06E-03	1.39E-03	1.15E-03	1.06E-03	3.30E-03	3.13E-03	2.79E-03	1.05E-04	1.18E-03	3.01E-03	2.99E-03	5.01E-03	1.35E-02	4.62E-04
1:Ins:T:4	2.75E-03	0.00E+00	1.46E-03	6.07E-03	6.34E-03	0.00E+00	7.28E-04	8.61E-04	1.96E-03	8.90E-03	4.40E-07	3.62E-02	1.09E-03	8.94E-04	4.75E-06	3.41E-03	1.67E-02	5.22E-03	1.07E-03	2.93E-07
1:Ins:T:5	1.02E-02	4.98E-08	4.63E-03	4.20E-46	1.05E-02	6.00E-06	7.43E-03	1.01E-07	7.54E-03	9.07E-03	4.80E-07	1.89E-02	1.96E-02	2.59E-06	9.12E-03	1.39E-02	7.06E-02	7.44E-03	1.73E-02	9.72E-03
2:Del:R:0	5.00E-04	1.14E-08	1.26E-08	2.79E-04	5.03E-03	2.01E-03	1.36E-03	3.81E-06	1.37E-04	7.98E-03	1.41E-05	3.06E-03	2.44E-02	4.28E-03	2.38E-03	4.96E-03	2.94E-04	1.08E-02	2.04E-02	2.66E-03
2:Del:R:1	0.00E+00	6.04E-06	3.60E-03	2.46E-03	4.41E-03	3.08E-03	0.00E+00	2.18E-04	3.56E-03	1.19E-03	3.52E-03	1.33E-03	1.80E-03	1.88E-02	6.76E-03	1.34E-02	2.65E-04	8.29E-03	8.56E-03	7.36E-03
2:Del:R:2	3.16E-05	1.86E-04	2.52E-06	1.95E-03	9.46E-04	2.80E-46	6.69E-04	2.32E-04	2.19E-03	6.86E-04	4.86E-04	4.61E-03	6.66E-04	0.00E+00	1.36E-04	1.08E-03	3.47E-03	2.47E-03	3.37E-03	9.48E-04
2:Del:R:3	6.05E-08	1.15E-04	5.41E-08	9.41E-05	1.84E-06	1.46E-08	1.92E-04	7.49E-08	1.80E-04	2.88E-04	1.54E-03	7.34E-07	2.05E-04	4.86E-08	4.78E-08	7.44E-07	5.57E-08	2.85E-08	1.78E-03	2.48E-04
2:Del:R:4	5.75E-08	1.64E-07	3.42E-08	1.14E-03	8.10E-08	3.90E-07	2.38E-04	1.28E-07	5.75E-04	2.39E-08	1.70E-06	8.89E-07	2.45E-07	2.00E-04	8.43E-07	4.75E-07	3.90E-07	1.69E-03	2.93E-03	9.15E-04
2:Del:R:5	9.58E-08	5.76E-08	7.24E-08	1.32E-04	1.67E-07	1.65E-04	1.02E-06	1.40E-07	1.72E-04	6.87E-08	2.91E-08	2.44E-08	1.01E-07	2.03E-03	1.68E-07	2.48E-07	1.04E-03	8.94E-04	5.50E-08	1.13E-03
3:Del:R:0	1.59E-04	1.97E-08	3.77E-08	3.68E-07	5.36E-03	3.22E-03	3.97E-04	5.93E-08	3.40E-03	9.79E-04	1.52E-07	3.08E-07	2.34E-03	2.72E-03	4.19E-03	1.24E-02	8.20E-04	4.81E-03	1.03E-02	2.66E-03
3:Del:R:1	1.08E-03	4.84E-05	8.09E-03	5.35E-04	9.93E-04	1.08E-07	3.32E-03	1.21E-03	1.31E-03	0.00E+00	1.25E-02	9.06E-04	6.57E-03	0.00E+00	2.40E-03	1.13E-03	9.66E-03	3.51E-02	2.34E-03	2.25E-03
3:Del:R:2	1.63E-08	7.70E-08	1.12E-04	2.37E-04	0.00E+00	1.24E-04	1.28E-03	3.46E-04	1.18E-03	1.25E-03	9.86E-04	3.31E-04	7.63E-03	1.52E-03	4.98E-04	0.00E+00	1.01E-04	1.03E-03	2.14E-03	1.58E-03
3:Del:R:3	2.33E-07	2.45E-04	9.18E-08	2.01E-08	2.71E-07	4.94E-04	1.45E-04	1.95E-04	0.00E+00	2.64E-04	2.97E-04	1.07E-02	3.92E-07	3.27E-04	1.08E-07	2.18E-03	2.42E-03	0.00E+00	1.40E-03	2.86E-03
3:Del:R:4	1.16E-08	2.47E-08	3.50E-08	4.23E-08	1.09E-07	6.06E-08	7.67E-08	1.18E-07	6.34E-08	3.25E-08	1.26E-07	8.59E-08	1.03E-07	1.87E-07	6.26E-08	1.21E-07	1.06E-07	8.53E-08	1.57E-07	1.75E-07
3:Del:R:5	1.16E-08	2.47E-08	3.50E-08	4.23E-08	1.09E-07	6.06E-08	7.67E-08	1.18E-07	6.34E-08	3.25E-08	1.26E-07	8.59E-08	1.03E-07	1.87E-07	6.26E-08	1.21E-07	1.06E-07	8.53E-08	1.57E-07	1.75E-07
4:Del:R:0	1.04E-05	1.57E-07	3.25E-08	4.81E-07	8.98E-07	1.24E-03	1.47E-03	1.51E-07	1.86E-07	9.24E-04	6.80E-08	8.02E-03	8.11E-04	2.99E-03	5.16E-03	5.18E-03	6.66E-04	9.15E-08	8.88E-03	5.28E-04
4:Del:R:1	4.18E-04	3.73E-08	6.58E-04	1.13E-03	7.30E-04	1.93E-07	2.48E-03	4.74E-08	3.35E-03	9.77E-04	2.82E-03	9.95E-03	1.83E-03	0.00E+00	3.26E-04	6.67E-03	4.54E-03	1.94E-03	2.71E-03	2.35E-02
4:Del:R:2	1.07E-07	1.92E-07	7.50E-07	3.26E-04	2.80E-05	0.00E+00	6.45E-04	1.47E-04	3.84E-04	3.32E-04	5.22E-04	6.36E-07	0.00E+00	9.30E-05	8.68E-08	3.09E-07	1.30E-03	8.32E-05	6.64E-03	1.58E-03
4:Del:R:3	3.30E-05	5.29E-08	5.39E-08	9.41E-08	1.91E-07	5.71E-08	1.38E-07	1.26E-07	1.34E-04	2.63E-08	5.09E-04	2.59E-07	8.67E-08	1.85E-07	5.45E-08	2.37E-07	4.00E-04	1.90E-07	1.17E-03	2.94E-04
4:Del:R:4	1.16E-08	2.47E-08	3.50E-08	4.23E-08	1.09E-07	6.06E-08	7.67E-08	1.18E-07	6.34E-08	3.25E-08	1.26E-07	8.59E-08	1.03E-07	1.87E-07	6.26E-08	1.21E-07	1.06E-07	8.53E-08	1.57E-07	1.75E-07
4:Del:R:5	2.19E-07	5.17E-08	5.49E-08	8.24E-08	7.30E-08	6.76E-08	7.19E-05	1.24E-07	3.31E-08	2.18E-08	8.29E-08	8.73E-08	1.03E-07	1.28E-04	1.29E-07	8.58E-08	3.47E-04	3.58E-04	4.31E-08	4.96E-04
5:Del:R:0	4.88E-07	2.27E-07	0.00E+00	1.91E-03	6.48E-03	2.19E-02	1.47E-03	1.57E-07	1.18E-02	9.00E-07	1.53E-05	1.05E-06	2.53E-03	3.27E-02	3.06E-02	8.48E-02	4.00E-02	1.58E-03	8.95E-03	1.47E-02
5:Del:R:1	5.70E-08	1.36E-07	4.43E-09	2.92E-03	1.60E-03	3.22E-04	1.76E-03	5.26E-07	1.90E-03	8.24E-04	3.67E-04	4.31E-03	1.29E-03	3.48E-04	6.73E-05	2.33E-07	1.97E-07	3.22E-03	2.60E-06	2.87E-03
5:Del:R:2	0.00E+00	2.74E-08	1.26E-02	2.66E-07	4.30E-07	1.83E-07	9.12E-08	5.46E-02	1.85E-07	8.29E-08	1.67E-07	3.14E-07	8.88E-08	2.36E-07	3.20E-07	8.68E-06	1.94E-06	2.70E-03	8.20E-03	4.76E-46
5:Del:R:3	5.69E-08	4.53E-08	3.42E-08	3.09E-04	1.55E-07	1.42E-04	1.18E-06	1.29E-07	7.01E-08	2.11E-08	8.56E-08	7.39E-08	8.25E-08	2.58E-07	3.97E-04	1.09E-06	1.81E-07	1.94E-04	3.96E-07	9.18E-05
5:Del:R:4	6.44E-08	3.45E-05	4.26E-08	7.44E-08	4.55E-07	1.46E-04	8.17E-08	9.68E-08	7.81E-08	3.35E-08	7.26E-07	7.65E-08	1.98E-07	4.76E-07	7.24E-08	6.11E-04	5.52E-08	1.25E-07	2.30E-04	2.01E-07
5:Del:R:5	4.93E-08	5.40E-08	4.37E-08	5.38E-08	1.66E-07	3.48E-08	2.01E-04	1.12E-07	1.98E-04	1.75E-07	9.62E-08	1.22E-03	6.51E-07	1.76E-07	4.19E-08	4.95E-07	8.03E-08	8.57E-08	1.38E-07	9.21E-05
2:Ins:R:0	1.37E-04	1.82E-04	9.25E-08	4.71E-04	2.96E-04	1.22E-03	1.03E-04	1.64E-07	7.76E-04	1.60E-04	1.34E-03	2.12E-04	2.82E-03	9.97E-03	9.58E-08	5.96E-04	1.71E-05	2.64E-03	3.40E-04	4.26E-03
2:Ins:R:1	4.09E-08	5.39E-08	5.20E-08	0.00E+00	7.86E-07	4.38E-08	2.47E-04	2.80E-04	5.98E-04	2.43E-03	1.98E-03	9.48E-03	1.47E-07	1.58E-04	7.03E-04	2.00E-03	7.51E-03	3.77E-07	6.66E-03	4.96E-07
2:Ins:R:2	5.15E-09	3.70E-08	2.33E-04	9.17E-04	1.03E-03	1.07E-06	7.10E-07	7.45E-08	9.72E-04	6.10E-04	5.39E-07	1.82E-07	1.09E-03	2.18E-03	1.96E-04	7.01E-08	0.00E+00	2.03E-03	1.63E-07	1.39E-03
2:Ins:R:3	6.93E-08	1.49E-04	5.02E-08	2.02E-04	1.48E-03	6.03E-04	4.17E-08	1.63E-07	4.01E-08	9.91E-05	8.47E-09	2.51E-04	8.10E-04	4.27E-04	1.21E-07	2.15E-03	6.26E-04	8.54E-04	9.50E-04	2.24E-08
2:Ins:R:4	6.09E-04	0.00E+00	8.89E-09	2.08E-04	0.00E+00	5.55E-05	2.47E-03	1.46E-07	2.27E-03	0.00E+00	0.00E+00	3.60E-04	5.28E-08	5.37E-04	2.09E-03	2.79E-03	1.05E-02	3.39E-03	1.47E-02	1.27E-03
2:Ins:R:5	3.57E-03	0.00E+00	1.61E-07	6.38E-03	1.00E-03	1.82E-07	3.67E-03	3.95E-08	5.79E-03	0.00E+00	4.35E-04	5.18E-03	5.59E-04	6.95E-03	2.17E-03	1.40E-46	1.65E-02	0.00E+00	1.87E-04	8.70E-03
3:Ins:R:0	1.71E-08	5.80E-08	7.43E-06	5.10E-04	2.98E-04	1.60E-04	1.92E-08	3.72E-08	5.70E-08	1.20E-07	6.50E-04	4.77E-05	1.04E-03	3.63E-08	0.00E+00	1.54E-08	1.71E-04	1.52E-03	1.72E-03	1.89E-07
3:Ins:R:1	5.60E-08	9.17E-03	1.05E-07	6.64E-04	2.06E-07	1.51E-07	1.55E-06	5.96E-02	1.60E-03	4.18E-08	3.21E-07	1.80E-03	1.83E-07	7.80E-04	1.04E-07	9.46E-02	1.38E-06	4.71E-04	8.42E-04	3.48E-04
