NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.495	20.768	10.329	13.172	0.111	0.986	70000.0
2	47.589	22.413	11.604	14.221	0.113	0.985	50000.0
3	44.411	20.56	10.845	13.68	0.11	0.986	40000.0
4	48.032	23.025	11.498	15.026	0.121	0.982	70000.0
5	50.137	23.876	12.219	15.373	0.124	0.983	80000.0
6	44.236	21.316	10.57	13.4	0.116	0.986	40000.0
7	47.494	22.479	11.321	14.255	0.122	0.985	70000.0
8	46.254	22.212	10.922	14.027	0.121	0.985	30000.0
9	44.734	20.944	10.411	13.169	0.111	0.986	60000.0
10	46.846	22.356	11.237	14.017	0.117	0.986	40000.0
