Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	0	92	41	157	22	0	0	6	9	1
V2	116	6	3	13	13	7	14	26	0	17
V3	15	77	59	2	13	43	5	31	0	20
V4	612	0	2	20	0	1	236	0	0	0
V5	197	216	60	0	13	0	131	4	24	0
V6	14	2	55	143	0	0	7	0	39	0
V7	5	98	67	36	2	2	0	0	23	5
V8	0	50	0	2	57	64	2	92	0	35
V9	24	10	3	19	24	73	8	3	33	13
V10	59	0	23	92	0	7	29	0	33	0
V11	41	0	177	4	5	0	0	0	99	0
V12	0	2	21	23	56	0	0	84	31	18
V13	222	75	9	9	0	0	31	0	1	5
V14	30	17	7	1	35	38	0	28	0	57
V15	0	3	34	2	1	0	0	8	3	0
V16	111	0	43	6	20	0	0	25	0	15
V17	0	0	11	31	44	125	6	18	28	86
V18	1	0	3	0	0	21	1	0	17	0
V19	26	4	4	58	43	24	1	7	4	0
V20	1	45	26	147	119	32	4	47	3	20
V21	0	126	27	14	43	181	0	42	0	28
V22	121	43	50	38	9	0	36	6	91	18
V23	38	0	0	249	147	115	19	37	0	0
V24	5	24	53	16	5	0	0	5	26	0
V25	11	43	135	56	85	52	2	60	0	4
V26	16	37	74	40	11	67	12	16	1	0
V27	22	103	2	3	38	0	33	38	0	7
V28	61	3	0	43	21	0	0	2	0	2
V29	1	3	220	127	33	181	4	37	0	0
V30	13	14	34	24	25	46	5	346	30	5
V31	64	12	1	6	20	0	13	5	0	0
V32	4	0	68	119	2	0	2	0	0	0
V33	125	22	0	18	26	54	14	22	19	43
V34	25	124	0	0	78	1	47	62	0	11
V35	128	31	14	5	313	115	89	43	26	78
V36	0	0	9	21	5	0	0	2	21	7
V37	0	280	14	158	19	72	7	6	63	68
V38	2	71	39	0	15	6	0	0	18	0
V39	0	0	11	138	0	25	0	0	3	18
V40	6	70	61	29	0	25	1	0	11	20
V41	121	3	0	25	49	3	186	22	0	22
V42	3	1	81	24	0	4	9	0	13	5
V43	0	5	11	17	0	43	1	1	13	25
V44	26	5	22	53	21	32	12	29	44	0
V45	78	31	28	8	15	195	27	2	0	6
V46	10	0	0	28	24	99	9	16	35	34
V47	62	0	32	39	0	42	62	0	62	25
V48	33	0	0	62	36	60	47	27	27	55
V49	61	0	191	187	6	0	22	11	27	6
V50	115	12	11	4	0	117	25	0	135	76
V51	0	117	42	0	6	7	2	0	140	0
V52	26	91	37	20	44	0	5	17	33	9
V53	157	10	0	2	0	16	11	0	12	12
V54	7	2	12	27	14	14	0	17	0	0
V55	13	399	8	0	14	0	14	25	23	0
V56	34	104	37	0	23	0	104	34	92	0
V57	12	12	0	0	63	62	5	29	0	0
V58	39	221	4	30	268	6	12	65	11	0
V59	5	11	23	87	20	0	2	6	0	0
V60	91	102	266	16	21	0	20	11	0	12
V61	4	61	31	118	146	2	0	58	38	0
V62	0	20	8	6	17	0	3	6	10	4
V63	164	17	132	2	132	8	64	160	3	1
V64	2	53	46	10	1	84	6	0	12	7
V65	151	82	109	2	68	62	50	10	35	64
V66	0	0	0	125	2	2	0	0	6	1
V67	3	1	113	0	0	210	7	0	89	20
V68	30	2	0	37	63	0	5	43	0	2
V69	8	430	65	0	124	77	8	67	18	27
V70	61	27	11	0	9	1	12	6	10	0
V71	11	11	2	3	35	34	10	0	0	20
V72	15	0	54	0	5	11	11	0	11	14
V73	30	14	251	37	30	0	21	3	0	11
V74	94	66	4	9	15	4	74	2	0	4
V75	23	69	5	27	25	2	31	13	0	23
V76	71	3	8	14	0	42	55	0	5	3
V77	74	0	64	0	14	16	120	8	0	18
V78	50	0	0	81	26	56	30	11	1	25
V79	251	10	86	1	50	40	3	5	0	69
V80	5	99	8	6	60	7	0	40	0	4
V81	0	20	88	104	190	6	0	34	40	19
V82	0	1	14	91	9	37	2	7	32	22
V83	9	0	67	0	12	6	0	14	28	0
V84	0	37	23	0	6	0	0	11	11	2
V85	137	0	59	7	1	0	294	0	0	0
V86	0	1	0	4	60	0	2	44	0	0
V87	57	135	0	2	0	2	0	0	0	2
V88	8	0	14	15	48	0	23	22	15	0
V89	5	42	17	201	37	50	0	53	0	0
V90	13	40	200	32	0	2	3	0	74	1
V91	10	5	107	124	10	45	4	22	0	11
V92	89	25	5	50	8	0	31	0	0	23
V93	27	2	37	5	42	60	2	0	0	68
V94	56	0	1	13	0	14	8	0	0	0
V95	0	1	13	2	16	126	3	1	7	61
V96	40	56	1	152	2	0	3	0	0	0
V97	22	35	198	0	11	36	10	2	53	12
V98	12	79	15	68	0	2	1	0	0	1
V99	16	129	29	101	17	49	3	1	32	0
V100	0	83	0	29	115	15	0	11	6	15
