Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	10	4	116	106	6	94	40	12	43	0	0	19	35	0	0	15	0	0	0
V2	8	102	15	0	1	23	5	1	8	0	20	1	0	0	30	17	17	0	0
V3	26	9	44	91	11	16	14	0	6	2	69	31	1	3	30	0	0	0	0
V4	10	0	121	191	18	101	27	14	26	0	142	36	0	0	69	0	7	0	0
V5	33	175	45	0	102	0	13	13	13	39	0	3	13	0	0	0	4	0	18
V6	42	53	41	0	6	0	1	1	3	1	0	0	0	0	0	0	13	15	0
V7	166	21	22	69	56	38	17	0	57	17	19	36	30	2	0	46	1	0	0
V8	128	26	78	10	21	14	0	45	1	3	33	7	133	134	0	0	1	0	0
V9	32	54	24	4	73	0	70	17	0	37	8	5	13	32	0	0	8	0	0
V10	1	9	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0
V11	16	87	10	83	32	89	0	1	66	9	50	18	0	0	0	7	3	0	0
V12	64	4	3	12	96	20	5	2	0	54	0	6	17	0	9	0	12	0	0
V13	72	20	21	52	51	19	54	42	0	26	8	5	8	0	0	0	16	20	0
V14	16	0	0	21	2	17	3	3	22	0	0	36	14	1	45	0	0	0	0
V15	24	9	49	13	15	3	8	0	6	25	1	3	0	0	27	0	8	0	0
V16	26	24	4	0	5	11	27	7	0	3	26	4	33	1	40	0	3	0	0
V17	9	48	64	106	200	7	20	25	15	36	19	23	1	15	0	0	9	0	0
V18	1	95	14	8	3	0	14	3	8	0	0	0	31	23	0	0	2	2	2
V19	73	0	23	49	7	30	21	20	10	1	11	13	20	9	0	38	0	23	0
V20	143	129	29	9	3	0	27	17	0	2	0	3	9	56	0	17	4	0	0
V21	8	20	3	0	28	0	10	5	0	70	4	1	0	5	0	0	1	0	0
V22	35	7	78	9	38	8	11	11	6	26	22	12	0	12	0	0	18	2	0
V23	24	56	0	12	15	0	1	0	8	3	2	7	0	1	0	1	0	15	0
V24	11	60	1	42	7	21	3	5	81	1	23	10	0	0	45	0	6	0	0
V25	142	0	1	0	17	22	0	9	0	17	19	1	0	49	31	35	0	26	0
V26	1	58	79	32	0	7	15	5	15	3	12	19	0	40	0	0	0	0	21
V27	106	28	0	7	63	5	44	105	0	43	6	14	40	0	0	5	0	0	0
V28	10	95	17	20	6	24	12	22	18	1	23	23	6	17	0	0	0	0	0
V29	4	24	115	27	18	26	49	27	17	2	24	63	0	0	17	0	3	0	15
V30	69	21	5	134	1	142	0	0	115	0	45	78	0	0	103	0	0	0	0
V31	112	37	0	92	6	82	13	6	86	0	32	33	24	0	80	0	0	0	0
V32	12	43	0	3	10	0	33	26	11	1	5	1	0	20	0	0	0	5	0
V33	1	74	83	3	3	9	3	23	35	2	0	0	39	1	0	0	18	0	0
V34	38	106	28	68	77	17	5	9	1	31	0	30	10	22	0	0	23	0	61
V35	43	128	114	3	2	5	36	54	0	5	9	0	13	17	0	0	17	25	16
V36	8	3	10	2	4	0	14	5	0	0	0	1	0	1	0	0	0	6	0
V37	62	73	1	4	5	9	0	0	23	5	0	5	0	0	30	19	2	10	0
V38	12	62	189	5	17	0	0	3	0	5	1	5	0	22	0	0	44	2	0
V39	35	0	0	2	3	4	2	8	5	0	1	2	1	0	0	0	0	1	0
