Samples	ID83A	ID83B
V1	386	0
V2	176	157
V3	57	123
V4	21	11
V5	289	51
V6	395	267
V7	234	41
V8	0	606
V9	178	97
V10	79	128
V11	38	0
V12	123	61
V13	130	39
V14	855	0
V15	38	231
V16	47	15
V17	189	140
V18	157	58
V19	10	198
V20	364	164
V21	163	82
V22	64	95
V23	0	180
V24	35	97
V25	464	78
V26	465	244
V27	160	68
V28	5	327
V29	156	85
V30	295	43
V31	145	142
V32	250	87
V33	90	75
V34	172	78
V35	290	191
V36	71	16
V37	111	3
V38	248	0
V39	190	141
V40	194	2
V41	147	566
V42	148	215
V43	0	154
V44	137	0
V45	402	194
V46	0	471
V47	155	34
V48	42	228
V49	57	188
V50	331	350
V51	0	155
V52	129	168
V53	213	255
V54	0	20
V55	37	70
V56	92	0
V57	485	0
V58	235	73
V59	0	299
V60	112	169
V61	65	35
V62	0	578
V63	221	72
V64	52	123
V65	10	90
V66	230	232
V67	13	104
V68	92	323
V69	455	123
V70	0	51
V71	48	40
V72	0	55
V73	227	0
V74	320	69
V75	473	169
V76	0	279
V77	0	517
V78	0	287
V79	0	553
V80	107	306
V81	0	33
V82	0	69
V83	117	99
V84	27	39
V85	34	191
V86	22	134
V87	105	56
V88	128	0
V89	347	0
V90	46	38
V91	316	0
V92	428	0
V93	49	30
V94	149	220
V95	93	47
V96	203	0
V97	723	0
V98	0	428
V99	29	170
V100	189	301
