Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	93	48	8	73	62	0	0
V2	160	15	2	9	96	4	4
V3	16	15	3	23	46	8	0
V4	121	211	0	62	6	22	67
V5	0	153	45	229	65	21	0
V6	2	55	4	22	28	57	0
V7	0	0	1	0	59	44	22
V8	0	16	54	32	24	129	4
V9	106	72	23	13	0	6	42
V10	0	21	6	11	72	17	11
V11	0	25	46	206	0	56	16
V12	95	50	84	21	15	8	0
V13	3	11	109	4	0	1	2
V14	1	9	0	18	16	21	0
V15	17	6	77	173	0	0	0
V16	82	143	51	3	15	6	0
V17	160	36	15	148	13	14	0
V18	0	3	30	7	101	145	31
V19	27	2	99	8	133	29	0
V20	40	3	14	52	0	88	34
V21	0	9	128	30	317	13	88
V22	0	7	42	43	64	19	17
V23	34	55	13	184	83	10	0
V24	34	2	31	5	115	51	0
V25	21	96	0	147	18	150	0
V26	221	42	27	0	0	90	89
V27	16	164	27	10	137	45	0
V28	84	5	28	1	0	65	0
V29	0	152	66	6	9	135	0
V30	52	5	44	134	13	25	0
V31	164	241	3	11	50	0	0
V32	5	54	6	180	0	8	0
V33	119	19	0	0	49	12	36
V34	0	180	14	41	45	73	66
V35	11	28	4	3	13	0	3
V36	46	8	7	36	11	51	0
V37	129	16	163	8	1	62	0
V38	58	9	74	69	153	0	22
V39	10	45	16	25	25	0	0
V40	11	24	4	24	4	51	60
V41	20	26	21	524	124	0	46
V42	55	35	0	79	1	37	0
V43	118	25	52	41	0	22	0
V44	4	2	56	73	112	209	50
V45	188	27	100	2	7	42	63
V46	21	7	98	30	5	13	8
V47	175	25	84	26	2	9	0
V48	24	86	26	10	90	32	0
V49	0	0	4	0	21	5	4
V50	2	10	387	0	0	264	11
V51	28	91	1	103	0	37	0
V52	13	243	2	44	16	34	0
V53	211	23	156	13	0	212	80
V54	32	73	69	4	25	0	25
V55	15	1	2	0	81	80	42
V56	65	7	11	4	6	25	0
V57	16	99	63	18	37	6	1
V58	12	265	6	44	12	103	0
V59	181	57	161	11	47	1	0
V60	0	4	56	14	9	27	3
V61	4	0	13	168	53	190	19
V62	46	36	3	1	0	9	0
V63	0	72	58	203	17	188	92
V64	10	13	4	6	52	116	0
V65	2	4	271	27	49	7	0
V66	0	90	27	71	44	41	14
V67	0	46	10	4	0	51	0
V68	87	5	99	1	6	10	0
V69	0	48	14	45	0	2	0
V70	214	39	0	0	0	69	27
V71	22	5	34	15	173	6	83
V72	6	18	211	2	2	230	0
V73	109	63	85	71	13	0	55
V74	2	23	53	2	20	25	1
V75	30	14	21	96	5	2	0
V76	231	31	243	75	33	1	0
V77	99	11	73	5	57	3	44
V78	59	6	24	2	18	3	0
V79	28	3	34	22	270	6	0
V80	168	48	0	33	15	1	30
V81	12	7	28	8	12	0	0
V82	0	122	17	1	16	2	0
V83	35	35	40	1	27	74	0
V84	7	1	58	79	0	132	15
V85	165	26	3	0	5	26	100
V86	0	102	0	10	10	16	0
V87	4	0	56	6	13	11	60
V88	25	24	50	4	209	20	0
V89	64	4	51	5	7	4	39
V90	6	131	3	80	111	1	0
V91	70	59	73	19	134	4	0
V92	6	3	29	64	83	0	15
V93	146	71	6	12	98	24	0
V94	21	20	32	39	22	6	1
V95	13	272	3	40	1	15	1
V96	57	27	52	3	0	94	0
V97	93	71	0	16	0	23	1
V98	0	132	2	84	32	7	19
V99	15	14	11	11	40	0	29
V100	123	22	6	71	91	12	24
