Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	291	85	38	89	97	97	0	37	8
V2	0	285	5	0	18	0	18	7	0
V3	81	7	139	0	0	0	144	0	25
V4	3	10	0	0	0	2	0	0	0
V5	195	30	37	112	90	6	15	9	2
V6	21	0	22	27	20	24	144	6	0
V7	165	33	12	0	0	52	65	9	8
V8	33	106	45	0	0	81	23	64	83
V9	6	4	15	3	9	64	0	10	29
V10	36	7	31	6	7	165	56	0	75
V11	22	196	205	151	82	100	115	7	0
V12	3	0	0	0	0	5	0	22	12
V13	9	20	0	67	84	31	0	0	0
V14	119	21	8	84	79	24	16	0	0
V15	132	25	35	0	0	35	0	41	41
V16	41	10	0	177	166	84	0	72	0
V17	45	6	1	19	32	20	0	3	10
V18	5	0	0	0	0	72	184	49	0
V19	16	1	18	25	6	0	14	0	28
V20	5	8	4	44	368	3	132	0	3
V21	33	17	9	37	10	42	15	18	0
V22	31	45	0	136	44	4	2	32	0
V23	6	1	0	0	0	1	68	2	0
V24	168	5	1	0	0	107	129	6	0
V25	17	1	4	0	1	0	115	17	15
V26	273	25	0	0	2	6	0	0	0
V27	0	7	0	27	14	32	7	218	0
V28	54	33	53	0	6	0	60	15	45
V29	2	0	24	0	0	0	0	21	9
V30	193	83	65	57	53	0	54	0	41
V31	0	17	2	123	84	26	0	62	0
V32	42	43	37	24	33	7	13	33	31
V33	1	7	10	109	171	131	0	86	0
V34	42	6	54	65	110	15	1	27	0
V35	28	29	44	0	0	215	7	73	43
V36	34	1	47	23	14	0	13	0	32
V37	1	6	1	0	0	1	2	4	8
V38	0	44	32	46	0	18	0	0	28
V39	35	37	1	0	0	28	0	18	5
V40	2	62	6	14	5	5	7	0	55
V41	4	33	38	16	6	15	0	0	29
V42	38	37	43	103	66	73	11	0	3
V43	2	15	1	14	22	3	0	5	1
V44	29	153	3	0	0	160	0	30	11
V45	2	34	54	7	10	0	0	0	39
V46	0	27	9	0	1	0	47	0	5
V47	0	3	41	0	0	105	1	55	9
V48	8	11	129	455	80	7	71	44	17
V49	58	156	0	0	0	16	5	24	0
V50	0	30	84	9	32	0	58	0	131
V51	0	10	183	18	105	4	0	2	0
V52	2	7	34	84	22	14	0	11	0
V53	43	6	0	32	3	57	0	0	8
V54	22	238	185	51	92	0	13	41	0
V55	49	76	3	25	0	52	2	68	21
V56	39	0	70	0	0	0	118	25	0
V57	113	49	14	65	119	9	0	34	0
V58	350	94	43	56	53	2	0	0	28
V59	0	28	5	117	52	55	17	0	8
V60	8	2	0	19	29	1	0	6	0
V61	0	45	99	47	0	8	0	0	26
V62	0	9	16	149	142	11	16	104	18
V63	0	8	34	45	243	51	26	190	49
V64	32	21	32	8	15	12	101	13	1
V65	0	11	0	0	2	75	0	45	1
V66	133	24	3	1	0	0	86	4	5
V67	23	36	0	0	0	0	0	2	1
V68	45	6	327	14	48	0	0	0	87
V69	43	4	75	1	0	0	0	0	8
V70	24	0	16	4	0	8	6	1	6
V71	9	127	12	121	50	279	0	95	15
V72	20	14	79	34	36	2	16	1	43
V73	2	0	77	0	21	0	27	25	0
V74	14	19	10	0	0	15	4	1	5
V75	12	19	47	9	37	6	0	0	31
V76	6	245	8	59	82	117	11	37	0
V77	2	0	0	0	0	6	4	0	3
V78	0	20	25	7	10	6	85	0	36
V79	117	0	31	0	2	0	0	41	62
V80	1	13	0	4	17	54	93	85	0
V81	115	92	0	0	0	0	1	0	1
V82	68	64	102	60	33	0	51	4	34
V83	23	49	37	0	0	41	37	15	4
V84	17	4	36	59	56	56	203	0	0
V85	47	23	17	106	0	26	98	28	43
V86	0	33	13	4	5	0	3	4	8
V87	99	25	14	10	50	14	0	10	22
V88	89	22	122	25	13	7	167	41	23
V89	63	52	104	4	20	0	0	5	34
V90	13	8	0	0	0	153	51	99	0
V91	9	52	4	24	35	3	0	23	4
V92	5	45	25	47	98	97	0	0	0
V93	6	131	59	51	18	26	36	1	10
V94	14	7	5	0	1	20	4	3	24
V95	18	28	0	34	60	36	6	3	1
V96	57	70	58	26	17	29	1	0	10
V97	41	4	16	8	12	0	0	0	10
V98	32	87	218	0	0	69	22	47	3
V99	365	2	0	88	49	16	3	59	0
V100	2	60	1	0	5	17	5	92	0
