Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	6	54	0	25	29	3
V2	8	180	4	11	5	48
V3	2	98	135	70	130	80
V4	65	48	4	0	52	16
V5	28	26	49	5	12	14
V6	41	3	0	7	0	0
V7	35	32	296	37	24	3
V8	170	52	1	60	20	14
V9	86	9	3	14	1	132
V10	228	18	22	253	8	20
V11	7	5	0	19	44	29
V12	21	137	322	11	0	5
V13	1	103	0	0	3	118
V14	111	45	115	365	78	16
V15	0	1	58	12	79	21
V16	23	1	98	3	26	2
V17	106	172	1	6	1	2
V18	1	144	237	82	0	0
V19	6	5	18	2	38	117
V20	34	101	8	250	235	19
V21	129	18	4	9	10	45
V22	0	217	66	187	48	64
V23	300	13	4	12	7	99
V24	11	7	4	68	1	22
V25	63	19	2	69	4	59
V26	21	249	43	134	7	128
V27	44	85	30	235	110	13
V28	444	0	114	0	20	9
V29	23	23	6	57	2	4
V30	27	198	1	20	28	140
V31	23	150	7	14	26	0
V32	305	72	4	2	45	140
V33	5	19	40	48	14	0
V34	3	0	51	0	15	70
V35	3	39	222	32	15	14
V36	13	12	1	187	49	173
V37	39	14	7	1	0	18
V38	10	194	26	3	4	155
V39	75	27	42	220	27	28
V40	13	24	47	24	189	181
V41	176	65	0	33	18	1
V42	15	64	86	6	81	33
V43	34	14	2	15	57	4
V44	12	50	2	121	47	166
V45	47	19	6	4	45	46
V46	18	2	0	0	28	2
V47	14	82	46	61	30	10
V48	109	9	86	16	58	43
V49	260	128	16	56	14	3
V50	74	0	67	68	162	2
V51	148	28	108	2	88	71
V52	55	3	38	2	275	185
V53	424	3	39	21	21	36
V54	189	19	8	47	25	24
V55	10	7	8	3	37	104
V56	41	2	5	0	32	18
V57	20	85	140	160	74	2
V58	134	14	4	0	69	65
V59	2	137	3	18	164	61
V60	8	0	414	75	13	7
V61	0	1	23	5	12	117
V62	11	58	55	107	7	100
V63	16	29	49	202	26	22
V64	2	6	14	8	35	12
V65	0	29	175	25	64	48
V66	76	165	16	25	12	48
V67	5	2	2	45	37	18
V68	235	72	25	1	219	84
V69	69	1	38	12	63	9
V70	26	0	98	8	19	163
V71	0	26	5	4	1	8
V72	28	21	8	15	70	7
V73	140	85	69	139	45	25
V74	18	104	20	9	24	14
V75	25	110	0	50	51	71
V76	546	4	168	3	9	70
V77	8	1	5	83	7	1
V78	1	19	17	15	5	0
V79	24	25	4	0	35	7
V80	25	113	56	44	43	44
V81	73	11	137	1	324	26
V82	30	170	107	155	119	3
V83	3	28	32	2	20	9
V84	20	10	109	68	84	5
V85	1	35	9	0	197	6
V86	238	1	22	0	30	0
V87	31	31	9	170	37	13
V88	1	4	123	57	13	2
V89	13	2	51	123	7	7
V90	134	15	145	19	13	10
V91	19	4	28	38	91	3
V92	0	405	0	26	2	20
V93	20	46	0	13	36	200
V94	43	113	0	38	36	3
V95	202	18	4	14	186	42
V96	128	1	28	48	6	18
V97	0	3	98	5	2	54
V98	3	43	12	0	1	9
V99	2	10	2	53	6	10
V100	4	10	68	0	11	20
