Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	31	3	6	21	0	3	1	4	2	0	0	13	0	0	3	0	2	7
V2	0	2	4	10	0	25	27	7	0	4	30	0	4	0	0	0	0	0
V3	25	161	7	6	43	0	2	29	11	0	1	7	16	40	0	0	0	0
V4	11	5	34	2	0	1	0	0	7	0	0	0	0	0	2	0	0	0
V5	0	19	0	17	23	7	9	63	36	39	2	0	36	0	2	0	0	0
V6	0	22	2	0	48	0	0	1	46	41	0	0	0	0	20	4	0	0
V7	7	3	28	0	0	23	17	0	5	8	6	6	16	0	10	1	9	0
V8	16	0	18	40	79	19	6	22	8	34	28	18	59	2	24	0	0	0
V9	0	28	16	23	10	12	38	0	1	22	27	0	10	1	0	2	0	0
V10	16	28	27	14	0	0	2	0	5	6	0	4	0	0	0	0	0	0
V11	0	6	17	2	12	6	1	26	0	3	1	1	0	0	30	0	0	0
V12	15	5	12	89	1	5	12	0	0	0	4	9	0	0	0	0	0	22
V13	0	27	74	0	35	14	1	5	21	1	12	0	4	9	12	0	21	0
V14	38	12	44	8	1	1	0	0	6	2	2	0	0	1	0	5	0	0
V15	32	17	5	0	6	3	2	5	2	14	11	0	17	0	0	0	0	0
V16	0	34	19	1	7	5	3	6	6	0	4	0	0	0	0	1	3	0
V17	171	41	8	27	36	0	0	15	13	11	0	40	6	7	24	0	0	0
V18	5	0	1	6	0	15	5	4	0	0	15	0	0	0	0	0	0	4
V19	191	13	3	22	1	0	5	8	0	10	10	54	0	0	11	0	0	0
V20	5	22	32	3	13	3	13	0	7	3	1	10	0	0	25	9	1	0
V21	15	131	61	82	0	0	0	2	19	0	1	3	6	20	0	28	14	0
V22	184	44	212	0	40	14	21	62	26	0	0	23	10	0	0	0	0	0
V23	1	157	1	4	17	2	0	19	0	1	2	0	2	0	6	40	0	0
V24	0	99	230	32	0	0	5	0	4	1	14	0	0	6	3	33	42	1
V25	214	0	3	7	85	0	14	82	44	74	0	19	34	0	38	0	0	0
V26	53	5	61	177	27	3	0	5	2	5	4	0	10	0	10	0	0	18
V27	36	42	95	0	47	0	0	8	24	17	0	2	111	17	1	7	0	0
V28	26	365	0	0	40	7	4	31	29	10	14	1	47	15	0	0	0	0
V29	135	9	27	15	13	0	6	0	6	0	0	12	4	0	0	4	0	0
V30	7	63	205	2	70	170	76	1	0	19	37	0	0	0	4	0	0	0
V31	19	175	141	0	46	2	0	48	63	36	0	0	50	3	30	33	51	0
V32	38	15	45	1	3	0	0	1	2	2	0	0	0	0	1	5	23	4
V33	7	0	19	78	1	9	9	3	11	0	2	0	0	0	3	8	13	0
V34	112	104	0	78	1	28	14	8	12	0	2	6	31	0	6	4	0	0
V35	6	9	33	14	26	1	3	0	0	16	8	0	31	0	16	0	0	4
V36	37	12	1	6	9	0	0	2	0	6	2	8	0	0	1	0	0	1
V37	13	33	0	2	1	1	2	1	0	0	2	0	0	0	0	1	0	0
V38	14	1	12	417	10	0	1	6	6	14	0	0	0	0	6	0	0	0
V39	419	74	0	51	0	3	9	47	21	52	5	17	3	39	14	2	0	0
V40	2	4	32	99	0	66	27	9	0	6	61	0	0	0	0	0	0	21
V41	73	22	1	0	2	0	0	1	0	3	8	2	0	0	0	0	0	0
V42	2	93	63	0	61	31	6	24	25	39	8	7	24	0	46	21	36	0
V43	98	0	0	2	2	1	1	8	0	0	0	8	0	5	0	0	0	0
V44	62	0	11	10	27	6	0	4	8	1	1	32	0	0	9	0	0	0
V45	6	70	0	185	1	37	74	1	0	1	20	0	0	41	7	1	3	0
V46	39	4	5	125	7	0	3	2	3	0	9	15	2	1	0	8	0	0
V47	51	41	3	52	2	10	3	0	0	0	0	0	0	0	0	15	0	8
V48	59	146	14	0	35	16	12	36	0	0	1	11	0	29	8	26	0	2
V49	16	18	32	18	36	4	1	7	2	5	0	1	1	6	2	16	22	0
V50	16	0	28	0	50	1	2	2	24	11	0	13	0	60	11	0	0	0
V51	0	21	4	62	15	13	1	0	6	1	3	0	0	0	2	0	0	31
V52	65	28	2	59	47	0	0	7	9	0	0	33	0	0	0	3	0	0
V53	18	35	5	30	27	0	0	4	13	16	0	0	0	19	4	5	0	0
V54	8	81	97	7	1	6	0	0	17	0	2	2	0	0	16	42	0	0
V55	9	1	5	2	4	0	1	7	6	0	0	0	0	0	0	0	0	0
V56	0	31	3	217	11	6	36	19	6	18	10	5	0	53	2	0	0	0
V57	42	37	1	4	4	1	1	0	1	0	0	21	0	0	2	10	0	0
V58	22	59	11	60	0	24	18	14	1	0	24	3	2	0	4	0	21	36
V59	11	50	13	35	30	5	0	0	2	0	0	0	17	11	0	0	0	8
V60	68	5	49	3	1	49	40	8	2	42	17	0	36	0	20	3	16	26
V61	46	13	23	33	6	49	21	0	0	25	0	0	0	57	9	0	10	26
V62	0	232	25	31	8	27	16	3	14	2	6	0	0	30	5	40	22	0
V63	4	15	10	9	0	0	0	0	7	0	0	5	0	1	0	6	0	0
V64	58	49	3	3	0	24	8	0	0	0	63	1	7	0	0	11	0	0
V65	1	83	38	1	0	19	7	7	1	0	10	0	0	21	0	0	0	0
V66	62	9	89	2	32	33	64	20	13	0	2	4	0	2	4	6	13	0
V67	0	37	0	155	39	20	14	0	1	35	20	0	11	0	7	3	0	0
V68	0	26	3	9	58	1	0	56	29	21	3	9	0	13	8	0	0	22
V69	131	36	40	5	19	7	13	11	2	8	8	17	0	4	32	0	0	0
V70	1	8	0	1	2	0	0	6	4	6	1	1	0	0	0	0	0	0
V71	195	16	131	12	20	15	14	1	7	29	0	21	0	3	0	7	49	0
V72	12	62	4	20	1	33	24	0	2	0	35	1	0	0	3	0	0	0
V73	0	119	9	38	22	28	44	24	0	0	0	0	0	0	13	7	20	12
V74	240	111	7	9	30	8	13	18	6	1	1	18	5	2	0	12	0	0
V75	80	147	107	0	43	4	0	33	6	18	6	0	42	0	19	18	0	6
V76	0	0	3	1	0	6	1	2	1	0	19	0	0	0	0	0	0	0
V77	14	11	43	9	45	0	0	5	45	10	3	18	0	0	0	2	0	0
V78	73	21	1	40	1	0	0	11	0	0	0	0	0	0	7	1	0	0
V79	3	78	8	1	0	3	3	0	0	0	9	0	0	12	2	16	0	0
V80	0	0	216	5	27	0	0	2	28	0	0	0	0	27	5	17	25	0
V81	11	24	26	76	0	0	0	0	11	0	0	0	0	0	0	0	0	59
V82	197	24	89	4	4	0	0	0	0	0	0	34	0	0	0	1	0	0
V83	81	0	373	0	0	6	51	0	17	30	71	7	0	12	0	0	13	0
V84	9	51	9	2	7	14	37	4	0	0	12	0	1	2	7	0	12	4
V85	29	36	8	23	1	0	12	3	0	1	10	7	0	2	5	12	1	0
V86	2	2	22	4	2	2	1	0	13	0	0	0	0	1	5	3	1	0
V87	0	1	12	26	0	1	2	0	5	4	0	13	0	5	3	0	5	0
V88	21	0	9	17	0	7	8	3	17	1	9	0	0	0	0	1	0	0
V89	15	27	34	0	11	3	11	6	17	5	0	0	13	0	0	3	0	0
V90	240	0	4	12	11	1	0	0	2	10	7	32	8	0	0	0	0	0
V91	111	55	7	203	0	5	1	0	2	0	9	22	0	0	0	0	4	0
V92	12	123	8	11	5	0	0	2	1	0	0	2	0	20	0	0	19	0
V93	0	27	16	11	16	4	7	7	4	3	0	0	4	0	0	4	0	0
V94	35	57	43	89	16	2	0	0	4	0	0	7	0	27	0	4	0	24
V95	6	51	4	3	2	10	3	0	0	0	0	1	3	6	0	11	0	0
V96	18	9	26	172	0	18	9	0	6	0	1	0	4	3	2	0	0	3
V97	233	0	13	0	7	14	9	2	0	0	4	25	0	0	2	0	28	0
V98	13	35	2	38	1	3	2	0	1	1	0	0	0	0	0	0	0	14
V99	23	261	103	0	7	0	0	0	22	5	0	3	0	26	7	36	4	0
V100	402	23	10	0	14	13	23	0	0	0	18	48	0	0	0	0	0	0
