Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	68	235	14	105	0	2	13	28
V2	69	100	287	4	0	26	101	0
V3	583	135	0	64	34	8	0	17
V4	0	6	119	18	10	1	42	14
V5	86	5	10	6	8	18	58	0
V6	89	10	0	301	8	218	52	0
V7	1	0	44	54	1	20	0	0
V8	323	0	51	5	0	44	30	8
V9	31	55	1	100	6	4	0	0
V10	0	9	138	0	28	0	26	0
V11	62	15	87	59	0	0	0	0
V12	20	373	10	1	0	17	0	17
V13	347	102	4	2	138	2	23	55
V14	195	85	0	43	0	7	0	0
V15	32	0	153	2	1	116	19	47
V16	155	41	0	0	50	7	6	1
V17	6	2	0	21	184	58	14	0
V18	4	0	45	18	17	36	17	0
V19	0	2	63	20	271	124	9	23
V20	8	49	0	42	6	18	0	23
V21	0	653	110	125	79	28	0	29
V22	28	122	13	18	18	14	27	12
V23	4	0	4	18	4	0	0	4
V24	32	0	24	20	72	133	10	1
V25	111	543	40	21	9	22	21	35
V26	38	18	56	66	3	46	0	80
V27	0	368	26	1	25	2	0	2
V28	0	5	115	215	246	57	0	30
V29	38	5	0	96	1	4	11	0
V30	0	138	9	81	14	12	59	4
V31	124	0	89	34	112	9	23	0
V32	1	70	7	0	9	14	0	0
V33	0	2	2	0	111	0	6	27
V34	92	1	0	122	0	9	30	0
V35	278	0	36	100	13	9	0	16
V36	175	76	0	65	0	42	23	0
V37	95	6	18	473	37	89	24	11
V38	329	102	1	288	67	132	16	2
V39	278	264	0	2	0	53	20	0
V40	3	81	187	62	0	28	61	0
V41	260	6	225	6	0	97	76	0
V42	14	6	134	0	128	3	0	0
V43	0	29	57	21	172	20	0	59
V44	0	85	125	7	112	2	14	110
V45	142	312	60	41	20	137	0	58
V46	334	96	0	1	19	37	0	12
V47	0	27	50	12	18	56	0	0
V48	108	57	85	42	45	0	42	0
V49	230	17	327	57	113	7	16	0
V50	97	0	9	51	64	356	55	42
V51	158	3	23	79	94	4	3	16
V52	73	2	50	106	15	39	51	0
V53	26	29	0	4	2	4	0	0
V54	41	9	42	75	250	17	0	0
V55	0	1	0	290	14	2	0	0
V56	4	0	32	30	5	48	31	11
V57	0	8	135	14	0	118	0	0
V58	39	0	8	6	212	125	5	2
V59	104	36	147	156	135	40	84	0
V60	15	0	266	12	23	118	0	49
V61	67	63	23	17	0	80	65	0
V62	86	10	30	43	14	59	0	52
V63	3	168	0	41	0	0	0	2
V64	320	153	0	47	4	38	8	0
V65	0	59	83	78	100	182	32	12
V66	78	52	0	59	1	50	6	0
V67	28	0	58	88	22	2	22	5
V68	12	1	24	12	3	0	0	37
V69	12	0	149	16	29	0	0	10
V70	60	445	36	23	0	23	38	0
V71	43	0	43	40	39	4	0	4
V72	149	5	413	66	68	0	134	0
V73	155	69	32	18	0	30	57	52
V74	37	42	6	4	20	7	12	25
V75	400	0	7	5	0	29	13	0
V76	12	3	21	161	38	22	11	0
V77	20	199	54	121	0	0	19	0
V78	25	19	4	2	77	199	25	0
V79	24	1	7	2	4	46	35	0
V80	74	5	16	35	0	63	0	0
V81	13	0	104	68	1	1	32	0
V82	8	21	48	85	273	239	62	0
V83	35	72	59	51	1	0	8	14
V84	21	0	596	0	57	76	326	0
V85	240	0	150	282	34	0	30	3
V86	0	188	78	5	34	2	6	17
V87	16	325	370	30	96	50	5	88
V88	9	6	9	3	3	13	2	0
V89	87	49	0	33	18	172	40	0
V90	75	309	3	263	44	1	0	43
V91	0	11	80	5	1	0	13	11
V92	64	1	0	0	11	38	25	0
V93	214	51	0	23	110	4	22	0
V94	41	48	21	4	1	6	1	6
V95	12	1	0	51	4	27	8	0
V96	14	137	147	0	2	29	55	0
V97	0	132	61	71	231	4	25	13
V98	72	21	37	0	178	22	131	0
V99	0	0	7	7	10	0	0	0
V100	58	90	0	51	1	50	0	0
