MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.21E-04	5.20E-04	0.00E+00	1.40E-46	4.30E-02	4.26E-03	1.14E-02	5.41E-02	1.53E-02	9.09E-03	2.25E-02	1.68E-02	3.79E-02	2.22E-02
1:Del:C:1	6.66E-04	0.00E+00	4.21E-08	7.11E-08	1.11E-02	1.30E-02	3.35E-03	5.18E-02	2.28E-03	9.04E-03	6.01E-03	2.91E-02	5.24E-03	1.22E-02
1:Del:C:2	4.91E-06	0.00E+00	4.17E-05	1.01E-07	1.22E-03	5.71E-04	1.90E-03	1.40E-03	1.59E-03	1.93E-03	0.00E+00	8.76E-04	2.39E-03	2.42E-03
1:Del:C:3	0.00E+00	3.81E-04	1.57E-07	1.36E-08	2.37E-03	3.01E-03	2.00E-03	4.27E-03	4.65E-03	7.88E-04	6.12E-03	6.39E-03	3.25E-03	7.45E-03
1:Del:C:4	5.27E-05	5.82E-04	2.12E-04	1.43E-08	2.26E-03	3.14E-03	0.00E+00	6.44E-03	6.67E-04	1.16E-03	1.21E-03	4.38E-03	3.17E-03	2.11E-03
1:Del:C:5	0.00E+00	2.42E-03	6.86E-04	0.00E+00	0.00E+00	1.02E-02	1.12E-03	7.33E-04	0.00E+00	5.72E-04	9.91E-03	1.78E-03	2.25E-03	7.83E-03
1:Del:T:0	0.00E+00	2.26E-03	4.48E-04	1.15E-07	2.26E-02	4.52E-03	7.28E-04	3.26E-02	1.10E-02	5.42E-03	0.00E+00	2.13E-02	6.70E-02	8.18E-03
1:Del:T:1	4.12E-08	6.34E-04	6.40E-07	2.75E-08	7.57E-03	2.32E-07	3.93E-03	7.54E-03	4.67E-03	8.47E-03	1.45E-03	8.20E-03	1.85E-02	6.67E-03
1:Del:T:2	0.00E+00	3.15E-08	3.39E-07	1.84E-03	2.52E-02	9.85E-03	8.05E-07	3.27E-02	2.42E-03	2.09E-03	3.69E-02	4.10E-02	1.14E-07	1.41E-02
1:Del:T:3	2.08E-04	2.59E-03	6.18E-04	3.50E-07	1.45E-02	2.75E-03	1.12E-03	2.80E-02	0.00E+00	1.17E-06	1.04E-02	7.27E-02	4.34E-02	1.30E-02
