MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.38E-03	1.00E-03	2.66E-03	5.20E-03	3.05E-02	8.16E-05	1.68E-02	6.12E-03
1:Del:C:1	2.47E-04	1.12E-06	7.22E-05	1.50E-03	5.12E-03	1.01E-03	1.72E-02	1.09E-02
1:Del:C:2	1.10E-04	7.61E-05	2.00E-04	6.27E-04	3.37E-04	4.16E-04	8.86E-04	3.05E-04
1:Del:C:3	6.51E-05	4.17E-04	3.14E-04	8.80E-04	1.11E-03	9.69E-04	2.84E-03	3.76E-03
1:Del:C:4	3.74E-04	4.64E-04	1.83E-04	1.83E-04	1.11E-03	6.63E-04	7.81E-03	3.17E-03
1:Del:C:5	1.27E-03	4.14E-04	3.63E-04	0.00E+00	6.23E-04	8.54E-05	8.92E-03	5.09E-03
1:Del:T:0	1.14E-03	1.05E-03	2.16E-04	2.65E-03	1.69E-02	0.00E+00	3.90E-02	1.09E-03
1:Del:T:1	2.14E-09	4.68E-09	0.00E+00	2.14E-03	3.77E-03	1.00E-07	1.17E-02	1.35E-03
1:Del:T:2	9.32E-04	5.37E-04	9.29E-04	1.88E-03	4.38E-03	1.20E-03	1.35E-02	3.38E-03
1:Del:T:3	1.75E-03	1.12E-03	1.15E-03	3.47E-03	1.11E-02	3.11E-04	3.07E-02	1.12E-02
1:Del:T:4	6.40E-03	5.31E-05	5.71E-03	0.00E+00	9.77E-03	0.00E+00	1.85E-02	4.92E-02
1:Del:T:5	8.76E-03	2.99E-46	2.14E-46	8.84E-04	2.33E-03	2.76E-02	1.58E-02	8.44E-02
1:Ins:C:0	6.47E-05	7.46E-08	2.37E-08	3.06E-04	1.36E-08	7.55E-05	5.94E-04	5.38E-05
1:Ins:C:1	5.02E-09	1.60E-04	7.37E-05	3.17E-04	2.47E-04	9.38E-06	4.73E-04	1.23E-08
1:Ins:C:2	1.39E-05	5.29E-05	4.22E-05	3.63E-04	9.91E-05	2.05E-04	0.00E+00	3.61E-04
1:Ins:C:3	1.98E-05	1.58E-04	7.53E-05	1.31E-08	4.98E-05	1.77E-04	5.33E-05	3.21E-04
