NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	103.023	49.502	31.427	35.957	0.318	0.903	20000.0
2	103.874	49.134	32.433	36.382	0.307	0.905	20000.0
3	104.567	49.405	32.414	36.278	0.315	0.904	20000.0
4	102.637	49.068	31.365	36.115	0.31	0.904	20000.0
5	102.395	48.058	31.33	35.202	0.303	0.908	20000.0
6	101.653	48.48	31.531	35.981	0.309	0.906	20000.0
7	118.163	56.19	42.01	43.427	0.342	0.872	20000.0
8	103.32	48.96	31.855	36.126	0.314	0.906	30000.0
9	107.273	51.266	33.852	37.828	0.328	0.899	20000.0
10	114.842	54.799	41.24	43.144	0.334	0.872	20000.0
