Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V27	1.94E+00	5.64E+00	5.97E+00	1.57E+00	3.29E+00
V28	1.26E+00	8.67E-01	1.25E+00	2.05E+00	1.67E+00
V29	9.98E-01	1.28E+00	7.02E-01	4.67E-01	1.15E+00
V30	1.10E+00	1.07E+00	1.42E+00	5.12E-01	5.54E-01
V31	1.50E+00	1.03E+00	8.85E-01	0.00E+00	8.36E-01
V32	2.82E+00	1.29E+00	0.00E+00	2.59E+00	2.68E+00
V33	1.95E+00	8.84E-01	2.27E+00	1.39E+00	1.29E+00
V34	1.16E+00	1.13E+00	1.27E+00	4.52E-01	0.00E+00
V35	2.00E-01	1.13E+00	0.00E+00	1.93E+00	1.14E+00
V36	1.69E+00	1.92E+00	2.82E+00	1.05E+00	0.00E+00
V37	3.79E+00	3.53E+00	2.80E+00	6.80E-01	3.99E+00
V38	2.13E-01	1.73E+00	0.00E+00	1.82E+00	1.59E+00
V39	2.81E+00	3.18E+00	1.82E+00	3.00E+00	1.14E+00
V40	3.27E+00	1.26E+00	2.44E+00	4.08E+00	1.96E+00
V41	5.73E-01	3.66E+00	2.75E+00	2.00E+00	5.16E-01
V42	3.00E+00	7.57E-01	0.00E+00	3.33E-01	3.12E+00
V43	2.19E+00	3.01E+00	3.74E+00	3.40E+00	7.61E-01
V44	7.12E-01	4.90E-01	8.94E-01	0.00E+00	0.00E+00
V45	1.01E+00	1.83E+00	2.29E+00	2.19E+00	1.20E+00
V46	1.03E+00	7.31E-01	0.00E+00	1.28E+00	1.85E+00
V47	1.93E+00	2.13E-01	2.17E+00	3.24E+00	3.17E+00
V48	3.41E+00	6.90E-01	2.36E+00	3.77E+00	1.21E+00
V49	1.26E+00	1.94E+00	1.37E+00	0.00E+00	1.90E+00
V50	3.19E+00	2.71E+00	1.10E+00	1.86E+00	3.58E+00
V51	3.43E+00	9.07E-01	3.53E+00	0.00E+00	3.75E+00
V52	3.44E+00	3.33E-01	3.03E+00	0.00E+00	1.83E+00
V53	3.59E-01	5.33E-01	5.33E-01	1.18E+00	8.59E-01
V54	1.81E+00	1.41E+00	0.00E+00	2.15E+00	9.12E-01
V55	3.26E+00	3.07E+00	5.93E-01	7.92E-01	0.00E+00
V56	1.14E+00	5.81E-01	6.05E-01	1.65E+00	2.33E+00
V57	1.87E+00	2.99E+00	1.84E+00	3.16E+00	1.38E+00
V58	2.00E-01	2.60E-01	7.60E-01	8.59E-01	3.67E-01
V59	4.70E+00	1.48E+00	2.99E+00	1.84E+00	3.72E+00
V60	1.62E+00	3.90E+00	1.85E+00	2.23E+00	2.30E+00
V61	1.42E+00	2.62E+00	1.67E+00	1.26E+00	0.00E+00
V62	3.23E+00	2.73E+00	0.00E+00	1.54E+00	2.45E+00
V63	4.96E-01	3.05E+00	2.15E+00	1.00E+00	1.73E+00
V64	2.06E+00	3.25E+00	8.62E-01	3.99E+00	3.17E+00
V65	2.84E+00	1.76E+00	0.00E+00	0.00E+00	2.67E+00
V66	5.44E+00	3.96E-01	0.00E+00	3.81E+00	4.54E+00
V67	2.50E+00	3.07E+00	1.54E+00	2.26E+00	4.73E-01
V68	1.37E+00	5.86E-01	1.31E+00	1.26E+00	1.27E+00
V69	1.62E+00	1.41E+00	1.04E+00	2.18E+00	1.80E+00
V70	1.22E+00	0.00E+00	9.24E-01	5.78E-01	2.13E-01
V71	1.64E+00	1.32E+00	1.41E+00	9.24E-01	6.33E-01
V72	2.27E+00	1.50E+00	3.15E+00	2.25E+00	0.00E+00
V73	3.30E+00	1.75E+00	1.04E+00	8.00E-01	3.16E+00
V74	4.13E+00	4.39E+00	6.83E+00	2.32E+00	7.04E+00
V75	3.50E+00	1.86E+00	0.00E+00	5.59E-01	2.52E+00
V76	6.05E-01	1.92E+00	2.58E+00	0.00E+00	3.57E+00
V77	9.40E-01	1.60E+00	0.00E+00	2.02E+00	6.74E-01
V78	3.28E+00	0.00E+00	2.43E+00	1.54E+00	1.22E+00
V79	5.95E+00	1.86E+00	4.03E+00	1.61E+00	1.84E+00
V80	2.14E+00	1.83E+00	7.75E-01	1.30E+00	1.99E+00
V81	9.64E-01	1.82E+00	2.29E+00	3.25E+00	1.33E+00
V82	4.38E+00	5.66E+00	3.43E+00	2.07E+00	3.52E+00
V83	2.28E+00	5.86E-01	1.10E+00	1.53E+00	1.79E+00
V84	2.90E+00	3.59E-01	5.66E+00	2.99E+00	1.51E+00
V85	3.42E+00	1.61E+00	4.99E-01	4.48E+00	2.12E+00
V86	1.94E+00	1.21E+00	1.41E+00	0.00E+00	1.78E+00
V87	2.66E+00	1.11E+00	1.01E+00	4.59E+00	3.83E+00
V88	1.75E+00	6.74E-01	3.97E+00	3.24E+00	6.90E-01
V89	1.63E+00	1.71E+00	9.33E-01	1.04E+00	1.41E+00
V90	1.85E+00	3.67E-01	2.18E+00	8.00E-01	1.73E+00
V91	1.92E+00	1.16E+00	8.75E-01	4.58E-01	1.65E+00
V92	1.63E+00	1.51E+00	3.92E+00	1.73E+00	4.83E+00
V93	3.10E+00	1.81E+00	3.25E+00	1.41E+00	4.00E+00
V94	1.06E+00	3.27E-01	6.46E-01	1.34E+00	7.92E-01
V95	1.06E+00	2.53E+00	3.36E+00	2.28E+00	1.41E+00
V96	4.67E-01	1.61E+00	2.59E+00	1.29E+00	1.37E+00
V97	1.31E+00	1.35E+00	3.01E+00	1.02E+00	2.28E+00
V98	1.52E+00	1.88E+00	1.99E+00	1.59E+00	2.86E+00
V99	4.10E+00	2.49E+00	3.14E+00	3.85E+00	1.36E+00
V100	1.55E+00	2.60E-01	1.61E+00	0.00E+00	0.00E+00
