Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	79	69	67	7	0
V2	18	85	76	15	2
V3	83	1	0	11	89
V4	0	586	89	78	44
V5	42	38	12	19	93
V6	131	15	38	46	18
V7	61	1	18	19	17
V8	189	15	128	22	66
V9	15	20	170	12	0
V10	68	130	28	29	22
V11	202	47	5	64	30
V12	53	2	30	90	227
V13	185	27	247	38	18
V14	22	170	0	1	59
V15	44	26	75	23	14
V16	0	1	148	0	70
V17	52	51	21	27	16
V18	258	48	35	43	72
V19	1	20	5	84	209
V20	106	1	51	49	8
V21	155	54	8	20	21
V22	41	75	48	7	3
V23	11	88	4	21	70
V24	41	25	85	2	99
V25	39	0	32	3	58
V26	89	52	68	14	78
V27	50	274	470	20	89
V28	11	10	22	429	10
V29	10	75	1	2	58
V30	17	23	133	2	0
V31	103	9	0	0	5
V32	423	50	0	54	21
V33	47	10	53	27	14
V34	6	22	42	16	0
V35	0	12	0	105	5
V36	37	47	96	8	1
V37	181	85	50	25	54
V38	0	58	0	66	18
V39	53	133	35	189	25
V40	114	10	47	178	137
V41	2	192	91	70	4
V42	80	4	3	0	202
V43	93	168	144	130	0
V44	10	4	28	0	0
V45	0	51	253	41	0
V46	6	12	0	8	97
V47	35	1	59	108	66
V48	67	1	34	136	20
V49	41	126	22	0	35
V50	148	89	0	35	191
V51	22	7	74	0	158
V52	40	1	258	0	54
V53	4	2	0	31	12
V54	56	26	0	35	0
V55	91	133	0	5	0
V56	20	4	5	23	52
V57	27	323	13	77	16
V58	0	2	51	14	1
V59	90	12	25	20	143
V60	18	252	28	39	33
V61	20	62	65	32	0
V62	136	82	16	7	48
V63	2	118	90	86	22
V64	20	87	3	187	82
V65	171	50	11	0	45
V66	306	2	0	246	51
V67	131	86	0	51	0
V68	35	2	20	15	12
V69	31	59	4	28	74
V70	169	0	0	2	0
V71	39	18	35	6	3
V72	347	24	42	16	0
V73	125	24	23	5	61
V74	71	226	311	103	219
V75	114	71	0	2	93
V76	8	38	94	0	127
V77	2	17	0	46	4
V78	117	0	84	23	27
V79	194	22	49	28	20
V80	125	20	15	37	35
V81	13	100	84	91	11
V82	137	296	69	52	131
V83	84	6	13	17	26
V84	62	8	311	153	0
V85	87	39	0	219	80
V86	41	9	6	0	53
V87	201	11	2	102	80
V88	13	5	86	222	8
V89	62	82	2	6	19
V90	48	2	55	6	29
V91	83	11	8	2	13
V92	5	20	178	31	230
V93	123	27	70	18	146
V94	23	1	4	102	5
V95	0	345	223	92	15
V96	0	45	104	38	125
V97	14	41	72	11	23
V98	36	64	27	10	29
V99	81	37	92	169	14
V100	20	1	37	0	0
