Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V30	4.34E+00	1.80E+01	1.37E+00	1.15E+00	1.50E+01
V31	5.26E-01	6.46E-01	1.58E+00	8.46E-01	1.46E+00
V32	1.01E+00	1.00E+00	1.47E+00	1.52E+00	1.56E+00
V33	2.05E+00	2.38E+00	2.54E+00	7.37E-01	1.87E+00
V34	1.28E+00	2.28E+00	2.27E+00	2.26E+00	7.57E-01
V35	2.62E+00	3.24E+00	1.69E+00	0.00E+00	3.43E+00
V36	2.46E+00	3.30E+00	1.38E+00	2.23E+00	1.19E+00
V37	5.52E+00	4.01E+00	5.84E+00	8.62E-01	1.63E+00
V38	2.12E+00	1.45E+00	1.05E+00	3.27E-01	4.00E-01
V39	2.42E+00	2.73E+00	6.00E-01	6.80E-01	1.56E+00
V40	1.08E+00	2.39E+00	1.09E+00	1.81E+00	3.80E+00
V41	2.66E+00	2.82E+00	6.70E-01	3.11E+00	1.72E+00
V42	4.16E-01	2.26E+00	1.52E+00	2.81E+00	1.18E+00
V43	4.88E+00	7.75E+00	1.80E+00	2.13E+00	3.54E+00
V44	5.73E+00	4.91E+00	2.49E+00	3.71E-01	3.79E-01
V45	2.00E-01	7.00E-01	2.17E+00	3.23E+00	2.49E+00
V46	1.33E+00	1.53E+00	3.12E+00	2.56E+00	2.18E+00
V47	2.39E+00	6.36E+00	2.77E+00	3.13E+00	5.16E+00
V48	1.03E+00	4.44E+00	2.55E+00	3.64E+00	3.12E+00
V49	2.98E+00	4.57E+00	3.36E+00	1.77E+00	2.12E+00
V50	1.43E+00	1.92E+00	1.42E+00	1.18E+00	1.45E+00
V51	9.35E+00	1.88E+01	9.45E+00	2.28E+00	4.62E+00
V52	6.92E+00	5.99E+00	8.70E-01	1.76E+00	1.06E+00
V53	4.59E+00	5.36E+00	1.35E+00	4.82E-01	5.28E+00
V54	8.28E+00	9.94E+00	4.27E-01	1.84E+00	2.45E+00
V55	2.78E+00	2.20E+00	1.00E+00	1.81E+00	5.73E-01
V56	8.09E-01	1.61E+00	1.96E+00	1.60E+00	1.89E+00
V57	3.13E+00	3.97E+00	4.65E+00	4.38E+00	1.29E+00
V58	6.51E+00	5.69E+00	0.00E+00	3.24E+00	1.51E+00
V59	1.40E+00	3.35E+00	1.13E+00	2.82E+00	3.90E+00
V60	1.89E+00	1.33E+00	1.49E+00	2.74E+00	0.00E+00
V61	3.77E+00	4.85E+00	2.92E+00	9.32E-01	1.86E+00
V62	6.74E-01	1.15E+00	0.00E+00	1.93E+00	1.33E+00
V63	3.12E+00	1.79E+01	1.78E+00	1.22E+00	1.47E+01
V64	1.48E+00	6.46E+00	4.16E-01	1.12E+00	5.85E+00
V65	2.89E+00	3.59E+00	2.44E+00	1.87E+00	1.68E+00
V66	6.01E+00	2.56E+01	9.75E-01	3.59E-01	1.98E+01
V67	2.46E+00	5.52E+00	4.52E+00	2.40E+00	2.43E+00
V68	0.00E+00	0.00E+00	5.12E-01	5.00E-01	7.75E-01
V69	1.31E+00	1.88E+00	1.09E+00	1.34E+00	1.71E+00
V70	3.59E+00	0.00E+00	2.56E+00	1.65E+00	2.94E+00
V71	1.93E+00	1.44E+00	1.19E+00	0.00E+00	2.57E+00
V72	7.61E-01	7.67E-01	2.72E+00	2.17E+00	0.00E+00
V73	8.14E-01	4.71E+00	4.15E+00	6.87E-01	2.07E+00
V74	1.02E+00	0.00E+00	1.10E+00	2.15E+00	1.60E+00
V75	1.68E+00	4.28E+00	0.00E+00	3.33E+00	2.67E-01
V76	3.02E+00	4.29E+00	8.17E-01	2.57E+00	1.71E+00
V77	1.60E+00	2.46E+00	2.37E+00	5.42E-01	1.97E+00
V78	2.21E+00	8.14E-01	1.92E+00	1.60E+00	1.54E+00
V79	4.02E+00	9.13E+00	2.80E+00	1.86E+00	7.42E+00
V80	2.65E+00	1.70E+00	1.27E+00	2.44E+00	7.95E-01
V81	3.37E+00	7.12E+00	7.52E-01	1.37E+00	3.72E+00
V82	5.12E+00	5.67E+00	3.22E+00	7.42E-01	1.98E+00
V83	1.79E+00	2.51E+00	0.00E+00	1.07E+00	2.50E+00
V84	2.62E+00	7.07E+00	5.88E+00	4.96E-01	9.29E-01
V85	4.03E+00	4.73E+00	2.03E+00	2.38E+00	1.89E+00
V86	3.00E+00	2.35E+00	5.54E-01	2.45E+00	1.85E+00
V87	4.25E+00	4.38E+00	2.73E+00	1.81E+00	1.73E+00
V88	1.34E+00	1.23E+00	0.00E+00	3.27E-01	1.30E+00
V89	1.89E+00	2.72E+00	2.48E+00	1.16E+00	6.80E-01
V90	1.40E+00	0.00E+00	1.67E-01	8.98E-01	1.17E+00
V91	1.61E+00	5.41E+00	4.79E+00	2.47E+00	3.39E+00
V92	1.72E+01	2.14E+01	1.03E+00	1.26E+00	4.35E+00
V93	1.99E+00	3.34E+00	2.26E+00	1.97E+00	1.08E+00
V94	1.20E+00	1.53E+00	9.67E-01	7.12E-01	0.00E+00
V95	0.00E+00	2.32E+00	2.45E+00	5.86E-01	6.40E-01
V96	1.58E+00	3.54E+00	6.74E-01	3.00E+00	3.79E+00
V97	2.01E+00	3.86E+00	1.48E+00	5.86E-01	2.10E+00
V98	2.75E+00	2.53E+00	2.91E+00	1.78E+00	4.33E-01
V99	2.70E+00	1.94E+00	1.03E+00	1.84E+00	2.18E+00
V100	5.85E+00	7.42E+00	7.75E-01	3.48E-01	2.62E+00
