NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	123.136	47.443	36.394	34.632	0.299	0.92	40000.0
2	121.997	46.499	35.74	33.693	0.296	0.924	30000.0
3	123.746	47.349	36.632	34.574	0.297	0.92	20000.0
4	132.373	50.582	43.438	39.539	0.305	0.906	40000.0
5	132.062	50.085	41.967	38.443	0.296	0.909	20000.0
6	124.676	48.189	36.756	34.723	0.302	0.922	20000.0
7	135.528	51.617	47.094	40.419	0.312	0.89	40000.0
8	121.453	47.139	36.06	33.835	0.301	0.923	50000.0
9	131.143	49.498	42.236	38.506	0.297	0.909	20000.0
10	137.776	52.991	44.936	40.276	0.32	0.894	20000.0
