MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	0.0007753207127097994	0.0006431492943374906	0.02544059588573873	0.03324332892894745	0.001998819257132709	0.1027515522390604	0.054848248586292586	0.04625051762908697
1:Del:C:1	0.0003731593981501646	0.0022532724565826356	0.014350619660693089	0.010165587367955595	0.0005881140235578641	0.0461575130932033	0.055130774974823	0.005733889337425353
1:Del:C:2	0.0005725356827315409	0.002063996121287346	0.00757696132408455	0.008167100194841624	0.00030975845220382325	0.019757741861976683	0.027102745920419693	0.008173053371720015
1:Del:C:3	0.0028870834549888967	0.0007476952018845395	0.006052911831066012	0.003851438402198255	9.948089285671813e-10	0.01442794849164784	0.015204545855522156	0.009547275223303587
1:Del:C:4	0.008463659137487412	9.487014376873049e-05	0.010537592517212034	0.0035705448081716894	2.2788997711131742e-09	0.0086279462184757	0.003091910281218588	0.0024400508597182125
1:Del:C:5	0.022958925105631352	0.001099367357455776	0.02733255894447211	0.0012021964183077216	0.00023552823665070387	0.005056293325033039	8.490124717354775e-05	0.011186205284504923
1:Del:T:0	0.001228641948546283	0.0023167001781985164	0.022917841207236053	0.009731321381404996	0.00100387268117629	0.04745970845222473	0.06876778975129128	0.022122555485248087
1:Del:T:1	0.00149020167067647	0.002410575965186581	0.013820270793512463	0.0017100722136274271	0.0005643661157228052	0.03798114389181137	0.040567434206604955	0.002223993347297437
1:Del:T:2	0.003294760830467567	0.0006513939722208306	0.01354905944026541	0.010462923590093851	0.00047114712418988347	0.046998864375054836	0.04064917296171188	0.00522578977961075
1:Del:T:3	0.015019427128136158	0.0022888258734019475	0.026851141998192975	0.016629684064537287	0.0007290091770119034	0.058796797543764115	0.021549955625087023	0.01046211989596486
1:Del:T:4	0.04427082054316998	0.0006529840861912817	0.046719061499461534	0.014725620814133436	0.002792818867601454	0.06400643508269123	0.00870905028656125	0.03312921096679929
1:Del:T:5	0.7327616333961486	0.015827304603959518	0.29859897889196874	0.010404810287399186	0.01167173495516181	0.010406452540859456	0.0060989808878578345	1.2212949377499172e-06
1:Ins:C:0	0.0022731960191163737	0.00020786968991160393	0.014221160061792944	0.011785910008475184	0.3332896113395691	0.014765720700472678	0.013283461814247964	0.002842481018704461
1:Ins:C:1	0.0013007225273429413	0.0007723274688032688	0.0010496006434550509	0.0020662819617427884	0.05945571318268776	0.0015586734464159235	0.00029810747522731164	0.0016651638578713346
1:Ins:C:2	0.0012103168282192201	0.002245083898305893	0.00034420320065692067	0.00022173031902639195	0.015520392581820489	0.00015158533351495863	0.0005736217013327404	0.0014006447408439727
1:Ins:C:3	0.0003539978992193937	0.00044217831746209415	0.0003856691729743034	5.147522664628923e-05	0.004250060869380832	0.0004186842497438192	0.00012331100413575768	0.0005419102126754182
1:Ins:C:4	0.00014394752841326408	0.00011495665537140099	0.00021458043058302678	5.2773712086491285e-05	0.0025705680111423133	0.00011815906196716242	1.3095780741423368e-05	0.0010258714946490954
1:Ins:C:5	0.000323305289784912	0.00018975262355525047	0.0001845303812297061	0.0	0.00017351398309813247	0.0008825596980750561	5.954512258995237e-05	0.00022057552560113435
1:Ins:T:0	0.07267293516546487	0.498088995218277	0.15010640263557434	0.018394982995042105	0.36684157252311705	0.12270746432579421	0.09573648493736982	0.08147736193881429
1:Ins:T:1	0.023339714743196963	0.2137405002117157	0.07233337808400392	0.004142780546098948	0.12011329501867295	0.06439610807785356	0.04348412796934958	0.044558706395891934
1:Ins:T:2	0.009370611812919379	0.06544886946678162	0.021720734909176826	6.849642551969736e-05	0.0336429525911808	0.011856297627091408	0.011633735643699765	0.008034268172207249
1:Ins:T:3	0.004678199752233923	0.04073313847184181	0.009859766163863241	0.0012048676022095605	0.0179834471270442	0.009494391875341535	0.008779333038255573	0.011905705068699035
1:Ins:T:4	0.004480767594650388	0.02808315895497799	0.007718705181032419	0.0028833991847932337	0.007834578063338996	0.004682445923100766	0.00161259388551116	9.661136065574283e-05
1:Ins:T:5	0.006271008918993175	0.03873938992619515	0.009226023910330526	0.0022268269478809086	0.005104290805757045	0.004569131770113017	0.004726774014998227	0.009862653287646026
2:Del:R:0	0.0016091369488276542	0.0005242610507434986	0.010263775675557554	0.0028571831711451524	2.8340935642745536e-09	0.00813205969054252	0.03015534982085228	0.008748945108553698
2:Del:R:1	0.005260936301201582	0.0006242004502564669	0.021243052564095706	0.0026833162744878793	0.0011936600314220414	0.024952781945466997	0.027385610062628983	0.01141850025019238
2:Del:R:2	0.001185374482943189	0.0002717535057389312	0.0061239756434224545	0.0006850042607402429	0.00020403381093210272	0.01083652839064598	0.006463271309621632	0.007183740375353409
2:Del:R:3	0.0032694532163441183	2.0140718256698164e-05	0.0033977550326380877	0.0005610337562393397	8.207409853966397e-09	0.0015737606398761273	0.001374186319008004	0.0035478160171930995
2:Del:R:4	0.001601541214622557	0.0	0.0018967530917143448	7.025773690145343e-05	1.4238551884204753e-08	0.00018313662161972388	0.0009962574436144678	0.003380165436127527
2:Del:R:5	0.0010115151852369308	0.0	0.0015870250691659748	0.0	3.234752554703846e-10	0.0	0.0	0.1356682676076889
3:Del:R:0	0.00017545921044074931	0.0007227991204126739	0.003188579315901734	0.005756516053806991	0.0002172787231214812	0.0013286956419506168	0.016133338175714017	0.0010511877306271344
3:Del:R:1	0.0023928399756550788	0.000482388797972817	0.023324838064145297	0.0015525861992500723	0.00044225688238000107	0.020510266661876813	0.020407921550795436	0.03434212729334831
