Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V40	6	60	28	0	33	1	10	0	32	10	0	0	6	0	20	8	0	9	0	0
V41	127	20	21	47	0	137	6	18	0	29	2	10	1	7	0	0	6	0	0	0
V42	3	2	23	0	43	4	2	0	22	4	0	0	17	3	0	0	0	0	17	0
V43	0	5	14	0	4	0	23	1	0	19	4	0	12	4	13	1	5	0	9	2
V44	19	5	59	18	11	8	16	19	19	0	12	10	5	2	17	0	0	0	3	21
V45	70	18	6	11	21	24	114	1	0	41	12	6	0	47	0	0	0	19	0	0
V46	11	3	30	20	3	6	29	13	0	11	0	3	1	37	88	0	0	0	0	0
V47	60	0	40	0	19	45	14	0	34	17	13	0	8	29	32	0	13	0	0	0
V48	38	1	60	34	0	35	31	21	21	40	1	14	0	26	18	0	7	0	0	0
V49	53	0	170	4	81	18	1	7	39	2	49	10	23	0	0	31	4	0	19	0
V50	109	19	29	0	18	25	67	0	36	68	29	1	11	63	1	0	0	4	0	15
V51	0	100	21	3	11	2	4	0	68	0	33	2	3	0	11	24	1	26	5	0
V52	22	65	23	33	16	5	0	11	9	3	17	19	16	0	0	3	2	29	9	0
V53	137	7	4	0	0	18	3	0	3	3	0	0	6	2	26	0	0	4	2	5
V54	6	2	24	14	7	1	10	13	0	0	4	7	0	1	0	0	2	0	2	0
V55	11	337	4	14	0	7	1	18	0	1	25	6	34	0	0	0	0	38	0	0
V56	36	84	15	24	0	72	5	26	36	0	27	3	10	0	0	39	0	44	7	0
V57	11	8	0	57	1	5	37	22	0	13	0	11	0	13	0	0	0	5	0	0
V58	36	203	24	240	2	10	4	53	2	1	7	33	16	6	0	0	11	6	2	0
V59	5	10	81	17	15	2	0	4	6	0	2	6	3	0	0	0	3	0	0	0
V60	80	90	15	14	132	18	1	7	36	5	86	16	26	0	0	0	0	1	12	0
V61	2	47	110	127	10	0	2	44	13	0	0	26	17	0	0	16	8	17	19	0
V62	1	20	7	14	5	2	0	4	5	2	0	4	3	0	0	0	0	0	7	0
V63	145	19	3	130	65	53	6	118	22	7	55	41	9	0	0	0	0	0	0	10
V64	3	51	10	1	27	5	54	0	35	22	11	0	0	0	0	0	1	0	1	0
V65	137	79	7	56	57	43	4	10	17	17	22	6	12	7	126	0	0	0	33	0
V66	0	0	118	2	0	0	1	0	0	1	1	0	3	0	0	0	0	0	10	0
V67	3	7	10	0	24	3	121	0	64	50	6	0	31	33	0	82	0	0	9	0
V68	25	1	23	55	0	5	0	30	0	1	0	18	0	0	0	0	18	0	0	6
V69	8	311	0	109	37	6	40	50	1	31	16	23	11	37	0	3	0	123	18	0
V70	52	22	1	8	6	12	1	4	4	0	1	2	6	2	0	0	0	6	10	0
V71	13	11	3	34	4	8	23	0	0	22	1	4	2	1	0	0	0	0	0	0
V72	14	2	1	5	4	7	6	0	10	9	0	1	6	5	0	51	0	0	0	0
V73	29	11	35	26	146	15	0	3	34	8	41	5	25	0	0	0	0	6	13	0
V74	82	62	8	11	4	52	4	0	0	6	0	5	9	3	0	0	0	0	0	26
V75	25	64	21	19	4	23	4	9	1	11	4	20	0	3	0	2	7	1	0	0
V76	64	8	12	0	6	41	20	0	8	8	0	0	0	8	22	0	4	0	0	0
V77	74	0	0	11	28	82	12	6	22	19	18	11	14	8	0	9	0	0	0	0
V78	47	0	59	22	0	23	34	8	3	26	3	8	5	9	0	1	29	0	0	3
V79	233	10	2	41	48	24	27	4	18	45	1	23	2	10	0	27	0	0	0	0
V80	5	85	5	52	6	1	5	29	1	1	2	25	0	3	1	0	0	0	8	0
V81	2	21	95	148	50	0	8	22	52	5	10	61	14	0	0	0	13	0	0	0
V82	0	0	93	10	10	2	17	6	2	18	13	2	4	26	7	0	0	5	0	0
V83	7	0	4	12	33	0	4	10	22	2	21	3	3	0	0	0	0	1	14	0
V84	0	34	0	4	11	0	0	7	17	0	2	7	3	0	0	0	0	0	5	0
V85	145	18	7	1	32	204	1	0	5	19	19	0	33	5	0	0	0	0	9	0
V86	0	1	3	53	0	1	0	32	0	0	0	17	1	0	0	0	3	0	0	0
V87	50	109	0	0	0	5	1	0	0	2	1	0	3	0	0	1	6	19	0	1
V88	7	0	10	39	1	15	0	15	0	1	19	14	1	0	0	5	11	0	0	7
V89	4	39	167	41	10	1	31	41	8	10	3	7	0	4	0	0	37	0	0	2
V90	11	38	41	0	97	2	2	0	79	1	23	0	18	0	0	31	0	6	16	0
V91	10	1	101	9	49	4	18	16	0	5	25	7	0	10	31	22	24	6	0	0
V92	77	22	42	5	4	25	0	0	0	14	0	4	3	1	0	0	5	0	10	19
V93	31	2	5	40	23	4	28	0	10	46	0	0	0	20	25	9	0	0	0	0
V94	50	0	9	0	1	9	8	0	0	3	0	0	4	3	0	0	5	0	0	0
V95	2	2	3	15	12	3	69	3	0	56	0	3	10	32	12	0	0	0	8	0
V96	35	50	138	1	1	5	0	0	0	0	0	1	8	0	0	0	9	2	0	4
V97	21	36	5	8	98	9	21	1	68	13	82	8	0	9	0	0	0	0	0	0
V98	10	70	49	0	7	1	1	0	3	1	5	0	5	0	0	0	23	2	0	1
V99	14	119	101	15	16	4	32	1	19	9	24	2	3	7	0	0	0	4	7	0
V100	0	51	28	93	3	0	7	8	0	11	0	23	0	11	0	0	0	39	0	0
