NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.563	20.727	11.473	12.378	0.13	0.988	30000.0
2	55.244	22.808	14.151	14.674	0.127	0.984	30000.0
3	53.782	22.345	13.186	13.95	0.13	0.985	60000.0
4	51.942	21.349	12.734	12.988	0.123	0.988	40000.0
5	49.635	20.899	12.01	12.736	0.126	0.988	60000.0
6	51.772	21.502	12.474	13.164	0.123	0.987	80000.0
7	49.445	20.601	11.428	12.14	0.125	0.99	60000.0
8	56.541	23.527	15.117	15.578	0.135	0.981	50000.0
9	47.508	19.456	11.489	11.666	0.117	0.991	30000.0
10	54.179	22.946	13.464	14.214	0.138	0.986	40000.0
