NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	184.574	67.71	61.728	54.318	0.428	0.816	30000.0
2	191.242	69.425	64.156	55.317	0.426	0.814	30000.0
3	186.263	66.994	67.281	55.42	0.405	0.814	20000.0
4	185.987	67.878	67.034	55.127	0.409	0.81	20000.0
5	186.504	67.887	67.497	54.778	0.411	0.812	20000.0
6	186.231	67.149	67.201	55.752	0.406	0.814	20000.0
7	186.645	66.769	67.309	54.665	0.405	0.821	20000.0
8	194.367	70.499	69.5	56.476	0.429	0.796	30000.0
9	175.469	64.695	58.25	51.634	0.422	0.824	30000.0
10	176.02	65.285	58.543	51.98	0.422	0.825	40000.0
