NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	75.469	25.601	18.581	16.176	0.147	0.982	30000.0
2	70.664	24.22	17.065	15.156	0.142	0.984	30000.0
3	70.027	24.088	16.462	14.614	0.138	0.985	30000.0
4	76.213	26.074	18.953	16.76	0.147	0.981	60000.0
5	78.678	27.11	19.922	17.991	0.153	0.976	30000.0
6	71.746	24.629	17.028	15.46	0.15	0.983	50000.0
7	73.082	25.634	17.212	15.613	0.151	0.984	50000.0
8	71.915	24.155	17.111	14.602	0.143	0.987	40000.0
9	73.608	25.162	17.524	15.25	0.148	0.985	60000.0
10	73.42	25.071	17.509	15.548	0.146	0.984	40000.0
