NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.623	22.384	11.601	12.797	0.132	0.985	30000.0
2	50.251	22.412	11.762	12.808	0.133	0.987	70000.0
3	50.045	22.184	11.557	12.579	0.13	0.988	40000.0
4	48.174	21.73	11.123	12.456	0.126	0.988	50000.0
5	49.879	22.758	11.71	12.974	0.134	0.987	30000.0
6	48.349	21.441	11.179	11.982	0.126	0.989	50000.0
7	48.121	21.684	11.22	12.303	0.121	0.989	50000.0
8	50.377	22.01	11.804	12.226	0.128	0.99	80000.0
9	48.128	21.164	11.124	11.846	0.122	0.99	40000.0
10	50.826	22.794	11.77	12.804	0.134	0.988	70000.0
