Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	0.00E+00	2.52E+00	1.29E+00	1.13E+00	6.83E-01	0.00E+00	1.04E+00	0.00E+00	1.13E+00	8.06E-01
V2	2.61E+00	1.58E+00	8.84E-01	2.07E+00	1.37E+00	0.00E+00	9.89E-01	5.82E-01	2.09E+00	2.08E+00
V3	1.73E+00	4.42E-01	1.02E+01	0.00E+00	4.63E+00	2.41E+00	1.36E+01	1.56E+00	0.00E+00	6.53E-01
V4	3.77E+00	8.83E-01	1.90E+00	3.28E+00	4.21E+00	6.78E+00	1.12E+01	4.01E+00	8.12E+00	5.44E+00
V5	3.23E+00	3.28E+00	2.61E+00	7.32E+00	7.11E+00	4.99E+00	8.55E+00	4.95E+00	1.39E+01	1.59E+01
V6	2.54E+00	1.81E+00	1.26E+00	2.21E-01	1.59E+00	4.99E-01	0.00E+00	0.00E+00	1.66E+00	1.60E+00
V7	3.00E+00	9.22E-01	8.14E+00	6.33E-01	2.72E+00	6.92E+00	7.61E+00	7.15E+00	1.96E+00	3.55E+00
V8	1.12E+00	8.41E-01	5.81E-01	1.04E+00	6.69E+00	2.12E+00	9.26E+00	1.24E+00	1.03E+01	6.32E+00
V9	1.21E+00	0.00E+00	1.00E-01	1.11E+01	4.52E+00	1.80E+00	6.92E+00	5.26E-01	7.03E+00	1.19E+01
V10	3.07E+00	6.16E-01	1.07E+00	1.57E+00	9.94E-01	0.00E+00	6.70E-01	6.71E-01	8.00E-01	2.30E+00
V11	3.48E+00	1.33E-01	0.00E+00	1.59E+00	4.44E+00	4.00E-01	7.72E+00	9.33E-01	7.53E+00	4.17E+00
V12	1.49E+00	1.42E+00	2.21E+00	4.57E+00	2.22E+00	3.92E+00	6.98E+00	2.91E+00	4.65E+00	2.56E+00
V13	0.00E+00	9.12E-01	1.14E+00	1.97E+00	5.12E-01	4.58E-01	1.33E+00	4.82E-01	1.07E+00	3.42E-01
V14	4.96E-01	7.16E-01	3.15E+00	1.73E+00	2.35E+00	2.00E-01	2.88E+00	0.00E+00	2.37E+00	7.18E-01
V15	2.32E+00	2.23E+00	1.02E+00	1.84E+00	1.31E+00	1.37E+00	2.34E+00	3.09E+00	1.95E+00	2.39E+00
V16	2.60E-01	9.89E-01	8.92E-01	1.10E+00	1.56E+00	5.12E-01	2.74E+00	6.86E-01	3.66E+00	4.23E+00
V17	3.06E-01	3.93E+00	1.00E-01	3.67E+00	9.70E+00	0.00E+00	1.30E+01	0.00E+00	1.39E+01	7.74E+00
V18	1.10E+00	9.07E-01	2.78E+00	1.31E+00	2.19E+00	1.01E+00	1.98E+00	1.15E+00	5.86E-01	1.68E+00
V19	5.92E+00	1.75E+00	3.27E-01	3.89E-01	4.10E+00	3.46E+00	9.27E+00	3.92E+00	1.11E+01	6.78E+00
V20	2.26E+00	2.79E+00	4.29E+00	8.33E-01	2.86E+00	2.66E+00	4.55E+00	1.66E+00	3.22E+00	2.60E+00
