Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	0	103	9	6	6	0	0	0	13	0
V2	54	9	3	47	11	0	3	3	16	0
V3	30	0	117	0	35	29	23	6	0	0
V4	134	35	4	76	27	87	52	13	0	127
V5	25	170	7	52	113	55	46	62	57	128
V6	131	21	5	1	14	1	0	0	8	0
V7	77	10	81	3	14	123	43	97	9	0
V8	4	3	0	3	68	31	29	6	52	15
V9	37	0	0	194	27	20	17	0	43	10
V10	178	3	14	12	8	0	0	5	0	0
V11	77	0	0	21	43	0	26	2	5	40
V12	21	12	0	103	24	36	54	59	10	0
V13	0	5	0	54	0	2	21	1	1	0
V14	2	1	36	31	24	1	14	0	8	0
V15	56	97	6	33	7	8	0	20	21	20
V16	0	11	6	9	6	4	7	2	28	15
V17	0	235	0	76	53	0	8	0	77	19
V18	8	6	52	8	18	4	0	2	0	13
V19	36	9	0	0	22	34	40	32	68	54
V20	58	19	39	6	22	24	21	10	19	0
V21	2	1	0	8	12	0	9	0	27	0
V22	117	111	0	34	18	0	13	0	47	68
V23	60	38	43	226	29	46	0	30	0	81
V24	209	175	120	90	6	71	2	47	3	0
V25	6	15	18	3	28	1	0	2	21	10
V26	0	24	0	30	51	22	46	26	126	21
V27	52	2	1	6	0	27	1	13	0	0
V28	3	133	43	1	22	26	30	14	0	0
V29	2	2	207	20	13	15	0	19	0	29
V30	16	22	3	203	7	0	2	1	0	0
V31	0	47	32	7	9	5	0	0	10	0
V32	1	0	84	31	29	11	0	7	8	27
V33	69	2	206	5	30	30	63	36	0	0
V34	49	7	3	54	5	2	10	7	14	1
V35	67	225	0	0	41	0	5	0	48	0
V36	228	19	189	3	0	55	140	80	0	0
V37	68	24	1	7	58	122	52	73	104	84
V38	4	18	25	171	33	0	21	9	5	0
V39	213	36	0	0	67	20	49	4	107	76
V40	0	0	27	0	9	0	29	1	0	0
V41	19	40	7	0	10	128	0	131	10	86
V42	7	324	0	0	33	3	62	0	43	0
V43	402	33	34	68	197	21	0	45	118	34
V44	71	1	96	6	24	2	0	29	0	4
V45	36	70	6	15	0	23	0	43	16	0
V46	5	2	6	12	8	3	0	1	1	0
V47	0	7	111	0	151	19	39	13	15	5
V48	96	144	68	3	20	59	0	98	0	42
V49	34	4	210	10	11	1	0	1	117	0
V50	43	2	241	41	26	2	9	4	5	0
V51	0	23	0	22	13	27	4	18	22	0
V52	52	4	44	12	0	0	0	0	1	6
V53	64	104	5	6	0	0	0	0	6	0
V54	61	1	4	27	30	11	19	40	17	3
V55	0	48	38	18	48	2	70	1	38	16
V56	47	41	0	4	10	70	0	74	61	0
V57	1	0	46	55	0	6	64	8	4	13
V58	0	7	0	12	56	0	31	0	46	20
V59	69	20	1	113	1	9	4	21	0	0
V60	1	82	0	22	28	3	18	0	27	13
V61	23	88	0	2	21	204	2	82	0	0
V62	2	7	69	227	12	97	0	25	33	0
V63	191	9	29	19	15	0	44	4	13	4
V64	0	188	12	20	9	4	0	2	0	1
V65	143	7	97	2	64	161	47	0	33	0
V66	1	0	40	6	0	3	29	5	0	0
V67	56	38	63	132	32	66	97	20	41	109
V68	0	5	17	28	3	35	0	7	4	21
V69	95	11	1	0	34	22	9	155	3	77
V70	16	43	1	3	22	0	0	0	41	31
V71	0	30	0	0	120	0	93	0	87	26
V72	18	111	4	0	4	0	0	2	7	4
V73	293	6	0	6	5	0	0	2	0	29
V74	1	303	96	5	32	26	0	6	0	5
V75	15	0	24	48	7	44	24	101	34	0
V76	91	0	84	3	11	24	94	12	0	0
V77	46	71	23	4	12	23	25	3	10	12
V78	48	12	46	1	72	79	61	49	11	0
V79	25	0	35	43	18	5	21	13	16	0
V80	5	4	5	3	45	17	30	14	16	0
V81	17	66	9	0	1	0	7	0	0	0
V82	12	17	30	0	12	1	15	0	0	0
V83	207	11	0	53	11	0	1	0	6	0
V84	7	88	27	42	0	10	17	15	12	0
V85	104	51	119	15	35	9	27	6	0	0
V86	5	33	0	6	1	8	0	15	6	9
V87	10	10	108	56	97	65	79	12	0	0
V88	4	5	0	45	1	59	10	127	0	0
V89	5	91	12	0	4	1	21	1	0	5
V90	6	128	2	0	6	0	43	18	16	31
V91	36	0	45	20	14	12	23	4	0	0
V92	97	27	0	7	19	0	25	0	38	0
V93	146	2	0	6	7	0	7	0	49	17
V94	27	4	0	62	3	28	7	26	5	3
V95	30	19	18	4	3	12	2	0	4	0
V96	35	99	97	4	0	0	23	0	0	0
V97	0	21	17	1	31	118	17	127	7	0
V98	40	0	211	56	49	1	8	1	10	2
V99	70	0	63	20	3	9	7	11	0	5
V100	0	12	2	2	0	2	2	2	0	3
