Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83F
V1	1:Del:C:0	0.0	0.0	0.9911279368470863	0.0	0.008865892189880592	6.170963033064907e-06
V1	1:Del:C:1	0.0	0.0	0.9657242208545407	0.0	0.034268741083445534	7.038062013780072e-06
V1	1:Del:C:2	0.0	0.0	0.9280986050854315	0.0	8.88964811593858e-06	0.07189250526645255
V1	1:Del:C:3	0.0	0.0	0.9934830825459101	0.0	0.006119374667195397	0.0003975427868945155
V1	1:Del:C:4	0.0	0.0	0.5467941206046583	0.0	0.04254247068721201	0.4106634087081298
V1	1:Del:C:5	0.0	0.0	0.9999964842489683	0.0	3.5157510317081015e-06	0.0
V1	1:Del:T:0	0.0	0.0	0.99466341215005	0.0	0.0	0.005336587849949877
V1	1:Del:T:1	0.0	0.0	0.9931021757953328	0.0	0.006893031823069088	4.792381598140159e-06
V1	1:Del:T:2	0.0	0.0	0.9999978813844287	0.0	0.0	2.118615571194048e-06
V1	1:Del:T:3	0.0	0.0	0.9871437728686583	0.0	0.012856227131341682	0.0
V1	1:Del:T:4	0.0	0.0	0.5658563233120536	0.0	0.43414367668794646	0.0
V1	1:Del:T:5	0.0	0.0	0.6970573987148233	0.0	8.918273425751983e-07	0.30294170945783405
V1	1:Ins:C:0	0.0	0.0	0.034179376277225275	0.0	0.003721594566235612	0.9620990291565391
V1	1:Ins:C:1	0.0	0.0	0.9998170194592437	0.0	5.670323538934194e-06	0.00017731021721736093
V1	1:Ins:C:2	0.0	0.0	0.8742553314966326	0.0	0.1256783443233783	6.632417998913099e-05
V1	1:Ins:C:3	0.0	0.0	0.8997704781218362	0.0	0.1000229018015538	0.0002066200766100369
V1	1:Ins:C:4	0.0	0.0	0.3976498545037881	0.0	0.006172715715952709	0.5961774297802592
V1	1:Ins:C:5	0.0	0.0	0.5351035383175279	0.0	0.464896461682472	0.0
V1	1:Ins:T:0	0.0	0.0	0.9810444195619414	0.0	0.01894483230951794	1.0748128540573936e-05
V1	1:Ins:T:1	0.0	0.0	0.999243380092321	0.0	3.4807105547236585e-07	0.0007562718366233606
V1	1:Ins:T:2	0.0	0.0	0.9365386445137018	0.0	0.06342293462304209	3.8420863256084144e-05
V1	1:Ins:T:3	0.0	0.0	0.785603584499495	0.0	0.1376961823164828	0.07670023318402223
V1	1:Ins:T:4	0.0	0.0	0.778892094304311	0.0	0.0	0.221107905695689
V1	1:Ins:T:5	0.0	0.0	0.9962094969814591	0.0	0.003767271036281477	2.323198225939945e-05
V1	2:Del:R:0	0.0	0.0	0.916339374199064	0.0	5.096176722928621e-06	0.08365552962421316
V1	2:Del:R:1	0.0	0.0	0.8158668726341272	0.0	0.0012244269672445486	0.18290870039862836
V1	2:Del:R:2	0.0	0.0	0.41598032961674775	0.0	0.08309819377511334	0.500921476608139
V1	2:Del:R:3	0.0	0.0	1.0	0.0	0.0	0.0
V1	2:Del:R:4	0.0	0.0	0.9997663112471971	0.0	3.3403749062873874e-05	0.0002002850037400227
V1	2:Del:R:5	0.0	0.0	0.9330180846557534	0.0	0.06685797095708268	0.00012394438716388466
V1	3:Del:R:0	0.0	0.0	0.9913464865982056	0.0	0.008639648117658556	1.3865284135903055e-05
V1	3:Del:R:1	0.0	0.0	0.900729795592109	0.0	0.04019850478118045	0.05907169962671055
V1	3:Del:R:2	0.0	0.0	0.9998590213851574	0.0	2.9557892067474907e-05	0.00011142072277517901
V1	3:Del:R:3	0.0	0.0	0.9993926586079134	0.0	2.2450615271737683e-05	0.0005848907768149752
V1	3:Del:R:4	0.0	0.0	0.8086730491088621	0.0	0.02281660514629628	0.16851034574484164
V1	3:Del:R:5	0.0	0.0	0.9930803999513583	0.0	0.0008251936350043181	0.006094406413637407
V1	4:Del:R:0	0.0	0.0	0.9073415100927594	0.0	0.0	0.09265848990724071
V1	4:Del:R:1	0.0	0.0	0.9833300747928192	0.0	0.0	0.016669925207180795
V1	4:Del:R:2	0.0	0.0	0.7622335688042661	0.0	0.237050063558738	0.0007163676369959732
V1	4:Del:R:3	0.0	0.0	0.00226402175856425	0.0	0.0021638780878740797	0.9955721001535617
V1	4:Del:R:4	0.0	0.0	0.9935255308420337	0.0	0.0007721097609152089	0.005702359397051178
V1	4:Del:R:5	0.0	0.0	0.03449489998925215	0.0	0.965411452403302	9.364760744586624e-05
V1	5:Del:R:0	0.0	0.0	0.999991379039225	0.0	1.4859851163043865e-07	8.47236226346996e-06
V1	5:Del:R:1	0.0	0.0	0.49761855902722996	0.0	0.023692600408338964	0.4786888405644311
V1	5:Del:R:2	0.0	0.0	0.9999314531348414	0.0	3.5456196761911154e-05	3.309066839658056e-05
V1	5:Del:R:3	0.0	0.0	0.9605362720145586	0.0	0.003802221243361228	0.035661506742080185
V1	5:Del:R:4	0.0	0.0	0.994415048393568	0.0	0.0006660307655121592	0.004918920840919833
V1	5:Del:R:5	0.0	0.0	0.9968766945874821	0.0	0.00020598309209292118	0.0029173223204249786
V1	2:Ins:R:0	0.0	0.0	0.8576842217229724	0.0	0.04133619382459438	0.1009795844524331
V1	2:Ins:R:1	0.0	0.0	0.18312124617147998	0.0	0.0013002663441447112	0.8155784874843752
V1	2:Ins:R:2	0.0	0.0	0.7880685717409873	0.0	4.334850736153506e-05	0.21188807975165108
V1	2:Ins:R:3	0.0	0.0	0.48922215187381596	0.0	0.35175388301846433	0.1590239651077198
V1	2:Ins:R:4	0.0	0.0	0.23986356506383513	0.0	0.5057586613119911	0.25437777362417374
V1	2:Ins:R:5	0.0	0.0	0.9734146793178423	0.0	0.003279947042194056	0.02330537363996356
V1	3:Ins:R:0	0.0	0.0	0.9355689719309306	0.0	0.06371966574091342	0.0007113623281560014
V1	3:Ins:R:1	0.0	0.0	0.8866241677483465	0.0	0.11322477414665588	0.0001510581049975968
