MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	8.10E-08	1.07E-03	2.58E-04	2.70E-02	7.94E-03	1.20E-03	3.11E-02	2.85E-03	1.64E-02
1:Del:C:1	5.07E-04	0.00E+00	3.98E-04	9.74E-03	2.45E-03	2.48E-08	1.02E-02	9.20E-04	3.08E-02
1:Del:C:2	0.00E+00	1.64E-04	1.09E-04	6.61E-04	4.84E-04	1.52E-04	5.85E-04	2.25E-03	8.06E-04
1:Del:C:3	9.65E-04	8.17E-04	9.05E-05	3.46E-03	1.26E-03	5.07E-04	1.56E-03	2.77E-03	4.48E-03
1:Del:C:4	1.13E-04	7.00E-04	5.28E-04	1.41E-03	2.63E-04	1.42E-04	1.48E-03	1.23E-02	3.33E-03
1:Del:C:5	1.09E-04	8.50E-04	8.05E-04	4.03E-04	1.63E-04	4.95E-04	3.43E-03	5.23E-04	3.38E-03
1:Del:T:0	8.62E-04	7.86E-04	7.71E-08	5.11E-03	5.07E-03	1.80E-04	1.30E-02	4.40E-07	1.63E-02
1:Del:T:1	2.42E-04	1.50E-06	1.57E-05	3.77E-03	2.05E-03	0.00E+00	4.07E-03	6.55E-03	9.32E-03
1:Del:T:2	5.15E-04	9.37E-04	5.45E-08	9.00E-03	1.08E-03	0.00E+00	1.15E-02	6.68E-03	1.89E-02
1:Del:T:3	1.70E-03	1.60E-03	5.97E-04	1.92E-02	0.00E+00	5.76E-04	1.74E-02	2.11E-02	3.03E-02
1:Del:T:4	9.51E-04	3.32E-03	2.21E-06	1.16E-02	0.00E+00	3.86E-08	1.23E-02	1.54E-08	3.14E-02
1:Del:T:5	1.08E-07	8.22E-03	5.63E-08	3.01E-03	1.60E-03	5.17E-03	5.38E-03	1.19E-02	2.36E-02
1:Ins:C:0	5.76E-08	1.27E-08	1.86E-04	1.94E-08	5.56E-04	8.68E-08	8.21E-04	3.69E-04	3.30E-07
1:Ins:C:1	1.88E-03	0.00E+00	3.54E-04	9.73E-03	2.19E-03	2.43E-02	2.82E-03	6.56E-02	1.58E-03
1:Ins:C:2	4.23E-05	1.15E-04	3.11E-08	6.36E-09	8.49E-04	1.01E-04	1.91E-04	6.03E-04	8.61E-06
1:Ins:C:3	4.88E-04	2.73E-04	0.00E+00	6.02E-05	3.51E-04	2.12E-03	1.26E-03	6.51E-03	2.62E-03
1:Ins:C:4	0.00E+00	4.53E-04	1.87E-04	3.51E-04	5.82E-04	2.27E-05	2.08E-03	2.19E-03	3.05E-03
1:Ins:C:5	8.94E-04	8.19E-04	1.56E-04	2.24E-05	6.17E-04	1.40E-46	2.97E-03	5.02E-03	8.74E-03
1:Ins:T:0	1.38E-04	8.29E-04	8.83E-05	1.74E-03	3.98E-04	1.90E-04	1.87E-03	6.63E-04	6.43E-03
1:Ins:T:1	5.76E-05	5.43E-09	6.57E-08	1.32E-03	9.22E-04	1.47E-08	2.26E-03	1.90E-07	4.07E-03
1:Ins:T:2	2.01E-04	2.33E-04	5.32E-08	5.02E-04	2.25E-04	6.09E-08	4.90E-04	1.14E-07	1.32E-03
1:Ins:T:3	3.90E-04	3.76E-04	3.20E-05	9.60E-05	3.61E-04	1.43E-04	1.26E-03	1.71E-03	2.17E-03
1:Ins:T:4	1.91E-03	4.83E-04	5.93E-04	1.56E-03	1.05E-03	6.06E-04	8.62E-03	4.29E-03	1.02E-02
1:Ins:T:5	7.26E-03	1.43E-07	7.58E-08	8.31E-07	6.52E-06	1.38E-07	9.85E-02	8.08E-02	1.07E-02
2:Del:R:0	2.80E-04	1.77E-04	2.88E-02	1.08E-03	6.39E-04	3.40E-03	5.91E-03	8.51E-02	2.53E-03
2:Del:R:1	4.39E-04	1.39E-04	2.30E-04	9.98E-04	2.09E-03	0.00E+00	4.82E-03	3.59E-03	1.76E-03
2:Del:R:2	1.21E-04	2.71E-04	3.11E-05	1.12E-04	2.96E-04	1.47E-04	4.97E-04	2.74E-03	1.15E-03
2:Del:R:3	1.79E-04	1.82E-04	2.17E-07	0.00E+00	7.37E-05	1.55E-08	5.37E-08	0.00E+00	0.00E+00
