MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	9.65E-04	1.71E-03	5.66E-08	2.76E-02	1.92E-07	7.26E-03	1.06E-02	9.89E-04	4.22E-02	4.94E-07	3.04E-02	4.59E-03
1:Del:C:1	6.24E-04	0.00E+00	8.23E-04	1.95E-02	6.95E-05	4.15E-03	3.46E-03	5.42E-03	1.32E-02	2.85E-07	2.80E-02	5.15E-03
1:Del:C:2	0.00E+00	1.63E-04	2.39E-04	1.67E-03	8.79E-05	8.55E-04	6.15E-04	8.16E-04	1.66E-03	5.00E-04	5.95E-04	7.84E-04
1:Del:C:3	4.24E-04	9.44E-04	9.18E-04	2.89E-03	3.52E-04	6.17E-04	3.52E-03	3.88E-03	2.73E-03	0.00E+00	6.71E-03	1.01E-03
1:Del:C:4	5.45E-04	8.10E-04	5.61E-03	1.19E-03	2.10E-04	3.93E-04	5.60E-04	0.00E+00	6.53E-03	5.91E-04	3.90E-03	3.86E-03
1:Del:C:5	1.05E-07	2.85E-03	1.32E-03	0.00E+00	2.92E-04	2.02E-04	1.67E-04	4.67E-03	1.14E-02	5.33E-04	6.11E-03	1.20E-02
1:Del:T:0	7.00E-04	6.72E-04	0.00E+00	1.28E-02	6.96E-08	7.64E-03	8.94E-03	1.13E-02	1.47E-02	3.50E-06	2.67E-02	1.56E-02
1:Del:T:1	2.22E-04	3.48E-05	9.32E-04	5.13E-03	1.02E-07	3.03E-03	2.36E-03	0.00E+00	8.20E-03	9.86E-07	1.11E-02	7.18E-04
1:Del:T:2	9.49E-04	7.87E-04	1.07E-04	1.24E-02	3.54E-08	1.49E-03	2.58E-03	4.04E-04	3.47E-02	9.69E-08	1.79E-02	1.97E-03
1:Del:T:3	2.77E-03	2.76E-03	1.29E-07	1.36E-02	2.62E-04	0.00E+00	1.40E-46	5.23E-04	5.31E-02	3.92E-04	1.89E-02	4.26E-03
1:Del:T:4	5.78E-07	3.38E-03	0.00E+00	1.54E-02	1.40E-46	0.00E+00	0.00E+00	8.43E-08	2.86E-02	9.26E-08	3.46E-02	7.63E-03
1:Del:T:5	7.30E-08	1.32E-02	2.75E-02	4.37E-04	2.53E-06	4.14E-03	7.98E-03	1.35E-07	1.03E-02	2.12E-07	3.63E-07	1.14E-01
1:Ins:C:0	9.59E-08	8.38E-09	3.35E-04	1.44E-10	7.43E-08	4.95E-04	8.07E-04	6.02E-04	3.76E-04	4.41E-04	2.57E-04	3.03E-04
1:Ins:C:1	1.29E-03	0.00E+00	3.49E-04	2.26E-03	3.14E-02	3.59E-09	4.67E-03	8.74E-02	1.30E-03	1.36E-06	4.40E-04	2.90E-03
1:Ins:C:2	6.05E-08	2.69E-04	8.15E-07	3.87E-09	1.04E-04	1.00E-03	9.23E-04	3.41E-04	6.04E-05	7.92E-08	4.88E-04	1.21E-07
1:Ins:C:3	4.26E-04	3.29E-04	0.00E+00	0.00E+00	3.29E-03	9.90E-05	6.97E-04	8.05E-03	4.08E-03	0.00E+00	7.62E-03	4.79E-04
1:Ins:C:4	0.00E+00	8.77E-04	2.22E-04	5.36E-04	0.00E+00	5.12E-04	2.73E-04	3.67E-03	2.15E-03	9.61E-04	7.10E-03	4.56E-04
1:Ins:C:5	1.95E-03	9.14E-04	5.25E-08	0.00E+00	0.00E+00	1.01E-03	1.90E-02	8.73E-03	2.46E-03	4.63E-04	7.37E-03	1.33E-02
