NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	102.205	35.124	31.099	25.87	0.203	0.947	40000.0
2	121.451	39.943	42.734	31.045	0.226	0.927	20000.0
3	99.405	34.645	26.709	23.803	0.21	0.952	30000.0
4	97.836	34.086	26.221	23.263	0.203	0.955	20000.0
5	99.518	34.639	26.468	23.46	0.205	0.955	20000.0
6	98.224	33.895	26.262	23.129	0.202	0.955	30000.0
7	97.514	34.037	26.065	23.211	0.199	0.955	40000.0
8	97.8	34.23	25.861	22.901	0.204	0.956	20000.0
9	96.757	34.051	25.813	23.049	0.201	0.957	30000.0
10	98.367	33.902	26.232	23.063	0.204	0.955	30000.0
