MutationType	ID83A	ID83B	ID83C
1:Del:C:0	9.51E-03	1.40E-02	1.98E-03
1:Del:C:1	2.90E-03	3.93E-03	7.19E-04
1:Del:C:2	1.92E-04	1.32E-04	8.15E-05
1:Del:C:3	1.33E-03	7.16E-04	6.04E-04
1:Del:C:4	3.65E-04	8.65E-04	3.95E-04
1:Del:C:5	6.67E-04	2.00E-03	6.47E-04
1:Del:T:0	3.41E-03	5.47E-03	1.11E-03
1:Del:T:1	2.12E-03	8.23E-03	3.97E-03
1:Del:T:2	2.25E-03	3.52E-03	4.54E-04
1:Del:T:3	3.19E-03	5.12E-03	9.37E-04
1:Del:T:4	2.61E-03	5.13E-03	1.34E-03
1:Del:T:5	3.19E-02	9.72E-02	2.93E-02
1:Ins:C:0	1.61E-02	5.63E-02	3.03E-02
1:Ins:C:1	1.08E-04	8.18E-05	1.47E-05
1:Ins:C:2	9.56E-05	2.55E-04	8.57E-05
1:Ins:C:3	6.21E-05	7.84E-05	6.50E-05
1:Ins:C:4	6.47E-05	2.81E-04	3.28E-04
1:Ins:C:5	5.02E-04	1.77E-03	1.43E-03
1:Ins:T:0	5.26E-04	5.81E-04	6.28E-04
1:Ins:T:1	4.64E-04	5.90E-04	1.94E-05
1:Ins:T:2	1.29E-04	1.32E-04	1.32E-04
1:Ins:T:3	1.19E-04	3.19E-04	2.76E-04
1:Ins:T:4	1.52E-04	3.07E-04	9.04E-04
1:Ins:T:5	2.75E-04	2.65E-04	4.54E-02
2:Del:R:0	5.05E-04	6.11E-04	3.08E-04
2:Del:R:1	4.50E-04	9.24E-04	2.70E-04
2:Del:R:2	8.41E-05	2.84E-04	2.05E-04
2:Del:R:3	3.92E-05	2.09E-08	6.55E-05
2:Del:R:4	7.90E-05	1.38E-04	7.49E-05
2:Del:R:5	9.91E-05	1.21E-05	4.73E-09
3:Del:R:0	3.74E-04	2.92E-04	9.39E-05
3:Del:R:1	3.34E-04	6.06E-04	3.52E-04
3:Del:R:2	3.77E-04	3.12E-04	2.43E-04
3:Del:R:3	6.33E-05	6.29E-05	1.42E-05
3:Del:R:4	1.11E-04	1.53E-04	5.60E-05
3:Del:R:5	1.20E-05	4.27E-08	3.30E-08
4:Del:R:0	1.88E-04	2.81E-04	9.14E-05
4:Del:R:1	2.04E-04	3.02E-04	2.37E-04
4:Del:R:2	4.45E-05	3.05E-05	4.14E-05
4:Del:R:3	1.01E-05	3.88E-05	5.85E-05
4:Del:R:4	1.80E-05	9.87E-05	4.06E-08
4:Del:R:5	4.21E-05	7.68E-05	5.48E-09
5:Del:R:0	1.47E-02	4.77E-02	2.18E-02
5:Del:R:1	1.47E-04	3.22E-04	1.44E-04
5:Del:R:2	4.64E-05	7.10E-08	2.84E-08
5:Del:R:3	4.02E-05	3.61E-05	3.64E-08
5:Del:R:4	5.16E-08	5.09E-08	3.46E-05
5:Del:R:5	4.45E-09	6.04E-09	8.79E-09
2:Ins:R:0	1.90E-04	2.90E-04	7.87E-05
2:Ins:R:1	1.37E-04	6.27E-05	9.43E-09
2:Ins:R:2	4.28E-05	9.86E-05	5.09E-05
2:Ins:R:3	6.59E-05	1.37E-04	1.08E-04
2:Ins:R:4	2.50E-05	1.21E-04	1.13E-04
2:Ins:R:5	9.72E-04	2.86E-03	1.37E-03
3:Ins:R:0	1.28E-05	4.52E-08	3.54E-08
3:Ins:R:1	2.78E-03	1.36E-03	5.04E-04
3:Ins:R:2	2.22E-05	3.61E-05	4.06E-08
3:Ins:R:3	3.89E-05	1.64E-05	8.47E-05
3:Ins:R:4	4.51E-05	1.48E-04	1.04E-08
3:Ins:R:5	1.31E-03	3.68E-03	1.88E-03
4:Ins:R:0	3.76E-05	4.48E-05	1.66E-08
4:Ins:R:1	9.55E-05	9.19E-05	5.86E-05
4:Ins:R:2	3.94E-08	3.40E-08	7.09E-05
4:Ins:R:3	1.78E-05	4.15E-08	3.11E-08
4:Ins:R:4	2.50E-05	5.65E-05	5.18E-05
4:Ins:R:5	1.78E-04	3.99E-04	2.71E-04
5:Ins:R:0	4.66E-05	7.91E-09	1.09E-08
5:Ins:R:1	2.47E-04	2.65E-04	1.18E-04
5:Ins:R:2	5.63E-05	3.61E-05	2.38E-08
5:Ins:R:3	2.83E-05	4.24E-08	2.70E-08
5:Ins:R:4	2.47E-05	6.30E-05	4.23E-05
5:Ins:R:5	1.49E-05	4.46E-05	2.05E-05
2:Del:M:1	2.74E-04	3.09E-04	2.23E-04
3:Del:M:1	2.17E-04	2.35E-04	7.67E-05
3:Del:M:2	2.14E-04	2.94E-04	2.87E-04
4:Del:M:1	1.75E-04	1.91E-04	8.38E-05
4:Del:M:2	1.90E-04	1.98E-04	5.35E-05
4:Del:M:3	1.24E-04	1.90E-04	0.00E+00
5:Del:M:1	9.82E-03	3.23E-03	1.24E-03
5:Del:M:2	1.13E-03	7.17E-04	7.85E-05
5:Del:M:3	5.08E-04	2.80E-04	1.01E-04
5:Del:M:4	3.19E-04	5.02E-04	1.36E-04
5:Del:M:5	1.48E-04	5.84E-04	1.97E-04
