Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	5	0	0	0	1	6	1	0	7	0	0	0	0	7
V2	37	22	109	13	8	34	0	17	0	24	34	0	21	40
V3	144	0	26	2	9	21	2	5	0	33	4	2	2	2
V4	0	41	15	2	11	4	0	7	0	0	15	0	0	20
V5	0	43	0	153	12	1	0	35	54	1	0	57	6	39
V6	8	1	88	9	8	1	91	11	0	97	0	0	12	0
V7	3	2	1	0	141	1	0	0	165	0	2	0	29	0
V8	101	6	31	0	2	37	37	4	3	2	0	0	2	0
V9	32	0	0	24	42	31	53	0	21	26	42	62	8	0
V10	17	0	145	0	82	16	2	0	94	4	6	0	16	0
V11	79	0	55	44	47	7	9	14	2	1	17	0	19	0
V12	311	16	50	5	51	0	10	3	0	0	0	37	33	0
V13	39	104	41	10	11	14	25	13	0	7	31	0	3	0
V14	245	17	12	0	0	11	9	3	0	3	0	0	0	16
V15	0	0	0	3	46	12	33	15	7	12	3	4	11	0
V16	18	0	204	80	0	106	121	30	0	26	68	0	21	0
V17	33	219	52	14	2	18	4	41	11	10	5	0	0	44
V18	14	1260	42	0	9	54	69	12	3	0	3	0	6	0
V19	2	7	0	3	26	45	55	14	16	9	8	11	0	2
V20	10	19	11	0	51	23	107	3	55	27	0	0	0	0
V21	28	62	5	0	2	5	27	4	0	0	0	0	1	8
V22	29	25	0	20	0	58	1	36	16	29	32	0	0	0
V23	0	63	14	31	56	81	0	52	1	101	6	81	63	14
V24	127	4	1	19	0	0	8	4	0	2	20	0	0	0
V25	23	23	0	0	19	3	8	0	9	3	0	5	14	4
V26	71	50	0	12	5	54	0	16	8	32	11	0	0	0
V27	5	12	8	29	0	69	42	108	0	26	11	0	0	0
V28	16	1	26	5	0	0	2	25	5	0	0	0	0	0
V29	7	42	5	99	46	4	0	73	0	0	20	13	0	10
V30	62	42	33	30	3	0	0	19	8	0	12	0	6	0
V31	177	28	0	62	0	10	1	28	29	9	105	0	0	0
V32	27	43	60	93	8	26	26	91	15	22	0	0	14	0
V33	11	96	0	21	0	4	4	28	5	0	76	18	0	0
V34	30	5	68	2	4	35	5	10	6	6	28	11	0	11
V35	45	30	4	97	102	4	0	163	203	2	0	28	198	0
V36	3	8	51	9	16	9	0	6	6	0	0	0	0	3
V37	76	0	80	1	1	25	63	21	0	14	37	0	0	0
V38	211	27	49	52	0	6	5	9	10	5	7	18	15	0
V39	166	0	76	6	63	148	24	12	10	90	11	65	10	0
V40	43	49	25	57	0	7	0	23	16	7	32	9	0	21
V41	14	5	118	0	0	51	17	0	2	36	3	12	4	1
V42	32	9	14	20	106	0	2	16	46	0	7	47	27	5
V43	51	97	23	3	56	57	0	1	36	24	1	22	18	0
V44	45	146	0	6	3	14	19	2	0	10	0	12	15	5
V45	15	0	133	7	30	118	141	5	0	53	0	0	37	0
V46	0	37	0	0	57	15	6	5	19	2	0	22	1	0
V47	8	3	27	7	119	40	9	24	53	11	0	10	20	0
V48	15	40	117	83	38	0	0	0	1	0	82	32	3	0
V49	0	17	6	2	0	1	0	1	0	0	9	0	0	0
V50	37	13	101	45	2	1	2	34	28	0	36	44	7	0
V51	46	11	0	6	46	0	0	8	5	15	6	17	15	0
V52	11	3	23	27	37	32	46	12	23	31	13	3	2	0
V53	7	32	159	1	42	13	1	0	14	10	0	47	34	0
V54	5	19	13	1	45	82	0	0	0	9	4	22	38	9
V55	21	44	7	108	20	21	0	113	8	0	94	12	0	16
V56	238	30	0	247	9	163	58	5	71	188	94	0	0	0
V57	37	2	25	49	0	124	82	5	0	118	35	0	7	0
V58	0	3	7	23	12	16	4	36	0	0	41	53	0	0
V59	47	122	7	1	19	3	3	0	0	3	4	10	10	8
V60	150	69	11	78	47	0	0	3	15	0	0	12	15	12
V61	62	21	0	37	95	0	0	38	1	1	16	22	0	0
V62	48	4	0	58	16	18	58	41	0	25	16	0	0	0
V63	98	29	0	0	45	0	0	0	18	0	0	5	8	0
V64	52	92	74	3	9	18	5	5	82	4	1	2	39	48
V65	25	230	15	95	0	3	10	28	0	16	0	0	2	50
V66	0	165	0	4	36	59	0	3	59	84	0	103	15	0
V67	26	2	11	0	1	11	0	0	0	0	2	0	4	0
V68	3	116	0	0	0	3	3	0	0	5	0	2	1	0
V69	2	6	17	1	0	10	2	9	7	0	6	0	0	0
V70	34	0	31	0	0	32	49	0	0	55	0	0	5	0
V71	0	2	99	0	141	0	0	0	0	0	0	4	14	0
V72	7	10	0	20	52	4	3	11	19	0	5	23	6	0
V73	18	0	42	3	0	22	34	7	0	14	0	0	10	0
V74	22	28	185	21	19	1	0	23	18	4	4	17	4	10
V75	1	39	9	0	8	3	8	0	0	5	6	7	12	0
V76	128	49	12	0	0	320	158	0	0	98	0	0	0	0
V77	64	2	14	0	21	4	0	0	0	7	0	6	11	5
V78	39	5	68	11	53	0	3	5	71	0	11	43	19	25
V79	2	20	448	30	114	0	0	10	0	0	12	0	24	24
V80	24	14	15	0	4	7	26	0	0	56	0	0	1	0
V81	0	103	0	52	27	0	4	44	11	4	0	17	7	0
V82	65	107	0	3	0	1	0	0	0	0	0	0	1	1
V83	31	6	24	0	0	21	0	0	0	0	0	1	1	15
V84	16	10	54	9	8	3	0	27	17	0	0	2	13	0
V85	1	0	33	10	1	23	0	12	0	21	0	0	5	0
V86	327	57	41	0	4	5	0	1	0	0	1	0	0	26
V87	50	84	0	0	58	0	5	1	12	0	0	21	27	10
V88	38	27	37	134	37	0	0	56	19	7	138	13	0	0
V89	9	58	0	63	118	9	2	6	64	15	21	37	31	0
V90	1	22	0	2	24	17	37	3	45	20	0	20	4	0
V91	35	54	1	0	17	7	3	1	17	0	5	6	14	38
V92	2	5	14	75	4	11	11	26	13	2	55	6	0	0
V93	78	0	73	0	0	0	2	13	0	8	0	0	14	1
V94	46	16	1	0	3	0	2	2	0	6	6	0	0	0
V95	8	10	29	0	0	2	21	0	0	30	0	1	2	27
V96	28	44	8	4	26	13	4	0	40	15	0	0	8	41
V97	1	41	0	18	1	10	0	0	12	0	5	2	0	3
V98	22	4	4	159	5	0	3	35	5	0	0	12	4	4
V99	129	4	40	1	0	0	0	1	2	0	0	0	7	8
V100	67	16	0	24	28	0	0	41	30	2	0	0	8	3
