Samples	ID83A	ID83B	ID83C
V1	62	40	247
V2	241	4	10
V3	0	54	247
V4	297	33	56
V5	79	91	25
V6	421	0	34
V7	878	0	191
V8	156	105	12
V9	170	116	0
V10	0	271	64
V11	122	11	129
V12	0	28	316
V13	0	251	37
V14	60	195	32
V15	63	105	113
V16	131	110	123
V17	18	116	0
V18	56	60	35
V19	220	0	36
V20	125	54	77
V21	374	4	54
V22	177	105	64
V23	197	135	0
V24	0	76	65
V25	198	208	78
V26	0	311	35
V27	0	232	90
V28	0	461	57
V29	33	0	303
V30	14	48	387
V31	0	101	73
V32	156	24	38
V33	446	57	0
V34	72	14	27
V35	0	96	34
V36	67	41	0
V37	188	99	9
V38	0	107	353
V39	0	9	496
V40	272	120	0
V41	50	14	26
V42	343	19	72
V43	97	40	0
V44	0	216	190
V45	0	340	34
V46	108	12	46
V47	194	76	0
V48	50	40	0
V49	149	61	15
V50	151	0	48
V51	393	3	119
V52	330	7	45
V53	238	133	2
V54	171	45	0
V55	184	54	21
V56	0	51	54
V57	270	43	16
V58	16	8	38
V59	18	75	6
V60	0	21	168
V61	0	98	100
V62	358	38	0
V63	0	9	617
V64	178	84	0
V65	28	0	3
V66	0	27	356
V67	60	35	31
V68	63	71	40
V69	0	146	210
V70	319	51	63
V71	188	552	0
V72	95	317	0
V73	348	0	63
V74	351	0	102
V75	0	85	323
V76	27	308	47
V77	157	27	134
V78	40	66	82
V79	0	216	54
V80	0	24	693
V81	311	133	0
V82	182	99	6
V83	168	88	66
V84	126	150	0
V85	74	116	0
V86	0	216	24
V87	233	255	0
V88	0	164	28
V89	46	105	19
V90	306	0	300
V91	171	17	224
V92	227	312	283
V93	110	0	17
V94	215	13	28
V95	0	61	110
V96	0	40	175
V97	128	81	98
V98	48	302	29
V99	16	169	0
V100	127	50	92
