Samples	ID83A	ID83B	ID83C
V1	2.54E+01	1.67E+01	1.50E+01
V2	1.68E+01	1.56E+01	1.52E+01
V3	4.27E+00	5.04E+00	6.00E+00
V4	2.36E+01	2.24E+01	2.00E+01
V5	8.33E+00	4.45E+00	6.08E+00
V6	5.46E+01	1.44E+01	4.17E+01
V7	1.28E+02	3.23E+01	9.76E+01
V8	1.83E+01	1.78E+01	6.85E+00
V9	2.83E+01	2.49E+01	1.10E+01
V10	2.75E+00	2.27E+00	3.15E+00
V11	1.61E+01	1.78E+00	1.56E+01
V12	3.45E+00	1.96E+00	3.81E+00
V13	1.17E+01	1.02E+01	3.02E+00
V14	9.07E+00	5.41E+00	5.21E+00
V15	1.65E+01	1.44E+01	7.16E+00
V16	3.47E+01	2.61E+01	1.52E+01
V17	4.83E+00	4.82E+00	4.77E-01
V18	9.19E+00	8.01E+00	2.57E+00
V19	1.91E+01	8.74E+00	2.03E+01
V20	2.67E+01	1.97E+01	1.24E+01
V21	2.78E+01	2.60E+01	2.26E+01
V22	2.00E+01	6.91E+00	1.45E+01
V23	3.40E+01	3.35E+01	1.57E+00
V24	1.76E+00	3.37E+00	2.62E+00
V25	2.94E+01	1.25E+01	1.86E+01
V26	5.16E+00	4.78E+00	2.11E+00
V27	6.35E+00	3.10E+00	5.45E+00
V28	1.27E+01	1.38E+01	2.81E+00
V29	1.33E+01	1.05E+00	1.27E+01
V30	2.76E+01	1.81E+01	1.55E+01
V31	1.45E+00	1.89E+00	2.40E+00
V32	1.29E+01	1.22E+01	9.32E+00
V33	6.80E+01	5.84E+01	3.48E+01
V34	9.52E+00	8.53E+00	5.72E+00
V35	1.28E+00	1.83E+00	1.39E+00
V36	1.33E+01	1.15E+01	5.30E+00
V37	1.79E+01	1.62E+01	8.75E+00
V38	1.29E+01	2.83E+00	1.20E+01
V39	1.32E+01	5.46E+00	9.32E+00
V40	5.09E+01	4.33E+01	1.72E+01
V41	3.80E+00	1.85E+00	4.00E+00
V42	2.35E+01	1.35E+01	2.07E+01
V43	1.75E+01	1.57E+01	5.44E+00
V44	4.28E+00	7.10E+00	8.37E+00
V45	4.95E+00	6.12E+00	2.25E+00
V46	1.22E+01	2.55E+00	1.03E+01
V47	3.54E+01	2.93E+01	1.67E+01
V48	1.08E+01	9.72E+00	3.30E+00
V49	1.07E+01	8.62E+00	9.65E+00
V50	2.11E+01	2.39E+00	1.95E+01
V51	2.83E+01	2.56E+01	2.26E+01
V52	4.42E+01	1.07E+01	3.45E+01
V53	1.72E+01	1.16E+01	9.83E+00
V54	2.50E+01	1.63E+01	9.31E+00
V55	3.37E+01	2.66E+01	1.47E+01
V56	1.12E+00	1.67E+00	1.91E+00
V57	2.48E+01	2.50E+01	1.59E+01
V58	1.82E+00	7.45E-01	2.22E+00
V59	3.84E+00	4.31E+00	1.13E+00
V60	2.33E+00	3.39E+00	1.98E+00
V61	2.38E+00	4.73E+00	4.99E+00
V62	2.75E+01	2.59E+01	1.33E+01
V63	1.56E+01	1.82E+00	1.46E+01
V64	2.87E+01	2.53E+01	9.10E+00
V65	2.27E+00	1.49E+00	2.39E+00
V66	1.61E+01	5.49E+00	1.19E+01
V67	1.02E+01	8.21E+00	3.51E+00
V68	1.24E+01	1.07E+01	6.72E+00
V69	1.92E+00	3.03E+00	3.05E+00
V70	4.91E+01	2.16E+01	2.83E+01
V71	3.05E+01	3.05E+01	1.37E+00
V72	1.20E+01	1.11E+01	1.96E+00
V73	3.05E+01	2.94E+01	1.99E+01
V74	3.57E+01	7.20E+00	3.09E+01
V75	6.46E+00	3.24E+00	5.50E+00
V76	1.41E+01	1.37E+01	3.55E+00
V77	1.22E+01	8.29E+00	7.08E+00
V78	1.50E+01	1.29E+01	4.14E+00
V79	4.94E+00	2.93E+00	3.69E+00
V80	2.40E+01	6.32E+00	1.91E+01
V81	4.43E+01	3.50E+01	1.20E+01
V82	2.62E+01	2.37E+01	7.69E+00
V83	3.69E+01	3.09E+01	1.68E+01
V84	2.12E+01	2.04E+01	1.60E+00
V85	1.50E+01	1.28E+01	6.73E+00
V86	2.21E+00	2.08E+00	1.13E+00
V87	4.16E+01	3.67E+01	1.35E+01
V88	2.37E+00	2.65E+00	2.33E+00
V89	1.58E+01	1.32E+01	6.85E+00
V90	4.21E+01	5.17E+00	3.74E+01
V91	2.23E+01	7.19E+00	1.67E+01
V92	3.80E+01	1.36E+01	2.66E+01
V93	1.73E+01	1.85E+00	1.59E+01
V94	2.47E+01	9.05E+00	1.69E+01
V95	6.01E+00	2.66E+00	6.18E+00
V96	1.40E+01	9.45E+00	6.07E+00
V97	3.18E+01	2.61E+01	2.00E+01
V98	1.36E+01	1.35E+01	3.21E+00
V99	2.60E+00	2.60E+00	0.00E+00
V100	2.39E+01	2.00E+01	1.17E+01
