Samples	ID83A	ID83B
V1	9.89E+00	9.89E+00
V2	9.17E+00	9.17E+00
V3	2.47E+01	2.47E+01
V4	1.82E+01	1.82E+01
V5	5.71E+01	5.71E+01
V6	1.86E+01	1.86E+01
V7	3.35E+01	3.35E+01
V8	1.12E+01	1.12E+01
V9	1.44E+01	1.44E+01
V10	1.81E+01	1.81E+01
V11	9.88E+00	9.88E+00
V12	3.33E+01	3.33E+01
V13	1.88E+01	1.88E+01
V14	2.78E+01	2.78E+01
V15	8.13E+00	8.13E+00
V16	1.56E+01	1.56E+01
V17	6.18E+00	6.18E+00
V18	1.16E+01	1.16E+01
V19	4.03E+01	4.03E+01
V20	1.54E+01	1.54E+01
V21	4.14E+01	4.14E+01
V22	1.90E+01	1.90E+01
V23	5.11E+01	5.11E+01
V24	8.65E+01	8.65E+01
V25	4.03E+01	4.03E+01
V26	1.02E+01	1.02E+01
V27	2.89E+01	2.89E+01
V28	2.64E+01	2.64E+01
V29	2.99E+01	2.99E+01
V30	2.99E+01	2.99E+01
V31	6.37E+00	6.37E+00
V32	2.82E+01	2.82E+01
V33	4.50E+00	4.50E+00
V34	8.43E+00	8.43E+00
V35	1.93E+01	1.93E+01
V36	1.49E+01	1.49E+01
V37	6.15E+00	6.15E+00
V38	9.91E-01	9.91E-01
V39	4.30E+01	4.30E+01
V40	2.73E+01	2.73E+01
V41	1.20E+01	1.20E+01
V42	1.28E+01	1.28E+01
V43	3.03E+01	3.03E+01
V44	3.10E+01	3.10E+01
V45	4.42E+01	4.42E+01
V46	3.58E+01	3.58E+01
V47	2.24E+01	2.24E+01
V48	1.38E+01	1.38E+01
V49	2.93E+01	2.93E+01
V50	6.43E+01	6.43E+01
V51	7.47E+00	7.47E+00
V52	1.10E+01	1.10E+01
V53	2.53E+01	2.53E+01
V54	2.01E+01	2.01E+01
V55	1.33E+01	1.33E+01
V56	3.83E+01	3.83E+01
V57	2.03E+01	2.03E+01
V58	4.11E+01	4.11E+01
V59	1.22E+01	1.22E+01
V60	1.27E+01	1.27E+01
V61	7.28E+00	7.28E+00
V62	3.39E+01	3.39E+01
V63	2.91E+01	2.91E+01
V64	2.29E+01	2.29E+01
V65	1.33E+01	1.33E+01
V66	5.44E+00	5.44E+00
V67	1.09E+01	1.09E+01
V68	5.51E+00	5.51E+00
V69	1.82E+01	1.82E+01
V70	3.16E+01	3.16E+01
V71	1.26E+01	1.26E+01
V72	1.22E+01	1.22E+01
V73	2.68E+01	2.68E+01
V74	1.12E+01	1.12E+01
V75	1.01E+01	1.01E+01
V76	2.40E+01	2.40E+01
V77	1.37E+01	1.38E+01
V78	3.39E+01	3.39E+01
V79	7.73E+01	7.73E+01
V80	4.52E+01	4.52E+01
V81	3.37E+01	3.37E+01
V82	9.77E+00	9.74E+00
V83	1.39E+02	1.39E+02
V84	3.02E+01	3.02E+01
V85	5.76E+00	5.76E+00
V86	1.59E+01	1.59E+01
V87	1.05E+01	1.05E+01
V88	1.12E+01	1.12E+01
V89	1.22E+01	1.22E+01
V90	2.80E+01	2.80E+01
V91	1.09E+01	1.09E+01
V92	1.03E+00	1.03E+00
V93	1.99E+01	1.99E+01
V94	5.05E+01	5.05E+01
V95	4.86E+00	4.90E+00
V96	7.55E+00	7.55E+00
V97	5.93E+00	5.93E+00
V98	4.98E+01	4.98E+01
V99	8.60E+00	8.60E+00
V100	4.03E+01	4.03E+01
