Samples	ID83A	ID83B
V1	41	63
V2	0	326
V3	151	86
V4	30	147
V5	443	0
V6	140	0
V7	350	84
V8	105	59
V9	0	484
V10	248	44
V11	7	229
V12	394	0
V13	8	209
V14	223	86
V15	90	162
V16	143	86
V17	77	112
V18	122	37
V19	206	100
V20	1	143
V21	631	22
V22	269	12
V23	229	390
V24	826	245
V25	468	52
V26	0	712
V27	351	0
V28	245	35
V29	304	68
V30	284	56
V31	44	87
V32	46	286
V33	66	2
V34	98	1
V35	140	64
V36	158	1
V37	49	151
V38	0	268
V39	474	95
V40	201	266
V41	132	39
V42	14	207
V43	179	150
V44	295	102
V45	457	69
V46	275	106
V47	69	382
V48	122	84
V49	210	39
V50	492	0
V51	133	19
V52	105	0
V53	264	55
V54	170	0
V55	0	474
V56	265	147
V57	86	254
V58	231	180
V59	102	15
V60	135	45
V61	76	42
V62	329	0
V63	129	102
V64	133	163
V65	178	89
V66	27	174
V67	0	371
V68	23	113
V69	150	46
V70	0	639
V71	60	59
V72	33	98
V73	230	0
V74	166	65
V75	70	152
V76	214	14
V77	224	162
V78	245	229
V79	628	0
V80	173	430
V81	321	10
V82	40	315
V83	720	230
V84	470	7
V85	111	11
V86	208	6
V87	159	11
V88	0	379
V89	168	0
V90	211	29
V91	39	176
V92	0	143
V93	150	52
V94	568	79
V95	0	674
V96	17	102
V97	0	227
V98	261	133
V99	138	6
V100	317	5
