Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	14	11	13	0	0	113	99	0	0	19	0
V2	5	1	12	6	12	5	0	13	16	0	0
V3	8	0	13	12	59	9	5	11	8	0	9
V4	43	4	32	236	16	0	8	0	19	11	0
V5	0	151	34	3	81	0	2	0	58	20	0
V6	25	0	37	0	25	17	129	0	0	0	0
V7	96	0	0	8	0	154	157	49	1	0	0
V8	129	0	12	0	16	20	9	0	10	0	0
V9	23	59	8	20	25	28	0	48	0	10	4
V10	16	20	153	0	116	336	155	0	0	92	0
V11	167	22	1	13	0	0	23	14	6	0	2
V12	167	13	80	26	14	6	0	19	18	13	10
V13	88	15	0	2	0	25	1	12	2	0	0
V14	0	28	0	8	18	0	0	30	31	6	14
V15	2	69	30	0	0	22	7	0	0	0	0
V16	0	16	3	100	0	35	3	39	5	0	0
V17	0	6	134	1	8	8	8	0	0	11	0
V18	40	0	47	3	25	19	14	4	15	11	6
V19	111	0	0	0	58	0	0	2	11	0	18
V20	148	22	8	43	23	0	0	53	34	62	37
V21	4	35	32	24	43	27	16	0	37	0	20
V22	0	315	28	45	32	26	5	69	38	0	2
V23	0	121	19	51	50	70	68	0	0	76	6
V24	0	60	0	186	42	75	0	44	15	0	5
V25	0	3	0	131	15	19	3	67	10	0	0
V26	3	69	1	14	0	8	8	2	0	46	30
V27	0	8	94	139	9	21	31	37	0	12	0
V28	21	0	25	10	26	14	115	26	22	0	16
V29	143	0	0	0	0	2	0	0	2	0	0
V30	95	3	3	0	8	7	25	0	9	11	0
V31	12	0	12	9	33	0	1	0	49	0	36
V32	17	9	44	13	8	4	8	0	0	30	11
V33	17	1	22	12	0	1	3	28	0	0	2
V34	0	122	56	0	29	17	101	0	31	0	36
V35	137	1	0	0	5	82	75	19	0	10	0
V36	59	31	0	191	47	0	16	137	82	4	2
V37	31	96	40	13	22	0	9	0	68	0	0
V38	58	0	10	0	25	21	69	4	0	0	3
V39	0	26	60	29	18	22	27	12	39	20	12
V40	412	9	3	50	21	18	74	36	50	33	13
V41	1	2	0	15	14	3	8	18	25	0	12
V42	136	17	149	0	0	10	20	0	0	124	4
V43	0	30	3	275	56	25	5	120	43	0	0
V44	7	95	18	9	12	8	2	16	10	0	4
V45	33	14	5	99	0	119	6	122	0	0	0
V46	0	0	0	0	165	127	103	0	109	0	0
V47	106	1	13	0	0	15	24	0	0	0	0
V48	0	2	0	32	56	18	0	10	100	0	0
V49	42	8	45	15	0	39	6	4	0	21	0
V50	3	46	146	9	223	0	5	5	38	72	17
V51	0	231	4	0	23	87	57	0	0	6	0
V52	2	131	53	2	6	3	5	0	3	0	9
V53	0	55	177	10	0	0	53	34	0	11	9
V54	5	189	0	1	43	64	123	0	0	4	1
V55	52	102	11	0	0	1	0	0	0	0	35
V56	8	0	5	11	3	92	32	0	4	0	0
V57	9	0	41	33	8	20	3	14	12	0	0
V58	5	16	3	0	17	23	13	0	0	3	6
V59	161	141	49	0	55	8	18	0	16	49	32
V60	2	9	17	0	44	11	1	0	23	0	17
V61	409	53	0	0	15	3	9	0	14	0	17
V62	0	24	226	53	0	13	12	14	0	15	6
V63	3	56	0	0	15	7	60	0	2	0	11
V64	0	3	4	0	5	0	3	0	8	0	1
V65	0	45	82	0	21	32	28	0	0	6	2
V66	36	2	2	0	28	7	5	0	49	21	89
V67	13	23	35	109	13	9	13	0	8	30	13
V68	378	200	9	206	45	25	68	39	0	0	81
V69	81	0	27	84	11	70	24	34	0	0	0
V70	18	20	0	32	0	53	10	11	3	0	1
V71	1	3	3	5	22	11	16	11	0	0	0
V72	244	2	0	0	28	10	6	0	29	5	0
V73	29	13	0	0	1	0	0	0	2	0	0
V74	36	0	15	0	92	125	50	0	0	8	0
V75	86	3	11	35	3	11	22	153	0	0	0
V76	19	0	112	83	0	56	0	76	0	0	0
V77	0	92	0	4	2	4	2	15	2	0	25
V78	0	30	26	5	46	8	4	1	15	0	29
V79	0	0	8	2	16	12	13	0	10	0	0
V80	30	8	0	0	2	11	4	11	0	0	3
V81	116	0	19	16	0	7	34	1	1	0	0
V82	0	0	47	30	0	48	12	22	0	0	0
V83	33	176	2	6	6	3	6	9	1	0	2
V84	54	14	30	115	0	23	9	98	13	0	19
V85	3	1	6	2	1	7	0	11	0	0	0
V86	2	6	549	58	41	39	23	59	52	0	43
V87	24	0	5	3	317	8	7	14	71	0	95
V88	41	24	46	0	0	28	25	0	0	0	8
V89	9	0	33	15	13	17	0	19	20	0	3
V90	0	2	1	6	53	3	0	13	19	0	7
V91	4	32	17	25	0	15	6	2	11	0	0
V92	57	0	223	0	11	16	17	0	43	62	0
V93	0	0	0	0	109	37	224	0	0	0	0
V94	16	218	70	18	5	33	9	4	0	48	2
V95	49	1	0	11	29	10	4	6	4	0	13
V96	102	34	13	16	26	13	42	25	13	0	15
V97	7	14	103	0	0	1	0	0	0	27	0
V98	1	91	17	19	15	11	0	21	18	0	28
V99	72	48	229	0	32	4	0	0	19	17	9
V100	0	118	6	11	60	31	32	0	57	0	25
