MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	0.00E+00	3.71E-04	4.84E-04	7.34E-03	0.00E+00	2.84E-03	2.51E-02	2.73E-02
1:Del:C:1	3.55E-04	1.89E-04	1.17E-03	1.44E-03	5.37E-04	2.34E-03	8.35E-03	1.30E-02
1:Del:C:2	0.00E+00	0.00E+00	2.23E-04	4.29E-04	7.61E-05	8.87E-04	1.02E-07	6.54E-03
1:Del:C:3	0.00E+00	7.42E-04	1.90E-04	1.42E-03	5.03E-04	1.10E-03	1.61E-03	8.38E-03
1:Del:C:4	0.00E+00	9.45E-04	4.29E-04	1.62E-03	5.60E-04	0.00E+00	1.45E-02	8.08E-04
1:Del:C:5	5.23E-05	4.48E-03	0.00E+00	0.00E+00	7.03E-04	2.55E-04	1.64E-03	9.58E-04
1:Del:T:0	3.93E-04	1.13E-03	1.11E-03	3.51E-03	8.83E-04	3.34E-03	1.37E-02	2.61E-02
1:Del:T:1	2.18E-04	2.12E-04	1.75E-04	5.69E-03	4.57E-04	9.84E-04	1.15E-02	1.43E-02
1:Del:T:2	1.01E-03	9.92E-04	5.31E-04	4.26E-03	0.00E+00	1.83E-04	8.11E-03	1.87E-02
1:Del:T:3	3.02E-04	2.84E-03	4.02E-04	4.16E-03	1.35E-03	7.21E-04	1.30E-02	3.09E-02
1:Del:T:4	0.00E+00	3.78E-03	5.00E-04	4.26E-03	9.94E-04	0.00E+00	1.77E-02	1.66E-02
1:Del:T:5	1.63E-07	8.33E-03	2.70E-07	2.39E-07	2.92E-08	6.03E-07	1.16E-01	1.42E-03
1:Ins:C:0	2.14E-08	5.15E-05	1.56E-04	2.93E-08	2.32E-08	3.96E-04	5.15E-08	1.17E-07
1:Ins:C:1	8.80E-08	4.43E-08	2.34E-08	3.67E-05	3.02E-08	6.91E-04	3.84E-04	2.25E-03
1:Ins:C:2	0.00E+00	1.22E-04	4.99E-07	1.43E-04	1.12E-04	3.10E-04	5.80E-04	7.04E-04
1:Ins:C:3	1.05E-04	7.76E-08	7.57E-07	2.31E-08	8.61E-05	2.23E-08	2.54E-04	1.14E-03
1:Ins:C:4	2.51E-04	4.98E-04	1.12E-03	4.73E-04	4.11E-04	0.00E+00	3.10E-03	2.80E-03
1:Ins:C:5	4.83E-03	1.31E-06	2.29E-07	1.22E-07	6.64E-04	6.55E-08	9.68E-02	5.94E-03
1:Ins:T:0	7.14E-05	3.32E-04	1.37E-04	1.79E-03	1.07E-04	2.31E-04	8.10E-03	4.61E-03
1:Ins:T:1	4.74E-05	1.79E-04	1.87E-04	1.05E-03	0.00E+00	7.14E-04	2.09E-03	5.41E-03
1:Ins:T:2	4.41E-08	5.04E-06	3.58E-03	1.95E-07	3.25E-04	6.03E-04	8.16E-04	3.49E-03
1:Ins:T:3	7.32E-05	6.23E-05	1.51E-04	4.12E-04	6.40E-04	4.10E-04	2.13E-03	3.56E-03
1:Ins:T:4	1.34E-03	1.05E-03	1.05E-04	1.35E-04	2.83E-03	0.00E+00	5.83E-03	2.55E-02
1:Ins:T:5	1.26E-03	2.65E-03	2.91E-07	3.58E-04	3.65E-03	1.03E-03	2.50E-03	6.79E-02
2:Del:R:0	4.65E-04	0.00E+00	1.16E-04	1.17E-03	3.12E-04	8.50E-04	2.45E-05	8.41E-04
2:Del:R:1	3.28E-04	5.31E-04	2.76E-04	7.70E-04	1.40E-46	7.89E-04	1.06E-02	4.64E-03
2:Del:R:2	1.72E-05	5.42E-04	0.00E+00	2.64E-04	1.38E-04	2.59E-04	2.49E-03	4.39E-07
2:Del:R:3	6.81E-05	1.89E-04	1.59E-04	3.09E-04	8.63E-05	3.76E-08	2.24E-04	8.78E-04
2:Del:R:4	3.67E-08	1.50E-04	3.84E-08	7.98E-08	7.46E-08	8.30E-05	2.01E-04	1.30E-04
2:Del:R:5	2.03E-08	2.93E-05	1.92E-04	1.66E-08	5.10E-09	1.45E-04	2.06E-04	1.76E-04
3:Del:R:0	8.60E-05	7.73E-04	2.81E-04	3.34E-04	5.39E-08	1.44E-03	1.54E-03	5.33E-03
3:Del:R:1	1.45E-04	9.66E-04	1.13E-04	9.73E-04	8.00E-04	1.93E-04	1.19E-02	4.39E-03
3:Del:R:2	1.90E-04	7.91E-04	0.00E+00	4.61E-04	1.23E-04	4.02E-04	6.58E-04	1.20E-03
3:Del:R:3	3.82E-05	3.36E-04	2.58E-05	5.16E-08	8.01E-05	9.68E-05	6.42E-04	2.05E-03
3:Del:R:4	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
3:Del:R:5	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
4:Del:R:0	0.00E+00	3.58E-08	2.02E-04	4.18E-04	2.95E-08	3.75E-04	9.42E-05	8.51E-04
4:Del:R:1	2.94E-04	1.93E-04	2.21E-03	8.15E-04	6.20E-08	8.39E-04	5.96E-03	3.50E-03
4:Del:R:2	3.94E-08	2.41E-05	3.85E-08	1.51E-04	4.83E-08	3.81E-08	1.71E-03	3.65E-04
4:Del:R:3	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
4:Del:R:4	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
4:Del:R:5	4.13E-08	9.83E-05	5.47E-08	6.94E-08	5.03E-08	4.06E-08	5.58E-05	1.23E-07
5:Del:R:0	7.94E-08	3.37E-04	7.46E-08	2.41E-04	2.54E-08	7.52E-03	1.90E-02	1.56E-02
5:Del:R:1	6.15E-05	3.17E-04	7.07E-05	1.04E-04	1.40E-04	2.11E-04	5.26E-04	2.00E-08
5:Del:R:2	4.74E-09	5.11E-04	1.20E-04	1.48E-04	7.77E-05	1.55E-04	3.05E-04	0.00E+00
5:Del:R:3	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
5:Del:R:4	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
5:Del:R:5	2.33E-08	2.63E-08	3.09E-08	8.52E-08	7.92E-05	1.01E-04	5.01E-05	2.36E-04
2:Ins:R:0	7.73E-05	1.82E-04	3.89E-09	2.98E-04	0.00E+00	6.40E-04	5.66E-04	2.61E-03
2:Ins:R:1	1.91E-08	1.15E-08	1.26E-07	4.51E-04	1.14E-07	3.20E-04	6.56E-04	2.23E-03
2:Ins:R:2	1.22E-04	5.53E-04	5.05E-09	2.83E-05	1.48E-04	1.41E-04	2.27E-04	9.61E-04
2:Ins:R:3	5.50E-08	2.89E-04	1.60E-04	5.07E-05	1.20E-08	5.43E-05	3.68E-04	5.15E-04
2:Ins:R:4	4.36E-04	6.21E-04	0.00E+00	6.51E-05	2.68E-04	1.59E-04	1.14E-03	7.53E-04
2:Ins:R:5	1.40E-08	2.12E-03	0.00E+00	0.00E+00	1.30E-03	0.00E+00	5.20E-03	5.85E-03
3:Ins:R:0	5.35E-09	1.19E-04	2.11E-04	2.03E-04	0.00E+00	1.59E-04	2.27E-04	5.04E-04
3:Ins:R:1	7.94E-05	2.85E-04	1.90E-04	1.13E-04	1.21E-04	5.50E-04	2.95E-04	2.22E-03
3:Ins:R:2	6.26E-05	4.06E-04	5.86E-08	5.71E-08	6.32E-08	1.78E-04	1.80E-04	8.84E-06
3:Ins:R:3	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
3:Ins:R:4	4.67E-08	4.15E-08	7.55E-05	7.71E-08	7.61E-08	4.07E-08	9.75E-08	9.96E-08
3:Ins:R:5	1.31E-04	1.09E-03	2.92E-08	8.94E-08	2.60E-04	5.83E-09	5.54E-04	8.34E-08
4:Ins:R:0	4.23E-08	4.12E-08	2.55E-05	2.97E-05	6.00E-05	8.56E-08	4.98E-08	5.10E-04
4:Ins:R:1	1.33E-04	2.74E-04	2.16E-07	1.10E-05	1.80E-08	2.98E-04	2.59E-04	2.29E-03
4:Ins:R:2	4.84E-09	1.88E-08	3.78E-09	2.20E-08	7.26E-09	7.16E-09	5.11E-08	1.11E-07
4:Ins:R:3	4.40E-05	4.70E-05	4.49E-08	4.07E-05	8.61E-05	2.74E-08	3.45E-08	4.36E-04
4:Ins:R:4	1.57E-05	0.00E+00	7.98E-09	4.86E-08	1.20E-04	1.06E-04	1.57E-04	1.98E-04
