Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	45	4	4	14	29
V2	0	2	93	6	12
V3	32	211	86	12	7
V4	10	5	0	44	3
V5	1	28	195	5	24
V6	0	36	137	11	0
V7	13	4	67	55	0
V8	31	2	268	27	45
V9	0	35	104	24	27
V10	18	31	0	38	15
V11	1	10	64	28	2
V12	23	7	8	22	114
V13	0	38	65	132	1
V14	37	15	0	60	8
V15	38	21	48	7	0
V16	0	41	16	31	1
V17	219	57	76	15	32
V18	6	0	38	1	10
V19	258	17	20	6	27
V20	13	33	41	56	4
V21	21	168	0	102	91
V22	207	52	61	316	0
V23	7	206	32	2	5
V24	0	113	0	326	31
V25	262	5	329	8	10
V26	57	7	19	92	205
V27	45	64	148	150	0
V28	31	439	119	0	0
V29	151	12	10	41	17
V30	6	65	311	268	4
V31	29	244	137	287	0
V32	38	18	0	81	3
V33	8	3	15	43	94
V34	122	126	68	1	89
V35	8	12	78	51	18
V36	45	15	17	1	7
V37	14	38	2	0	2
V38	14	1	0	16	456
V39	489	118	83	3	63
V40	3	5	141	51	127
V41	81	27	3	1	0
V42	11	127	213	135	0
V43	113	3	7	0	2
V44	89	0	52	18	12
V45	7	104	127	1	208
V46	54	9	6	9	145
V47	57	55	4	6	63
V48	75	199	98	22	1
V49	20	31	50	66	20
V50	28	36	104	50	0
V51	0	27	35	10	87
V52	89	34	63	3	64
V53	21	57	52	10	36
V54	14	108	0	148	9
V55	9	1	11	10	4
V56	4	67	86	5	255
V57	64	50	2	3	5
V58	28	76	65	40	90
V59	11	65	47	19	40
V60	80	8	184	96	17
V61	54	49	110	51	54
V62	2	317	42	62	38
V63	9	20	0	17	11
V64	68	66	84	4	5
V65	1	107	21	57	2
V66	66	13	137	135	4
V67	0	45	125	0	172
V68	9	44	172	10	23
V69	154	48	63	62	6
V70	2	13	14	0	1
V71	224	23	18	241	14
V72	13	72	83	5	24
V73	2	141	116	29	48
V74	264	134	62	11	10
V75	90	182	91	164	2
V76	0	0	26	5	2
V77	27	15	75	74	14
V78	79	27	1	1	47
V79	6	115	0	13	1
V80	0	18	0	327	7
V81	14	31	0	47	115
V82	206	26	0	117	4
V83	89	4	0	567	1
V84	10	62	73	22	4
V85	41	51	14	15	29
V86	3	4	5	39	7
V87	8	5	2	27	35
V88	26	0	27	17	23
V89	17	34	40	53	1
V90	280	0	25	8	14
V91	126	63	0	12	218
V92	14	152	0	25	12
V93	0	31	36	24	12
V94	43	85	0	69	111
V95	9	67	14	6	4
V96	19	12	9	40	191
V97	266	0	28	43	0
V98	15	42	0	5	48
V99	28	318	0	151	0
V100	458	27	50	15	1
