NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.993	21.345	13.698	13.829	0.105	0.988	70000.0
2	58.463	21.882	13.548	14.138	0.109	0.986	60000.0
3	60.713	21.64	14.388	14.06	0.102	0.987	40000.0
4	58.395	21.259	13.544	13.545	0.104	0.988	50000.0
5	56.266	20.691	13.021	13.296	0.104	0.988	40000.0
6	59.08	21.803	13.667	13.954	0.11	0.987	40000.0
7	59.932	21.744	14.054	14.063	0.108	0.987	50000.0
8	58.814	21.817	13.537	14.098	0.111	0.986	70000.0
9	58.983	21.394	14.077	14.136	0.103	0.986	40000.0
10	58.011	21.581	13.248	13.675	0.106	0.987	50000.0
