Sample Names	MutationType	ID1	ID2	ID8	ID9	ID12	ID83F
V1	1:Del:C:0	0.0015702306531736505	0.0	0.0	0.0	0.9984297693468263	0.0
V1	1:Del:C:1	0.026640282467453334	0.0	0.0	0.0	0.9733597175325466	0.0
V1	1:Del:C:2	3.058472993447322e-15	0.0	0.0	0.0	0.9999999999999969	0.0
V1	1:Del:C:3	0.4987196728209304	0.0	0.0	0.0	0.5012803271790697	0.0
V1	1:Del:C:4	0.140630965529875	0.0	0.0	0.0	0.859369034470125	0.0
V1	1:Del:C:5	0.05615627328893417	0.0	0.0	0.0	0.9438437267110659	0.0
V1	1:Del:T:0	0.014864316777431361	0.0	0.0	0.0	0.9851356832225687	0.0
V1	1:Del:T:1	0.1079647728233688	0.0	0.0	0.0	0.8920352271766313	0.0
V1	1:Del:T:2	0.04244579387656323	0.0	0.0	0.0	0.9575542061234368	0.0
V1	1:Del:T:3	0.05115899809305071	0.0	0.0	0.0	0.9488410019069492	0.0
V1	1:Del:T:4	0.0481196520823937	0.0	0.0	0.0	0.9518803479176062	0.0
V1	1:Del:T:5	4.9314050768806755e-15	0.0	0.0	0.0	0.9999999999999952	0.0
V1	1:Ins:C:0	0.1079647728233688	0.0	0.0	0.0	0.8920352271766313	0.0
V1	1:Ins:C:1	1.0248566439195863e-14	0.0	0.0	0.0	0.9999999999999899	0.0
V1	1:Ins:C:2	1.076455540856455e-15	0.0	0.0	0.0	0.9999999999999988	0.0
V1	1:Ins:C:3	0.49378525455265126	0.0	0.0	0.0	0.5062147454473487	0.0
V1	1:Ins:C:4	0.1742331095665101	0.0	0.0	0.0	0.8257668904334899	0.0
V1	1:Ins:C:5	0.42523711428353544	0.0	0.0	0.0	0.5747628857164646	0.0
V1	1:Ins:T:0	0.21753858495887762	0.0	0.0	0.0	0.7824614150411223	0.0
V1	1:Ins:T:1	0.008312005475397058	0.0	0.0	0.0	0.9916879945246029	0.0
V1	1:Ins:T:2	0.9999999999998582	0.0	0.0	0.0	1.4179943560596417e-13	0.0
V1	1:Ins:T:3	0.9542320595217569	0.0	0.0	0.0	0.04576794047824307	0.0
V1	1:Ins:T:4	0.9625351526023892	0.0	0.0	0.0	0.03746484739761074	0.0
V1	1:Ins:T:5	0.9996400884624942	0.0	0.0	0.0	0.000359911537505852	0.0
V1	2:Del:R:0	0.05377399162367586	0.0	0.0	0.0	0.9462260083763242	0.0
V1	2:Del:R:1	0.6946660544283207	0.0	0.0	0.0	0.30533394557167925	0.0
V1	2:Del:R:2	0.14934346826267472	0.0	0.0	0.0	0.8506565317373252	0.0
V1	2:Del:R:3	0.24759420942648705	0.0	0.0	0.0	0.752405790573513	0.0
V1	2:Del:R:4	0.002360711957418252	0.0	0.0	0.0	0.9976392880425817	0.0
V1	2:Del:R:5	6.833074555158543e-18	0.0	0.0	0.0	1.0	0.0
V1	3:Del:R:0	0.008672309079794714	0.0	0.0	0.0	0.9913276909202052	0.0
V1	3:Del:R:1	0.8204452168864902	0.0	0.0	0.0	0.17955478311350975	0.0
V1	3:Del:R:2	0.12971099163315084	0.0	0.0	0.0	0.8702890083668492	0.0
V1	3:Del:R:3	0.031534968239062725	0.0	0.0	0.0	0.9684650317609372	0.0
V1	3:Del:R:4	2.5045178874023886e-17	0.0	0.0	0.0	1.0	0.0
V1	3:Del:R:5	1.7630664780532348e-17	0.0	0.0	0.0	0.9999999999999998	0.0
V1	4:Del:R:0	0.028980457617994355	0.0	0.0	0.0	0.9710195423820057	0.0
V1	4:Del:R:1	0.1687874393378881	0.0	0.0	0.0	0.8312125606621119	0.0
