Samples	ID83A	ID83B	ID83C
V1	32	205	51
V2	92	10	151
V3	85	152	18
V4	0	54	316
V5	0	239	33
V6	30	34	0
V7	167	5	77
V8	209	63	10
V9	227	0	0
V10	0	240	0
V11	9	81	202
V12	79	223	197
V13	104	51	63
V14	26	31	520
V15	158	29	19
V16	147	79	167
V17	28	113	249
V18	50	0	200
V19	57	0	198
V20	343	0	26
V21	0	211	136
V22	120	140	30
V23	0	0	199
V24	21	39	15
V25	173	0	24
V26	101	256	7
V27	21	96	31
V28	0	143	216
V29	4	0	316
V30	14	7	28
V31	369	244	63
V32	0	0	482
V33	68	87	45
V34	140	110	20
V35	427	0	94
V36	308	0	4
V37	18	272	55
V38	86	0	109
V39	166	37	206
V40	53	0	57
V41	175	62	78
V42	382	151	76
V43	29	190	112
V44	237	248	7
V45	143	0	177
V46	0	155	0
V47	54	0	390
V48	326	0	52
V49	0	344	60
V50	28	149	32
V51	1	0	289
V52	11	0	317
V53	705	0	0
V54	34	84	193
V55	254	101	66
V56	0	774	0
V57	37	174	65
V58	21	86	35
V59	0	561	0
V60	35	66	0
V61	109	45	54
V62	45	123	7
V63	200	74	96
V64	76	458	15
V65	0	77	3
V66	0	116	55
V67	3	0	115
V68	399	125	37
V69	22	150	56
V70	82	62	10
V71	103	8	162
V72	24	124	164
V73	51	68	82
V74	57	307	1
V75	12	24	24
V76	212	26	32
V77	123	0	204
V78	30	75	60
V79	236	0	112
V80	10	0	94
V81	1	4	3
V82	3	17	29
V83	14	107	39
V84	68	50	42
V85	129	0	0
V86	18	53	138
V87	277	235	0
V88	45	73	98
V89	122	111	39
V90	213	54	15
V91	125	0	217
V92	0	34	123
V93	0	41	79
V94	27	91	118
V95	138	14	10
V96	55	0	259
V97	129	133	28
V98	34	85	210
V99	11	95	114
V100	30	118	12
