MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	1.49E-07	4.56E-08	0.00E+00	2.63E-02	3.05E-03	5.51E-03	3.68E-04	1.01E-02	3.90E-02	7.28E-03	2.22E-02	6.80E-03
1:Del:C:1	0.00E+00	4.26E-04	2.72E-07	1.27E-02	2.58E-07	3.19E-03	9.27E-03	1.25E-08	2.52E-03	3.70E-02	1.81E-02	1.26E-02
1:Del:C:2	0.00E+00	2.07E-05	9.11E-05	6.52E-04	2.71E-04	8.66E-04	1.61E-03	1.07E-03	1.64E-03	2.70E-03	2.58E-03	8.03E-04
1:Del:C:3	2.77E-04	0.00E+00	1.17E-04	1.56E-03	9.90E-04	1.53E-03	6.09E-04	1.42E-03	2.48E-03	3.26E-03	3.50E-03	1.36E-03
1:Del:C:4	2.96E-04	0.00E+00	4.98E-05	3.15E-03	1.52E-04	5.20E-04	8.52E-04	2.45E-08	4.01E-03	4.12E-03	4.96E-03	1.44E-03
1:Del:C:5	4.25E-04	0.00E+00	9.71E-04	0.00E+00	3.72E-04	0.00E+00	3.90E-04	2.57E-04	1.77E-03	7.08E-04	3.37E-04	4.75E-03
1:Del:T:0	3.51E-04	7.80E-05	6.66E-04	1.50E-02	9.10E-04	1.30E-03	1.62E-03	3.99E-03	4.74E-02	1.72E-02	2.15E-02	2.55E-02
1:Del:T:1	1.48E-04	1.57E-04	5.88E-04	7.38E-03	5.72E-04	2.95E-03	2.34E-03	2.11E-03	1.61E-02	1.63E-02	6.13E-03	8.25E-03
1:Del:T:2	1.72E-04	1.24E-08	7.31E-04	9.85E-03	1.33E-04	1.36E-03	1.42E-02	1.87E-46	2.39E-02	3.40E-03	3.67E-02	3.48E-03
1:Del:T:3	5.73E-04	1.40E-46	1.85E-03	9.19E-03	7.04E-04	0.00E+00	8.70E-03	8.77E-04	4.22E-02	4.50E-02	3.69E-02	4.80E-03
1:Del:T:4	3.83E-04	1.15E-03	4.68E-03	8.98E-03	7.59E-03	9.40E-04	2.61E-02	0.00E+00	1.13E-02	1.37E-03	4.70E-02	5.24E-02
1:Del:T:5	6.48E-08	7.11E-04	5.62E-03	6.16E-08	7.33E-04	9.87E-04	4.86E-02	2.18E-06	1.24E-07	2.40E-03	2.08E-03	4.32E-03
1:Ins:C:0	9.20E-05	4.70E-08	0.00E+00	1.67E-05	3.61E-08	9.48E-04	6.67E-08	8.58E-04	7.42E-04	1.43E-03	6.26E-05	2.05E-03
1:Ins:C:1	0.00E+00	1.06E-04	2.27E-04	0.00E+00	1.40E-03	7.96E-04	2.20E-03	2.60E-04	8.61E-04	3.78E-03	2.56E-03	2.54E-03
