MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.40E-46	0.00E+00	7.50E-04	1.83E-03	4.40E-02	4.88E-03	2.21E-02	3.79E-02	9.01E-03
1:Del:C:1	7.23E-04	4.28E-04	4.49E-04	0.00E+00	1.10E-02	3.92E-03	3.55E-02	3.16E-02	3.72E-02
1:Del:C:2	1.87E-04	2.00E-04	0.00E+00	0.00E+00	1.12E-03	3.95E-04	4.23E-04	9.67E-05	6.20E-04
1:Del:C:3	3.42E-04	4.16E-04	4.14E-04	4.60E-04	1.56E-03	9.25E-04	1.85E-03	4.10E-03	5.46E-03
1:Del:C:4	2.21E-04	4.73E-04	2.55E-04	0.00E+00	2.27E-03	0.00E+00	2.52E-03	4.98E-03	2.50E-03
1:Del:C:5	3.21E-04	9.50E-04	1.12E-03	2.71E-04	4.54E-04	6.07E-04	7.11E-03	4.30E-03	5.73E-03
1:Del:T:0	0.00E+00	3.99E-05	1.40E-46	1.37E-03	1.93E-02	6.22E-03	1.17E-02	1.58E-02	5.53E-02
1:Del:T:1	8.18E-05	1.28E-04	2.58E-04	4.85E-04	5.29E-03	1.68E-03	6.24E-03	1.14E-02	7.35E-03
1:Del:T:2	4.82E-04	7.83E-04	5.06E-40	1.29E-03	6.25E-03	2.80E-03	1.54E-02	1.13E-02	2.01E-02
1:Del:T:3	1.26E-03	1.49E-03	6.79E-04	2.45E-03	1.84E-02	2.48E-03	2.50E-02	1.52E-02	5.44E-02
1:Del:T:4	7.71E-04	3.86E-03	3.30E-04	2.36E-03	1.27E-02	4.28E-04	1.08E-02	7.14E-02	9.53E-03
1:Del:T:5	1.87E-46	6.20E-03	1.36E-10	1.56E-02	1.91E-03	1.93E-03	6.65E-03	3.63E-02	1.15E-02
1:Ins:C:0	5.72E-08	1.22E-08	2.62E-05	9.39E-05	0.00E+00	4.26E-04	2.60E-04	1.36E-04	2.09E-04
1:Ins:C:1	1.21E-04	2.07E-06	0.00E+00	2.06E-07	4.64E-08	4.08E-04	7.35E-04	4.55E-08	1.40E-46
1:Ins:C:2	1.87E-05	4.38E-05	2.53E-04	5.35E-09	4.94E-05	4.72E-04	5.81E-04	2.45E-08	2.13E-04
1:Ins:C:3	3.09E-04	7.87E-04	2.23E-04	4.10E-03	2.88E-04	1.40E-04	2.12E-03	5.63E-06	9.93E-04
1:Ins:C:4	6.85E-04	3.69E-07	0.00E+00	1.17E-02	2.05E-03	1.01E-04	1.87E-03	9.14E-04	3.48E-02
1:Ins:C:5	2.47E-03	9.09E-04	0.00E+00	0.00E+00	2.89E-04	5.80E-04	1.35E-02	6.51E-03	8.76E-04
1:Ins:T:0	5.55E-04	2.92E-04	3.49E-04	2.35E-04	1.65E-03	1.24E-03	5.81E-03	1.58E-03	5.23E-03
1:Ins:T:1	2.22E-04	2.19E-04	0.00E+00	1.68E-04	1.30E-03	1.06E-03	1.81E-03	1.56E-03	2.86E-03
1:Ins:T:2	1.22E-05	7.59E-05	0.00E+00	3.98E-04	4.72E-04	2.19E-04	9.74E-04	2.87E-04	1.11E-03
1:Ins:T:3	4.93E-04	2.18E-04	1.17E-04	9.70E-05	2.56E-04	6.32E-04	1.94E-03	4.19E-05	2.36E-03
1:Ins:T:4	1.38E-03	3.91E-04	0.00E+00	0.00E+00	9.11E-04	4.03E-04	6.17E-03	2.26E-03	1.94E-03
1:Ins:T:5	6.36E-03	9.23E-08	5.87E-08	1.69E-03	1.87E-04	9.99E-08	7.26E-02	1.09E-03	8.67E-03
2:Del:R:0	4.60E-04	2.15E-09	8.66E-04	8.89E-05	1.97E-03	9.54E-04	2.35E-03	2.08E-03	4.23E-03
2:Del:R:1	4.42E-04	5.57E-04	1.53E-04	0.00E+00	6.11E-04	2.29E-03	3.86E-03	2.97E-03	3.42E-03
2:Del:R:2	0.00E+00	5.09E-04	0.00E+00	1.28E-04	0.00E+00	2.46E-04	1.72E-03	2.24E-03	5.37E-04
2:Del:R:3	1.82E-04	1.60E-04	1.87E-04	9.49E-05	0.00E+00	4.37E-06	2.98E-04	1.49E-04	2.36E-03
2:Del:R:4	0.00E+00	1.50E-04	2.63E-05	0.00E+00	1.25E-05	1.44E-04	6.16E-04	4.27E-04	7.21E-04
2:Del:R:5	0.00E+00	9.62E-05	9.24E-05	1.77E-08	9.72E-05	1.43E-07	3.74E-04	3.21E-04	2.25E-08
3:Del:R:0	1.32E-04	3.35E-04	3.94E-04	2.32E-04	4.94E-04	1.62E-03	2.02E-03	9.13E-04	2.55E-03
