Samples	ID83A	ID83B	ID83C
V1	28	80	14
V2	49	64	150
V3	27	142	12
V4	39	0	33
V5	158	26	104
V6	463	118	24
V7	381	89	0
V8	148	64	30
V9	61	38	0
V10	84	29	19
V11	8	31	149
V12	191	206	121
V13	129	96	0
V14	179	141	238
V15	0	79	117
V16	79	84	152
V17	70	84	33
V18	172	0	67
V19	65	105	82
V20	33	85	46
V21	27	108	69
V22	18	172	7
V23	78	17	0
V24	357	134	82
V25	497	200	120
V26	14	157	6
V27	18	84	54
V28	121	40	75
V29	51	230	9
V30	260	185	53
V31	26	323	36
V32	382	1	85
V33	69	234	94
V34	148	162	100
V35	221	0	111
V36	30	324	102
V37	8	22	6
V38	108	54	49
V39	69	120	32
V40	3	346	44
V41	0	1	63
V42	3	33	9
V43	12	57	14
V44	69	147	15
V45	253	0	519
V46	143	119	0
V47	27	115	7
V48	17	164	1
V49	0	0	156
V50	330	0	0
V51	20	50	14
V52	83	246	34
V53	0	300	0
V54	21	171	18
V55	16	0	115
V56	202	138	55
V57	32	444	40
V58	7	31	14
V59	21	314	139
V60	109	57	6
V61	0	304	325
V62	388	12	0
V63	85	112	122
V64	0	429	82
V65	26	0	534
V66	0	115	92
V67	103	66	17
V68	294	0	0
V69	76	0	234
V70	59	222	0
V71	145	202	24
V72	0	0	244
V73	66	205	139
V74	15	0	127
V75	328	0	161
V76	127	15	57
V77	8	74	36
V78	0	494	0
V79	243	0	0
V80	245	89	34
V81	352	85	40
V82	200	74	146
V83	172	42	190
V84	0	506	0
V85	125	171	8
V86	166	4	0
V87	0	175	50
V88	170	49	0
V89	87	0	489
V90	55	97	0
V91	80	74	12
V92	157	118	53
V93	9	15	330
V94	149	35	238
V95	30	0	282
V96	76	0	338
V97	80	20	0
V98	270	56	48
V99	264	44	392
V100	44	18	0
