Samples	ID83A	ID83B	ID83C
V1	6.35E+00	4.27E+00	6.92E+00
V2	1.11E+01	1.15E+01	1.97E+01
V3	3.51E+00	4.52E+00	5.30E+00
V4	2.71E+00	8.75E-01	3.09E+00
V5	2.89E+01	1.74E+01	3.05E+01
V6	2.98E+01	1.70E+01	3.48E+01
V7	1.95E+01	9.21E+00	1.64E+01
V8	1.62E+01	6.60E+00	1.53E+01
V9	1.96E+00	2.33E+00	2.45E+00
V10	5.23E+00	2.84E+00	5.14E+00
V11	7.56E+00	4.48E+00	7.43E+00
V12	6.80E+00	2.53E+01	2.46E+01
V13	6.04E+00	5.31E+00	2.25E+00
V14	5.94E+01	3.41E+01	5.79E+01
V15	7.23E+00	1.92E+01	2.39E+01
V16	1.77E+01	9.89E+00	1.35E+01
V17	4.97E+00	5.70E+00	4.41E+00
V18	1.05E+01	2.92E+00	1.02E+01
V19	5.54E+00	8.68E+00	9.92E+00
V20	1.04E+01	6.76E+00	6.99E+00
V21	7.09E+00	8.67E+00	3.37E+00
V22	5.24E+00	8.79E+00	8.15E+00
V23	1.22E+00	1.40E+00	1.03E+00
V24	2.18E+01	1.12E+01	1.99E+01
V25	6.58E+01	4.19E+01	6.70E+01
V26	7.75E+00	7.42E+00	2.07E+00
V27	6.85E+00	8.48E+00	6.29E+00
V28	3.13E+01	1.96E+01	3.12E+01
V29	1.09E+01	7.34E+00	9.53E+00
V30	3.29E+01	1.86E+01	2.95E+01
V31	7.08E+00	5.18E+00	6.75E+00
V32	1.06E+01	8.34E+00	1.23E+01
V33	6.20E+00	3.54E+01	3.64E+01
V34	1.80E+01	1.33E+01	1.14E+01
V35	1.01E+01	2.96E+00	9.36E+00
V36	1.94E+01	8.10E+00	1.70E+01
V37	2.03E+00	2.39E+00	1.54E+00
V38	1.28E+01	7.73E+00	1.20E+01
V39	1.24E+01	6.31E+00	1.16E+01
V40	2.69E+00	2.72E+01	2.81E+01
V41	4.53E+00	1.79E+00	5.33E+00
V42	7.34E-01	4.36E+00	3.84E+00
V43	3.35E+00	4.72E+00	4.59E+00
V44	9.74E+00	8.56E+00	8.97E+00
V45	3.61E+01	2.30E+01	3.65E+01
V46	4.80E+00	1.33E+01	1.42E+01
V47	1.33E+00	1.05E+01	9.89E+00
V48	3.21E+00	3.37E+00	3.36E+00
V49	1.35E+01	3.48E+00	1.46E+01
V50	2.97E+00	4.99E-01	2.90E+00
V51	2.50E+00	1.20E+00	1.95E+00
V52	1.92E+01	1.05E+01	1.80E+01
V53	4.49E+00	3.52E+00	5.64E+00
V54	2.99E+00	1.65E+01	1.61E+01
V55	8.28E+00	4.46E+00	7.44E+00
V56	1.21E+01	1.37E+01	5.15E+00
V57	4.10E+00	2.04E+01	1.96E+01
V58	3.12E+00	4.36E+00	4.10E+00
V59	7.29E+00	1.26E+01	1.52E+01
V60	4.65E+00	3.06E+00	4.82E+00
V61	2.36E+01	4.34E+01	5.70E+01
V62	5.49E+00	2.96E+00	2.86E+00
V63	2.34E+01	1.86E+01	2.11E+01
V64	1.79E+00	3.49E+01	3.53E+01
V65	3.10E+01	1.56E+01	2.91E+01
V66	3.84E+00	1.65E+01	1.86E+01
V67	9.87E+00	6.68E+00	6.47E+00
V68	2.08E+00	1.05E+00	1.75E+00
V69	2.24E+01	1.34E+01	2.18E+01
V70	1.96E+01	2.00E+01	2.51E+00
V71	5.74E+00	1.25E+01	1.24E+01
V72	1.43E+01	5.32E+00	1.41E+01
V73	8.74E+00	3.15E+01	3.59E+01
V74	1.19E+01	7.51E+00	1.10E+01
V75	1.59E+01	9.71E+00	1.70E+01
V76	5.72E+00	4.14E+00	8.60E+00
V77	5.63E+00	5.90E+00	1.25E+00
V78	1.33E+00	1.90E+00	1.73E+00
V79	6.62E+00	1.80E+00	6.66E+00
V80	1.08E+01	7.85E+00	1.04E+01
V81	7.17E+00	4.84E+00	6.07E+00
V82	1.57E+01	1.28E+01	2.19E+01
V83	4.48E+01	2.84E+01	4.61E+01
V84	1.77E+00	1.30E+00	1.81E+00
V85	9.90E+00	9.01E+00	3.90E+00
V86	1.63E+00	1.75E+00	8.69E-01
V87	3.63E+00	3.66E+00	4.46E+00
V88	5.68E+00	4.30E+00	4.34E+00
V89	3.51E+01	7.47E+00	3.33E+01
V90	5.50E+00	4.77E+00	2.77E+00
V91	3.89E+00	2.61E+00	3.27E+00
V92	1.16E+01	7.99E+00	6.43E+00
V93	2.12E+01	4.54E+00	2.23E+01
V94	1.96E+01	9.78E+00	2.09E+01
V95	2.42E+01	3.45E+00	2.59E+01
V96	2.88E+01	1.75E+01	2.63E+01
V97	2.06E+00	2.10E+00	2.16E+00
V98	6.02E+00	9.43E+00	1.06E+01
V99	9.15E+01	5.66E+01	9.30E+01
V100	1.54E+00	1.98E+00	1.24E+00
