NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.35	24.949	14.485	15.383	0.136	0.983	30000.0
2	56.966	22.934	13.495	14.317	0.124	0.986	30000.0
3	59.548	24.496	13.799	15.088	0.137	0.983	30000.0
4	59.771	24.22	14.349	15.336	0.13	0.984	20000.0
5	58.641	23.927	13.954	14.929	0.131	0.985	40000.0
6	59.991	24.095	13.987	14.688	0.133	0.985	20000.0
7	58.708	23.838	13.975	15.073	0.13	0.983	70000.0
8	61.31	24.79	14.592	15.516	0.137	0.984	40000.0
9	58.602	23.868	13.715	14.69	0.127	0.985	50000.0
10	60.634	24.518	14.606	15.251	0.134	0.984	30000.0
