Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	53	4	29	39	65
V2	24	95	12	2	30
V3	118	23	10	9	34
V4	201	122	1	2	9
V5	46	16	16	93	95
V6	24	2	0	22	49
V7	4	0	51	2	2
V8	56	13	9	31	22
V9	11	3	54	5	45
V10	0	128	0	24	151
V11	117	17	40	42	0
V12	85	15	114	2	6
V13	27	16	48	14	4
V14	316	23	29	91	3
V15	11	199	5	1	3
V16	98	78	229	109	47
V17	331	15	12	6	16
V18	173	41	28	142	23
V19	12	98	42	52	0
V20	349	175	7	11	8
V21	102	85	8	134	151
V22	77	89	17	27	23
V23	74	10	19	6	5
V24	818	63	1	46	7
V25	48	21	62	0	53
V26	212	118	0	70	40
V27	47	126	47	0	12
V28	57	14	40	222	417
V29	103	13	0	69	364
V30	77	195	4	13	3
V31	668	14	38	3	161
V32	14	226	4	6	7
V33	119	121	54	1	1
V34	0	3	4	15	111
V35	9	65	19	82	67
V36	27	217	8	207	12
V37	25	7	31	66	1
V38	40	38	0	66	27
V39	4	84	58	61	0
V40	98	0	66	14	15
V41	125	4	98	36	188
V42	117	1	16	353	38
V43	25	21	18	105	12
V44	22	2	268	1	16
V45	28	22	129	4	6
V46	34	7	8	1	0
V47	175	52	206	26	71
V48	33	20	9	71	0
V49	163	22	6	2	0
V50	131	203	114	17	102
V51	142	5	10	232	38
V52	111	20	51	5	297
V53	0	0	0	67	26
V54	69	2	60	251	0
V55	148	192	65	78	9
V56	5	18	0	7	1
V57	0	82	33	29	0
V58	67	6	24	10	2
V59	28	9	29	7	43
V60	90	32	15	10	14
V61	160	15	53	2	41
V62	80	122	199	8	0
V63	121	10	42	120	7
V64	31	7	75	39	26
V65	319	49	130	6	1
V66	125	114	89	3	0
V67	84	22	7	14	229
V68	81	32	49	84	0
V69	0	195	9	46	1
V70	35	18	14	150	4
V71	115	8	17	4	47
V72	0	39	132	0	10
V73	151	35	37	9	55
V74	161	76	7	13	70
V75	251	16	2	29	19
V76	109	40	198	178	8
V77	182	44	163	26	14
V78	85	70	37	26	2
V79	57	101	1	10	69
V80	61	85	44	3	4
V81	10	142	163	10	4
V82	721	45	178	39	1
V83	3	0	58	6	4
V84	86	73	95	16	6
V85	285	44	0	29	72
V86	49	7	28	16	20
V87	139	35	166	11	45
V88	107	13	67	0	54
V89	51	58	191	20	19
V90	90	132	34	69	0
V91	1	11	25	19	74
V92	308	206	40	37	27
V93	53	84	1	11	14
V94	58	68	0	11	27
V95	51	5	72	34	84
V96	70	8	0	27	65
V97	102	267	0	102	0
V98	113	194	46	12	1
V99	28	23	0	0	2
V100	143	37	21	3	119
